,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X000883.SZ,X600583.SH,X601992.SH,X002353.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X000825.SZ,X600352.SH,X600660.SH,X601699.SH,X600808.SH,X000027.SZ,X000630.SZ,X600549.SH,X600578.SH,X600307.SH,X000983.SZ,X600490.SH,X000959.SZ,X002470.SZ,X000937.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0249489137141061,0.142696241305072,0.0310841728167298,0,0,0.0260278450492693,0,0,0,0,0,0,0,0,0,0,0,0.0385619221045951,0,0,0,0,0.0116445273145971,0,0,0,0.0764447252336447,0,0,0,0,0,0,0,0,0,0.0160710926712945,0,0,0,-0.0166022252867281,0,0,0,0,0,-0.00208742071648913,-0.00657444202228596,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138085289595472,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690567673411917,0,0.0936470660539138,0.0906651599260145,0.0271976113130677,0,-0.00479284954680583,-0.0131133990203457,0,0,0,-0.00690541821388423,0,0
X601088.SH,0,0,0,0.0208037575180535,0.114660249944127,0,0,0,0,0.0939370263040048,0,0,0,0,0.24359044145994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202438757121369,0,0,0,0,0,0.0280123399029021,-0.0438721843129257,0,0,0,0,0,0.0682412658332227,0,0,0,0,0,0,0,-0.00323116369532231,-0.00557899575368614,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.140406999400389,0,0,0,0,0,0.095107073382615,0,0.0435793281648038,0,0.229234287331487,0.038394951292322,0.0550756386274417,-0.0973598756671131,0,0,0.024070607959458,0,0,0,0,0,0,0,0,0.154817260706092,-0.0145636792284556,0,0,0,0,0,0,0,-0.0795350679673352,0,0,0,0,0,0,0,0,0,0.16920046949536,0.015098162248155,-0.0104492167643074,0,0,0,0,0,0
X600585.SH,0,0.121770754151521,0.0263191331460125,0.00569480192155121,0,0.0948978737532097,0,0,0,0.0513087491546133,0,0,0,0.0887775740184859,0,0.0831077952039365,-0.0762786823341488,0,0,0,0,0.0401172413219424,0,0,0,0,0,0,0,0,0.0851392302874018,0,0,0,0,0,0,0,0,0,0,0.175884850221441,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.00536518169060086,0.00703734631055716,0,0,0,-0.036298300790227,0,0
X600019.SH,0,0,0,0.0490603434001159,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138855265558636,0.204668674277512,0,0,0,0,-0.0253770336245372,0,0,0,0,0,0,0,0,0,0,0.0863277812204688,0.0658924054774614,-0.0597685401233369,0.172648136177379,0.212936150875645,0,0,0,-0.0135251273825174,0.0314180251286345,0,0,0,0,0,0
X601898.SH,0,0,0.0456117654859515,0.0290841156523934,0,0,0,0.182791478651702,0,0.170769070954613,0,0,0,0.0388712190213732,0.0986033951589194,0.0372370600446671,0,0,0,0,0.0365583206186737,0,0,-0.00581446320917642,0,0,0,0.205226227497066,0,0,0.120563226301922,0,0,0.0567409580835476,0,0,0,0,0,0,-0.0413615039039472,0,-0.0132217492111157,0,0,0,0,0,0,0,0.00501238467051617,-0.0112205264530187,0,0,0,0,0,0
X601991.SH,0,0,0.0601104048013329,0.0172181370788894,0,0,0,0,0,0.0337780384727309,0,0,0,0,0,0.12254466203564,0,0,0.0164894891835455,0.0300859687158615,0,0.0184691301607259,0,0,0,0,0.0979131125017409,0,0.100323473589842,0,0,0,0,0,0.023432066381691,0,0,0,0,0.140124492660346,0,0,0,0,0,0,0,0,0,0,0.0212764802212305,-0.0409193581241791,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254566168529905,0,0.0928269362339837,0,0,0,0,0,0.0496151550883564,0,0,0,0.0790407052728106,0.055002695294125,0,0,0,0,0,0,0.190162484072312,0,0.0161101971754918,0.0732959812009676,0,0,0,0,0,0.132731438436827,0,0,-0.0118995124887009,0.0105331836057419,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.287979888241967,0,0.0399267280325524,0,0,0,0,0,0,0,0,0,0.0398273388582174,0,0.117243218302348,0,0,0,0,0.0346908508810729,0,0,0,0,0,0,0,0,0.0234011851002577,0.0933035219482214,0.0397102272331577,0.105078649653411,0,0,0,0.157386423169369,0,0,-0.005279879557024,0,0,0,0,0,0,0
