,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X601898.SH,X600886.SH,X002460.SZ,X600010.SH,X601600.SH,X600660.SH,X002271.SZ,X600801.SH,X600362.SH,X600688.SH,X600188.SH,X000786.SZ,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X600027.SH,X002466.SZ,X600299.SH,X600489.SH,X000723.SZ,X600176.SH,X000553.SZ,X000401.SZ,X600426.SH,X000792.SZ,X000898.SZ,X601158.SH,X600219.SH,X600516.SH,X000932.SZ,X000883.SZ,X000709.SZ,X002075.SZ,X002353.SZ,X600583.SH,X000027.SZ,X000630.SZ,X600612.SH,X600126.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.222314516763946,0,0,0,0.180381409089234,0,0,0,0,0.0997887410950421,0,0,0,0,0,0.0627348948380178,0,0,0.0661245528066687,0.0339869957490985,0.148338256570379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.343850633665475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592751687224622,0,0,0.0226626894418042,0,0,0,0,0,0,0,-0.0137727505991093,0.0429934417539534,0.0347045492474283,0,0,0.0663423842530904,0,0,0.0317342408589523,-0.00762983681525448,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0422087619057436,0.25688208407939,0,0,0,0,0,0,0,0,0.125942845534564,0,0.0658331486820272,0.0916323498389421,0,0,0,0,0,0,0.0838569395251197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385367587147378,0.044258402288235,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428605590387125,0.140868908315733,0,0,0,0,0,0,0,0,0,0.0268407287481462,0,0,0,0,0,0.129116854915845,0,0.000476129985289045,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0111465808212933,0,0,0,0,0,0
X600309.SH,0,0,0,0.0284577000017445,0,0,0,0,0,0,0,0,0,0,0,0,0.0342414182589791,0.224529218213463,-0.0225689277241416,0,0,0,0,0,0,0,0,0,0,0,0,0.323295791959682,0,-6.93889390390723e-18,0,0,0,0,0,0.0699327824946206,0,0,0,0,0.0831563466702559,0,0,0,0,-8.67361737988404e-19,0,0,0.00462763313187866,0,0,0,-0.190686397274813,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934897518405528,0,0,0,0,0,0,0,0,0,0,0.730502216577285,0,0,0.0269105855703884,-0.0495231185444786,0,0,0,0,-0.1271184137481,0,0,0,0,0,0,-0.0687082608512751,0,0,0.387640245379421,0,0,0.0265497446795802,0.0135228418762826,0,0,0,0.0964980883598485,0,0
X600019.SH,0,0,0,0,0,0,0,0.00921271955228333,0.0590889164632916,0,0,0,0,0,0,0,0,0.177210780193089,0.0664741795512362,0,0.0753334245940697,0,0,0,0.0401730189927664,0,0,0.0674392620467194,0.0527088564115382,0,0,0,0,0.0160516285428512,0,0,0.290476196415674,0,0.0373362387233062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284331812994485,0,0,0.130489325645018,0,0,0,0,0,-0.0879150986353448,0.2774472102476,0,0,0.00348943723390888,0,0.355552616893113,0,0,0,0,0,0,0,0,0,-0.0536747215385983,0,0.270124415826974,0,0,0,0.108287106284106,0,0.0195805747139905,-0.0116476652645643,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0474405473584012,0,0,0.0288138684769638,0,0,0,0.0266579391456174,0,0.00706886705502819,0.0408400807059762,0,0,0.111904872328769,0,0.495151767696498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122370163427471,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0122448734325729,0,0.158301900005726,0,0,0,0,0.0251201048769583,0.379142733841976,0,0,0,0,0,0,0,0,0.0964001006075782,0,0,0,0,0,0,0,0,0,0.0116644523024531,0,0,0,0,0,0,0.0288890277381081,0.0498020055094573,0.131189422232179,0.0365443305198008,0,0,0,-0.000228518197546336,0,0,0,0,0,0
