,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600985.SH,X600688.SH,X000629.SZ,X002080.SZ,X002353.SZ,X300037.SZ,X601168.SH,X002128.SZ,X600612.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.98709019741891,0,0,0,0,0,-0.0749034542893558,0.179063892096112,0,-0.0210088019552032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18014866512165,0,0,0,-0.0298386378358318,0,0,0.144797756191959,0,0,0,0,0,0,0.0995446068294515,0,0.0121348810695098,-0.0790086453371925,0.0779540326424833,0,0,-0.0699732606076869,0.0427607413069464,-0.00844585838695055,0.0172194994213312,0.00730305964873001,0,0,0,0,0
X600028.SH,0.576472826444116,0,0,0,0,0,0,0,0.0532828904522789,0,0,0,0,0,0,0,0,0,0,0,0,0.0981576082726411,0,0,0,0,0,0.0411074814514465,0.0972784240315951,0,0,0,0,0.126490614738488,0,0,0,0,0,0,0,0,0,0,-0.166527543527262,0,0,0,-4.33680868994202e-19,0,-0.0609813340136779,0.00403146190913209,0,-0.00921328273831315,0,0,0,0,0
X601088.SH,0,0.0639961522004351,0,0,0.262615289668945,0.0243508892799147,0,0,0,0,0,0,0,0,0,-0.0956443755492499,0.243802927119873,0,0,0,0.188956395135191,0,0,0,0,0,0,0,0.0100379624592394,0,0,0,0,0,0,0,0,0,0,0,0.0609430449943263,0,0,0,0,0,0.0438448321949113,0,0.075637168156638,0,0,-0.0191258627617769,0.0404519749378741,0.0784382971378731,0,0,0,0,0
X600309.SH,0.0434275908772017,0,0,0,0.0338990845047413,0.000972709979134447,0,0,0,0,0.230142293772273,0,0,0,0,0.0258290612355564,0,0,0,0,0,0,0,0,0.046225776437719,0,0,0,0,0,-1.0842021724855e-19,0.0621918835561733,0.0906927836678378,0,0,0,0,0,0,-0.0770917952294498,0,0,0,0,0,0,0.0566116007517885,0,0,0,0,0.0276163154595994,0,0,0,0,0,0,0
X600188.SH,0,0,0.437053268656839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402951311783256,0,0,0,-0.120309136863384,0,0.393152468155446,-0.0749704304161352,0,0,0,0,0,0,0,0,0,0.0454959088728486,0,0,0,0,0,-0.0105655982928354,0.133249014897851,0,0,0,-0.0733434767023155,0,0,0.00733801635399514,0,0,0,0,0,0,0
X600019.SH,0,0.146216209901646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15708737487565,0,0,0,0,0,0.080440768040287,0,0,0,0.0988772375567994,0,-0.0154965314488459,0,0,0,0.279179785491509,0,0,0,0.023893911334806,0.0776646056434087,0,0,0,-0.055518621723841,0,-0.206652419726871,0,0,-0.0840781494718894,0.184546499442801,0,0.00828587533103504,0.0187086483396028,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.146424163731462,0,0,0,0,-0.180889156469107,0,0,0.02692927210428,0,0,0,0,0,0.100157525668324,0,0,0,0,0,-0.0851495648793129,0.00267168594367553,0.0196098771124471,0,0,-0.0223469193291991,0,0.0614991035025227,0,0,-0.10257148258957,0,0,0,0,6.93889390390723e-18,0,0,0,0.487284367010186,0,-0.0120871588302392,-4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.182095884821482,0,0,0,0,0,0,0,0,0.23429381765226,0,0,0,0,0,0,-0.026325522224752,0,0,0,-0.115629703466637,0,0,0.0440208343366042,0,0,0.78563018259182,0,0,0.0805473440026343,0,0.0833312569011672,0,0,0,0,0,0,-0.0400640787823551,-0.0213020845924502,0,0.123303861540106,0,0,0,0,-0.157294701205875,0,-0.0146207906343025,0,0,0,0,0,0
X601898.SH,0.0556830123402805,0,0,0,0.0230666262197038,0,0,0,0,0,0,0,0,0,0.0609553245845815,0,0,0,0,0,0,0,0,0,0,0.240571090589547,0.0710065334693498,0.0663015547307387,0.220557246926836,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0891410096019988,0,0,0,0,-0.153633050042727,0.0163096191407708,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.12327089222646,0,0,0,-0.0676131501575887,0,0,0,0,0,0,0,0,0,0,-0.0126819012874668,0,0,0.0653386539361968,0,0,0.551064514560881,0.117112928498196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199240509916195,0.111988748175026,0,0,0,0,-0.118817880702266,0,-0.00710303054375675,-0.013305965685045,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501467348696703,0,0.103743136999716,0,0,0,0.0681730990859222,0,0,0,0,0,0,0.0362740323267439,0,0.40114394327935,0,0,0,0,0.0303987207649441,0,0,0.00275549930709871,0,0,0,0,0,0,0.0543073297604423,0,0,0,0,-0.00266408891550631,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.00101870128400339,0,0,0.0249680763328288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222784319875193,0,0,0.109966887246957,-0.0612859300914944,0.0337421806594913,-0.00971770003348641,0,0,0,0.119786070294148,0,0,0,0,0,0.170939621138273,0,0,0.0287946003685094,0,-0.153213818910334,-0.0155385479290637,0.0209278371359505,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053257558633752,0,0.388230705305704,0,0,0,0,0,0.0229688117015669,0,0,0.111207467176608,0.0343570791480821,0.0213694299847886,0,0.0100394530321377,0,0.0268047160030553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081372024013216,-0.00873226521490996,8.67361737988404e-19,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0374234917517502,0,0.269058877566948,0,0.00603827184622639,0,0,0,0,0,-0.0378617873196432,0,0,0,0,0,0,0,0,0,0,0.0849995126990623,0.164151610821287,0.248646723942231,0,0,0,0,0,0,0,0,-0.065144101035906,0,0,0,0,0,0,-0.0541190383044782,0,0,0,0,0,-0.00988490259599122,-0.00956992575977025,0.0568097988826938,0.0726280779542454,0,0,0,0,0
X002466.SZ,0.126687749420126,0,0,0,0,0,0,-0.0135972074434096,0,0,0,0,0.0518695210692167,-0.0263765297404186,0,0.768527982297333,0,0,0,0,-0.0564999674716695,0,0,0,0.0784760995707063,0,0,0,0,0,0,0,0,0,0,-0.0431175411940339,0,0,0,0,0,0,0,0,0,0,0,0,0.0184918639695093,0,0,-0.0169255908370401,0.029782803527651,-0.0948949371115601,0,0,0,0,0
