,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600803.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X600219.SH,X000933.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000723.SZ,X600612.SH,X600157.SH,X600096.SH,X002353.SZ,X002128.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.71870685264851,0.172512689054754,0,0,0,-0.0924060077387999,0,0,0,0,0,0,0,0.142229652000241,0,0,0,0,0,0,0,0,0,0,-0.196983835301583,0,0,0,0,-0.00583595624156279,0,0,0,0,0,0,0,0,0,-0.0543093273287214,0,0,0,0,0.091508666246971,0,0,0,0,0,-0.0175867771491402,0.0453877008405042,0,0,0,0.0356234609597956,0,0
X600028.SH,0.451538465492994,0,0.088520023097304,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540326830905931,0,0,0,0,0,0,0,0,0.0516245877987821,0,0,0.00129679466202665,0.0538917962260224,0.0653802318911184,0,0,0,0.0360003726551248,0.00157605682672999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516089187665202,0,0,0,0,0.105861951925262,0,0
X601088.SH,0.043790430814361,0,0,0,0.107132242500651,0,0,0,0.232212121661793,0,0,0,0,0.0736325544202787,0,0,0,0,0,0,0.0543363107599069,0,0,0,0.0241273163792456,0,0,0,0,0,0,0.127951289662261,0.0527229301393219,-0.0104483886360006,0,0,0,0,0,0,0,0,-0.111357025794958,0,0,0,0,0,0.0892261779762414,0,0,0.00965211925961678,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0836938310552147,0,0,4.33680868994202e-19,0,0,0.111931082470262,0,0,0,0.0647728085817938,0,0,0,0,0,0,0,0,0,0,0.0609029901013258,0.0375320523573618,0,0.00164584753006846,0,0,0,0.0176735059664821,0,0,0.188333223619981,0,0,0,0,0,0,0,0,0,0,0,0.0470588451305096,-0.0292345296583959,0,0,0.0375289996717019,-0.0355675759625609,0,0,0,-0.213303768196957,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.1805377856102,0,0,0,0,0,0,0,0,0,0,0,0,0.0332829591254157,0,0,0.0156380342572041,0,0,0.496884075895607,0,0,0,0,0,0,0,0,0,0,0,0,0.104507595357003,0,-0.0988692257209511,0,0,0,0,0,0,0,0,0,-0.0115898331000462,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.190116302842161,0,0.100613967799152,0,0,0,0,0,0,0.106958131982875,0,0,-0.0446950919791091,0,0,0,0,0,0.0657850917069828,0,0,0,0,0,0,0,0,0,0,0.18226162492803,-0.0894571147358322,0,0.604072386885944,0,0,0.140195617650591,0,0,-0.214541503037918,0,0,-0.0341922115373864,0,0,0,0,0,0,0.0279038246368642,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0231560714964204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107482735024964,0.16400102539853,0,0,0.105402994784198,-0.162954813206603,0,0,0,0,0,0.147244040841216,0.0626474396349157,0,0,0.0089869230106714,0,0,0,0,0,-0.107968033050486,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0216497533049492,0.0290259908501035,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.134980382536692,0,0,0,0,0,0,0,0,0.188528969621673,0,0,0,0,0,0,0,0,0,0,0,-0.0850171197435117,0.280139993570861,0,0.00896059733359209,0,0.119128645199569,0.079199659440413,0,0,0,0,0,0,0,0,-0.0409113450954797,0,0.163708031372577,0,0,0,-0.173369627744805,-0.0213418424834251,0,0,0,-0.00177809550411279,-0.0234269553226541,0,0,0,0,0,0
X601898.SH,0,0,0.0432168328847093,0,0.131578829089654,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.116000011889441,0,0,0,0,-0.00286557627843274,0,0.0546428377279972,0,0.291614273853607,0,0,0.11150398262156,0.185477739511593,0.0274419822836412,0,0,0,0,0,0,0.0145955907813878,0,0.0564425428733609,0,0,0,-0.111512128626924,0,0,0,0,0,0,0,0,0.00214413419813933,0,0,0,0,0,0,0
X600547.SH,0.010071774088363,0,0,0,0.0481806827624904,0,0,0,0,0,-0.111735718338962,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343332156210772,0,0,0,0.0689400137426293,-0.0747731160960579,0,-0.0830536526689512,0,0,0,0,0,0,0,0,0,0,0,0.104747016700481,0.213713434353185,0,0.0184827537797798,-0.0405457656654191,0,0,0,0.01843554467314,0,0
