,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600010.SH,X600801.SH,X600176.SH,X601600.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X600688.SH,X600803.SH,X600299.SH,X600027.SH,X002080.SZ,X300037.SZ,X601992.SH,X002466.SZ,X002075.SZ,X000932.SZ,X600315.SH,X600486.SH,X600219.SH,X002353.SZ,X000027.SZ,X000883.SZ,X601168.SH,X000723.SZ,X600612.SH,X600529.SH,X000898.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0368388059407303,0,0,0,0,4.33680868994202e-19,0,-0.0178641372177705,0,0,-8.67361737988404e-19,0,0.0314491489967795,0.0948387872635118,-0.00523597472174929,0,0,0,0,0,0,0,0,0.000498348773403454,0,0,0,-0.00629065388252143,0,0,0,0,0,0,0.0808865522242165,0.0275220426879617,0.0735566225561202,0,0,0,0,-0.00623248160850045,0,0,0,0,-0.0134635823063546,0,0,0,0.00668364781467663,0,0
X600028.SH,0,0,0,0,0,0,0,0.0123657361880472,0,0,0,0.00241686808335019,0,0,0.0593060592496059,0,-0.00318146560950793,0,0.0254630407330143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128288303529398,0,0.0632040199865052,0,0,0,0.00811670024949114,0,0,0,0,0,0,-0.00556600958120834,0,0,0,0,-0.00489702421457066,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0164888859462733,0.104753681137538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269872834274453,0,0,0,0,0,0,0.0183036305912769,0,0,0,0,0,0,-0.0136005587894707,0,0,0,0,0,0,0,0,0,0,-0.0198394701495476,0,0,0.0684562549002184,0.00302181326516053,0,0,0,0,0.0229453063705365,0,0
X600585.SH,0,0,0,0,0.000129207837321169,0.0416782222411848,0,0,0.0211857846737352,-0.00707468309788857,0,0,0,0,0,0.082659692685771,0,0,0.0430197376030758,0,0,0.0251526026827975,0,0,0.0868053905684586,0,0.00296332352439508,0,0,0,0,0,0,0,0,0,0,0,0.0867807895434646,0,0,0,0,0,0,0,0.102610342894116,0.00411872153571564,0,0,0,0.0551053209925381,-0.0412168217584097,0,0,0,0.0915520929666779,0,0
X600309.SH,0,0,0,0,0,0,0.219738659525546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242531265038718,0.0965936524472363,0,0,0,0.0343956863002385,0,0,0,-0.0600907817800639,0,0,0,0.272854831269354,0,0.137412616618153,0,0,0,0,0,0.11269032056213,0,0,0,0,0,-0.0803977142256469,0,0,0,0.00439187110107845,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0855349159928949,0,0.146206620152874,0,0,-0.0336225721739141,0,0,0,0.00158118333695755,0,0.00662378069736596,0,-0.0183617285945929,0,0,0,0,0,0,0.0224778203091838,0.0484370392059874,0,0,0,0,0,0,0.382336401065103,0,0,0.0558856373486593,0.00195470183449029,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303935313112996,0.608589821548197,0,0,0,0.130740519473163,0,0,0,0.0301708861629466,0,0,0.0463471269408551,0,0,0,0,0,0.0947178705489639,0,0.027329610560332,0,0,0,0,0,0,0,0,0,0,-0.00822845839022674,-0.0213864742060377,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.00697496848722328,0,-0.121862411155999,0,0,0,0,0,0.0244483560681619,0,0,0,0.0219242871077883,0,0.308568312718477,0,0,0,0,0,0.022932685487376,0,0,0,0.283381207528141,0,-0.126856247474939,0.0606189810894439,0,0,0,0,0,0,0,0.0353020335901268,0,0,-0.0702680990805064,0,0,0,-0.0483922986604905,0.098082290919989,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0612662715846327,0,0,0,0,0,0,0,0,0.00242596539849889,0,0,0,0,0.210814372037657,0,0,0,0,0,0.0426944775065051,0,0,0,0.159838187171654,0,0.269501395705865,0,0,0,0,0,0.183581011557616,0,0,0.194743673327839,0,0,0,0,0,-0.0341604518050125,-0.00698296225510341,-0.00202584342547578,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.00460657630254217,-0.0874791127851296,0,0,0,0,-0.0582438384231021,-0.130383999746072,0,0,0,0.414675737823055,0,0,0,0,0,0,0,0,0.0541582391385589,0,0.223177626677902,0,0,0,0.35158325543715,0,-3.46944695195361e-18,0,-0.0766125791311902,0.0602873466529223,0.088999789947134,0,0,0,0,-0.0386950936249149,0,0,0,0,0,0,0,0.0833715479150467,0,0,0,0,0,0
