,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X600489.SH,X600309.SH,X000898.SZ,X600299.SH,X601158.SH,X000723.SZ,X002466.SZ,X000792.SZ,X000959.SZ,X600623.SH,X002075.SZ,X000709.SZ,X600583.SH,X000408.SZ,X000883.SZ,X600352.SH,X000983.SZ,X000630.SZ,X000539.SZ,X600098.SH,X000027.SZ,X600549.SH,X002092.SZ,X000012.SZ,X000060.SZ,X601699.SH,X000937.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.053010905241032,0.0516704841817321,0,0,0,0,0.00448907860442039,0,0,0,0,0.0511093255168174,0.00896800746777662,-0.00661306857517264,0,0,0,0,0,0,0,0,0,0.00390206094570678,0,0,0,0,0,0,0,0,0,0.222092142281856,0,0,0,0,0,0,0,0,0,0.00621208704120731,0,0.0497477292894755,0,0,0,0,-0.00619263866143831,-0.020884803749009,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0274463492859626,0,0,0,0,0.0419483124328783,0,0,0,0,0,0.0004027077012346,0,0,0,0,0,-0.0140664577575394,0,0,0,0,0,0,0,0.328424514679362,0,0,0,0.0389567079058756,0,0,-0.124721037909129,0,0,0.0868856660257223,0,0,0,0,0.0704873340927293,0,0,-0.0125248774230348,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.179421736390425,0.00109622396682627,0.0827066620717336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867025379496501,0,0,0,0,0,0,0,-0.146197205434786,0,0.0837509958973102,0,0,0,0,0,0,0,0.0341961928272984,0,0,0,0,0.0655303341721045,0,0.0527720751689299,0,0,0,-0.0869911220250203,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.00732175299626752,0,0.0250291255979934,-0.0365187579486241,0,0,0,0,0,0.0741850553245963,0,0,0,0,0.0224408229727201,0.0328166446782124,0,0,0,0.0303031735411778,0,-0.0605423280786464,-0.0273422062931531,0.0537602477210863,0,-0.0361548557674964,0,0,0,0.0836384241118457,0,0,0,0,0,0,0,0,0,0.0352219180775077,0,0,0,0,0,0,-0.0596847539614114,0.045789524095368,0,0,0,0.0409194600602011,0,0
X600019.SH,0,0,0,0,0,0.341505143405267,0,0.0531523899331443,-0.0342880583546602,0,0,-0.0435601569046427,0.00766442936947662,0.000996448105667367,0,0,0,0,0,0,0,0,0,0.23308202886912,0,0,8.67361737988404e-19,0,0,0,0.0336433682970346,0.054273238860617,0,0,0,0,0,0,-0.128104669916093,0,0,-0.0139824228441326,0,0,-0.0144344482308561,0,0,0.213804577180242,0.112547354621052,0,0,0.0657277230293846,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00672549749499197,0,0,0.16523302056975,-0.0454749765635603,0,0,0,0,0,0.0909106128152879,0,0,0,0,0,0.155766258441329,0,0,0.0824285984151623,0.161693809557406,-0.0219713637829147,0,0.092595627197657,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149738365259371,0.0703565980666097,0,0,0,0.0477305040557433,0.175725768432878,0.00694116030009281,0.0300105309335486,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0365801942416096,0,0,0,0,0.00540276196840492,0.00140238744798734,0,0,0,0,0,0,0,0,0,0,0,0,0.0328254454898095,0,0.0875960250851696,0,0,0,0.0863195601141686,0,0,0,0,0,0.0421160482627448,0,0,0.115682705353711,0,0.00769609074277065,0.0104379222708122,0.0628485954996958,0.0390324625468302,0.0118035413272525,0.0260489454306487,0,-0.0225192821487321,0.00030584443188589,0,0,0,0,0,0
X601898.SH,0,0,0.290508738610677,0,0,0,0,0,0,0,0,0,0,0.0734241281947204,0,0,0.0706520134806924,0,0,0,0,0,0,0,0,0,0.11496314950985,0,0,0,0,0,0,0,0,-0.162116214521069,0,0.212204563128311,0.164884523846169,0,0,-0.013476661008659,0,0,0,0,0,0,0.123164208968979,0.013017142675098,0,0,-0.0701226480971462,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207280347280153,0,0,0,0.00262923088861421,0,0.98353584266677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254712232077508,0.0209389705169665,0,0.0111859890732142,0,-0.0404234629031066,0.15205325563319,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.249680742994362,0,0
X601600.SH,0,0,0,0,0,0,0,0.2520353086801,0,0,0,0,0,0,-0.0257161627772381,0,0,0,0,0,0.204652559933988,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.00292640320781033,0,0,0,0,0,0,0,0,0.220466164319713,0,0,0,0,0,0.14102180809376,0.137612778557034,0,0,0,0,-0.00446621475607305,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0436905320079217,0,0,0,0,0,0,0.0191681840972534,0,0,0,0,0,0.0231887233082292,0,0,0,0,0,0.0237268640035431,0,0,0.303084882648685,0,0.0431848545396397,0,0,0.115606647840028,0.0583836573554697,0,0,0,0,0,0.0361915624485146,0,0,0.0364184781093102,0.0145744237563638,0.00139941617511949,0,0,0.0580417412949248,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0988092969277026,0,0.0100257103067842,0,0,0,0,0,0.121409690711444,0,0.0215748414627407,0,0,0,0.000815215347555253,-0.0209492093190098,0,0.0620570411653141,0.0321566794852907,0,0,0,0,0,0,0,0,0,0,0.078959156598782,0,0,0.0353543574920599,0,0,-0.103778227171224,0,0.0489827579272244,-0.00224208686083022,-0.056684778825727,-0.00617891350034518,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.104478269938786,0,0.080189096516123,0,0,0,0,0,0.205677433383823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558313203193398,0,0,0,0,0,0,0,0,0,0,0,0.516495811962373,0,0,0,0.019109214522864,0,0.0284601393927294,0,0,0.0622213007834969,0,-0.0962419628704806,0,-0.0806454062049662,0,0,0,0,0,0
