,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X600157.SH,X600299.SH,X600623.SH,X600547.SH,X600660.SH,X000709.SZ,X002466.SZ,X601158.SH,X600489.SH,X000792.SZ,X000629.SZ,X600583.SH,X000898.SZ,X600309.SH,X000539.SZ,X600352.SH,X000883.SZ,X000060.SZ,X002075.SZ,X000027.SZ,X000959.SZ,X000983.SZ,X000630.SZ,X601699.SH,X600021.SH,X300072.SZ,X002470.SZ,X600578.SH,X600022.SH,X600098.SH,X000012.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.111584057643378,0,0,0,0,0,0,0,0.0215447453688421,0,0.221435473492832,0,0,0,0,0,0,0,0,0,0.0271807814824734,0.0541663190992421,0.0675118791893474,0.0265825093415855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426835424697487,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0770799178824307,0,0,0,0,0,0.0732334319519747,0,0.00984069745055854,0,0,0,0,0,0,0,0,0,0,0,0,0.0161379625457171,0.159536146311121,0,0,0,0,0,0.0124829050483002,0,0,0,0,0,0.0578615656991559,0,0,0,0,0,0.0694656574463549,0,0,0,0,0.018410086363614,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.313386065890786,0,0,0,0,0,0.0774252650804398,0,0,0,0.19499816495488,0,0.053580029539515,0,0,0,0,0,0,0,0.0375739383345827,0,0.0969936788497826,0,0,0,0,0.0497365731481952,0,0,0,0,0,0.0489608054444065,0.0164889856330915,0,0,0,0,0,0,0,0,0,-0.0264308891524981,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00080247791287786,0,0.131076235032164,0,0,0,0.0651830045363637,0,0,0,0,0,0.0170404837068739,0,0,0,0.137021028130993,0.011935332104647,0,0,0.0134057841430629,8.67361737988404e-19,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0370551641106759,0,0,0,0,0,0,0,0,0.00105268006605976,0.144834202223158,0.0598883666760943,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155723171955719,0,0,0,0,0,0.135987262122609,-6.93889390390723e-18,0,0,0,0.15734509067185,0,0.000781353105192621,0,0,0,0,0.194495023570026,0,0,0.0526930260674014,0,0.000274165588411267,0,0.103126669131034,0,0,0,0,0.0579396808960107,0,0,0,-0.0408646211100592,-0.00305010735925994,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.163143060663897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248432210918682,0,0,0,0,0.0778445877330939,0.0493922596554418,0,0.184708507260506,0.133822937676825,0,0,0,0,0,0,0.093112456881288,0,0.137259670821454,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0304556540045521,0,0,0,0,0,0,0.073898028767829,0,0,0,0,0,0,0,0.00908888719743392,0,0,0,0,0,0,0.0621748168139037,0,0,0.0624600451001022,0,0,0,0,0.0515461480681481,0,0,0,0,0,0,0,0.240041343913289,0,0.0644861028856879,0.0860753715540902,0,-0.011649456175316,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.113508232339157,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0413175978821815,0,0,0,0.0435187771259152,0,0,0,0,0,0,0,0,0,0,0,0.283684541426888,0,0,0.0819805507538774,0.0215316426459185,0,0,0.0801774089662895,0,0,0,0,0,0.0701675092369589,0,0,0,0.017414048381341,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0506660964440262,0,0,0,0,0,0.0292382992351178,0,0,0,0.0326813987334391,0,0.234065858732432,0,0,0,0,0,0,0,0.0340682505686133,0.119016870462642,0,0.112406388878335,0,0,0,0,0.0066005946857864,0,0,0,0,0,0,0,0,0,0,0.0846154999375138,0,0.137729897507951,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798835180689746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237344508856587,0,0,0,0,0,0.070658112153454,0,0.17736876471668,0,0,0,0,0,0,0.200241551677824,0,0,0,0.23175104753681,0,0,0.00238283159885115,0,-0.0642801972107776,-0.0107583756517207,0,0,0,0,0,0
