,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600489.SH,X600010.SH,X600111.SH,X600027.SH,X002460.SZ,X600160.SH,X601699.SH,X000301.SZ,X002466.SZ,X600426.SH,X000983.SZ,X000786.SZ,X601991.SH,X600803.SH,X000877.SZ,X000630.SZ,X000933.SZ,X600985.SH,X600176.SH,X000807.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X002271.SZ,X600096.SH,X000883.SZ,X600348.SH,X000027.SZ,X600995.SH,X002353.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.654536067732081,0,0,0,0,0,0,-0.0635088000871912,0.161937801080904,0,0,-0.147331577073812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841457227278526,0.130558662994343,0,0,0,0,0,0,0,0,0,0,0,0.0181219790766396,0,0.0168515108176125,0,1.35525271560688e-20,0.0589332502277808,0,0,0,0,0
X601088.SH,0.164092180929894,0,0,0,0.160292061735328,0.0828306209763894,0,0,0,0,0,0,0,0,0.0316757255202818,0,0,0,0,0,0,0,0,0.0161818303135464,0,0,0,0.166663719825727,0,0,0,0,0,0,0.0399219835057469,-0.019962155941648,0,0,0,0,0,0,-0.0244133385355263,0,0,0,0,0,0,0,0,0,-0.0241367460772613,0,0,0,0,0,0
X600028.SH,0.368762265965074,0,0,0,0.0198866414966786,0,0.0751445336625918,0,0,0.0208791020816546,0,0,0,0,0,0,0.00407875163712154,0.062327056485842,-0.0169846091866457,0,0,-0.126809118151311,0,0,0,0,0,0,-0.0508702454725986,0,0,0,0,0,0,0,0,0,0.0606115146773544,0,0,0,-0.0296063723430697,0,0,0,0.0911243773599123,0.0006987803494517,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0286549993266406,0,0,0,0,0,0,0,0.0147358400315318,-0.0650836514393168,0,0,0.0579327756845247,0,0,0,0,0,0,0,0,0.00354130621947877,0,0,0,0,0,0,0.303539888287976,0,0,0,0,0,-0.336772843258291,0,0,0.0933719467862816,0,0,0,0.123822733353036,0,0,0,-0.00378329749734026,-8.67361737988404e-19,0,0,0,0,0
X600188.SH,0.0193000699330431,0,0,0,0,0.297241416862301,0,0,0.0730986659543619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336761209930069,0,-0.0592781901949473,0,0,-0.0739540397820477,0,0,0,0,0.029772209821054,0,-0.0198706623620553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157905590072569,0,0,0,0,0,0
X601898.SH,0,0.253181440243461,0,0,0.13452163212831,0,0,0.238367849173857,0,0,0,0.15282359998852,0,0,0,0.00503850770400709,0,0,0,0,0.0908436753205474,-6.93889390390723e-18,-0.0288520681953078,0,0,-0.00519883566138975,0,0,0,0,0,0,0,0,0.47997252857556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167916011591359,-0.0997448651210729,0,0,0,0,0,0
X600019.SH,0,0,0,0.132429180972283,0,0,0,0,0.15549995758047,0.0227386864718993,0.0443080737378815,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0536129432331299,0,0,0.131020672424805,0,0,0,0,0,0,0.000225423953556241,0,0,0,0.000973629120416237,0,0,0,0.0373519075712866,0,0,-0.0326532038138832,0,0,0,0,0,0,-0.101186662964556,0.113288680698798,0,0,0.0481935003725724,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463123911999664,0,0,-0.0184397574613343,0,0,0.165931085385352,0,0,0,0,0,0,0,-0.0416765255160456,0.122720881132121,0,0,0,0,0,0,0.0237252284861732,0,0,0,0,0,-0.0118229102229496,0,0,0,0,0,0,0,0,-0.0504147211545645,0.05153072058586,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.24614640819163,0,0,0,0,0,0,0,0,0,0,0.0494131248814691,0.13133230819495,0.649222902587961,0,0,0,0,0,0,-0.122022959648281,0,0,0,0,0,0,0,0,0.0697501833582309,0,-0.0276943948162532,0,0,0,0.0667189557031263,0,0,0,0,0,0,0,0,0,0,0,0.028581361152806,0,-0.12499637744288,0,0,0,0,0
X600660.SH,0.0237135923680347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00077051048199225,0,0,0.015996880745687,0,0,0,0.139555178894983,0,0,0,0,0,0,0,0,0,0,0.0249698064478494,0,0.0170235574228688,0,-0.0486293866337232,-0.0540523760631228,0,0,0,0,0.213426225118053,-0.030608563078488,0,0,0.0182773436273671,0.0172365258646397,0,0,0,0,0,0
