,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X000301.SZ,X600010.SH,X002271.SZ,X600660.SH,X000708.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600219.SH,X600011.SH,X600176.SH,X600886.SH,X000825.SZ,X000408.SZ,X000786.SZ,X000932.SZ,X600803.SH,X002409.SZ,X000959.SZ,X000898.SZ,X300037.SZ,X600399.SH,X601991.SH,X600795.SH,X000807.SZ,X002080.SZ,X600549.SH,X002192.SZ,X000027.SZ,X600352.SH,X600489.SH,X600486.SH,X000630.SZ,X000830.SZ,X600808.SH,X002407.SZ,X002497.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.184610136009711,0,0,-5.42101086242752e-20,0,0,-0.0289967638780248,0.048605917400301,-0.0197364080980634,0,-0.0254231452767682,0,0,0.0561284143166014,0,0.041690617254535,0,0,0,0,0,0,0,0.00162177148317973,0,0,0,0,0,0.0939757452645124,0,0,-0.0215118943607474,0,0,4.33680868994202e-19,0,0,0,0.082296869366131,0,0,0,0,0,0.0057188473791603,0,0,0.066043469744303,0,0,-0.0104041409710958,0,0,0,0,0,0
X600028.SH,0.052108923167958,0,0,0,-0.0228799802841728,0,0,0,0,0.0430633205810528,0,0,0,0.0466258192909459,0,0.00883143180540153,0.00448478490596668,0,0,0.0206560713873992,0,0,0,0,0,0,0,0,0,0,0.0357407638974721,0,0,-0.0393305990149477,0,0,0,0,0,0,0,0,0,0,0,0.080028813573609,0,0,0,0.0396963568572538,0,-0.00593113217339155,0.0550506262621885,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.21333934761917,-0.0361450927068768,0,0,0.0359283540676347,0,0,-1.73472347597681e-18,0,0,0,0,0.293295530105506,0,0,0,0,0,0,0,0,0.0489250644981515,0.101540005595546,0,0,0,0,0,0,0.0282882378030359,0.0493173349658478,0,0,0,0,0,0.0111530895324107,0,0,0,0,0,0,0,-0.00589336987315786,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0117172052472944,0.0525795590736955,0.0681241593619578,0,0,0,0,0,0,0,0.0345057660416048,0,0.231472879779352,0,0,0,0,0,0.0205529152062885,0,4.33680868994202e-19,0,0.0413533785020073,0,0,0,0,0,-0.0666159674730223,0,0,0,0,0,0,0,0,0,0,0,0,0.0510895436761665,0,0,0,0,0,0.0417115612145486,0,0,0,0,0,0,0
X002460.SZ,0,0,0.213994174873058,0,0,0,0,0,0.185046292994165,0.0696991881455334,0,0.21091314485522,0,0,0,0,-0.022728604175298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629932505183047,0,0,0,0,0,0,0.381627037418205,0,0,0,0,0,0.0389276497708156,0,0.0982646353351581,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0175934453971459,0,0,0,-0.0701145286049238,0.116515919972863,0,0,0,0,0,0,0,0,0,0,0,0,0.0376080923984135,0,0,0,0.0983045461115391,0,0,-0.0849130000782502,0.0101482744838694,0,0,-1.73472347597681e-18,0,0,0.00053627481835552,0,0,0,0,0,0,0,0,0,0,0,0,0.0188976108084561,0,0.0592560721968255,0.0583178595774423,0,0,0,0,0,0
X600019.SH,0,0,0.0789665650086563,0,0,0,0,0,-0.00223992813958152,-0.07375673166033,0.0195714349965019,0,0,0,0,0,0,0,0,0,0,0,0.0471713861809026,0,0,-0.0169225010333292,0,0,0,-0.0935919510714719,0.130072006167909,0.366083561693004,-0.0777176134493739,0,0,0,0,0.0189145808178378,0.0841278347516726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04410045801682,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.241096085106376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810447591089517,0,0,0,0,0,0,0,0.269371533812178,0,0,0,0,0,0.301104775904666,0.109566317942705,0,0,0,0,0,0,0,0,0.0166172745028745,0.0428704404868861,0,-0.00364437849456471,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.192833405616961,0,0,0,0,0,0,0.195213960994987,0,-0.27805730130415,0.214433289065955,0,-0.00792832403405399,0,0,0,0,0,0.162669056806327,0,0,0,0,0,0,0,0,0,0,0,0,0.037239073106692,0.410594703337341,-0.029329577572138,0,0,0,0,0,0,0,0,-0.0981622054337684,0,-0.344551264865029,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.1353779427467,0,0.18955771782862,0,0,0,0,-0.072342901740162,0,0,0,0,0,0,0,0,0.0486460044517784,0,0,0,0,0.101714025214934,0,0,0.119150067877181,6.93889390390723e-18,0,0,0,0.349516972091627,0,0,0,0,0,-0.0190643666462137,0,0.354468620484582,0,-0.287181292018694,0,0,0,0.143062655364735,0.113102487915423,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.247678612987649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199458175871036,0.120135802445101,0,0,0,0.0425982687144884,0.236693053493638,0,0,0,0,0,0,0.122042621436082,0,0,0,0,0,0,0,0,0,0,0.0678059265401378,0,0.0710046869977272,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.141550663549355,0,0,0,0,0.0491925735778858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924997921686982,0.0216176354096175,0.0424524281831829,0,0,0,0.0338880548134426,0,0,0.0289728261635388,0,0,0.00954196510158995,0,0,0,0,0,0,0.155767431243243,0,0,0,0,0,0,0,0.181104197799663,-0.0984614650873539,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0934221197528338,0,0.0171136245244654,0,0,0,0,0,-0.00688093346605995,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0375710211430167,0.0111031896153414,0.0696987687796969,0,0,0,0,0.236185324171273,-0.0501117443831881,0,0,0,0.0214419417949451,0,0,0,0,0,0,-0.0265973366270926,0,0,0.157404338160089,0,0,0,0,0,0,0,0,0,0,0
