,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X000709.SZ,X600352.SH,X002466.SZ,X600111.SH,X600299.SH,X600489.SH,X000629.SZ,X600808.SH,X002460.SZ,X601158.SH,X000786.SZ,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002271.SZ,X002110.SZ,X600583.SH,X002470.SZ,X600612.SH,X600021.SH,X000932.SZ,X000408.SZ,X601699.SH,X000539.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.334596713383236,0,0,0,0,0,0,0,0.0311303543607966,-0.0818540741801829,0,0.0634478090945671,0,0.0617138490723863,0,0,0.0398894893689188,0,0,0,0,0,0,0,0,0.0921697922207553,0,0,0,0,0,0,0,0,-0.0351525935652826,0,-0.0354647017794747,0,-0.0347195711536952,0,0.0971420755161447,0,0.0487774889188643,0,0,0,0.0305443816180866,0,0,0,-0.00986313200946597,0.00754126209512221,0,0,0,-0.00752748347184762,0,0
X600028.SH,0.0890026453095411,0,0,0,0,0,0,0,0,0,0.4081604722538,0,0,0,0,0,0,0,0,-0.0859053296218234,0,0,0,0,0,0,0,-0.168307922641552,0,0,0,0,0,0,0,0,0,0,0,0.391601392925163,0,0.209095118257014,0.0613497550912518,0,0,0,-0.0544899620955233,0,0,0,0.0589975143979378,0,0.082213973761503,0,0,0,0,-0.0203037567625599,0
X601088.SH,0,0,0,0,0.0728815882200542,-0.00250624121665512,0.0421281897914321,0,0,0,0,0,0,0.272402236386472,0,0,0,0,-0.196697993198125,0,0,0.186057382137576,0,0,0,0,-0.153923236859103,0,0,0,0,0,0,0.093574697696582,0,0,0,0,0,0,0,0.0356480322135471,0,-0.0973219164724325,0,0,0,0,0,0,0,0,0.0273599819111946,-0.0977138959741387,0,0,0.0511668454172172,0,0
X600585.SH,0,0,0.0413602511936551,0,0,0.00854334347841175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139510880024771,0,0.0439235401755758,0.194859988555906,-0.119175665558845,0,0,0,0,0.475477287437834,0,0,0,0,0,0.0378105882134854,0,0,0,0,0.1077971213448,0.0570283094014713,0,-0.320060975455591,0,-0.000500986277218498,0,0.00291042999673372,0,0,0,0.0671261940091691,0,0
X600019.SH,0,0,0.0660416960296942,0,0,-0.059962417797869,0.0435271412122499,-0.0477917386684666,0,0,0,0,0,0,0,0,0,0,0,0.275637121771564,0,0.0812863464535362,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.203277436199784,0.0190795586784952,0,0.0440975835218954,0.0356164646528288,0.0223132079478589,0,0,0,0,0,0,0.0215061970085466,0,0,0,0.00537302388156626,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523748068904249,0,0,0.589096225304896,0,0,0,-0.104339487311213,0,0,0,0,0,0,0.0511261836617836,0,0,0,0,0,0,0,0,0,0.0334114911491098,0,0,0.0683678160335134,0,-0.0535896692301768,-0.15408079184476,0,0,-0.00902266887238087,0,0,0.00517540398629374,0.00542597006453936,0.0295084728169009,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5617855372951,0,0,0,0.0985790620289136,0,0,0.132288143116514,0,0.0594282589312838,0.0244788232315379,0,0.0796790272359406,0,0,0,0,0,0.119609894904775,0,0,0,0.0555825155532478,0,0,0,-0.00721196388134292,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121538253137811,0,0,0,0,0,0,0.102616579990048,0.0288388014516323,0,0.774810884146271,0.131837783619882,0,0,0,0,0,0,0,0,0,0,0,0,-0.018932481784511,0.172762349623437,0,0,0.019457064595404,0,0.0857919930279412,0,0,0.0130278142890613,-0.0141408844765462,0,0,0,0.0281818185260896,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958852587152962,0,0,-0.000791966593864,0.103751002244029,0,0,-0.213165481489235,0.216684909989841,0,0,0,0,0,0,0,0.0158393488659861,0.0733937099908014,0,0,0,0.163587248762181,0.0905135314826553,0,0,0,0,0,0,0,0,0,0,-0.00236435047470545,0.0259238235666591,0,-0.0189494812507262,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111040752289195,0,0,0,0,0,0,0.133175309554233,0,0,0,0,0.0951474218684951,0,0,0.00775248622332888,0,0,0,0,0,0,0,0,0,0.0211582098405445,0,0,0,0,0,0,0,0,0,0.085544856263125,0,-0.00796008252740946,0.0296489468002093,0,0,0,0.0456291290257095,0,0
