,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600801.SH,X600027.SH,X000723.SZ,X600489.SH,X601992.SH,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X000786.SZ,X002460.SZ,X002466.SZ,X000709.SZ,X000629.SZ,X600299.SH,X600612.SH,X000883.SZ,X601158.SH,X600426.SH,X600219.SH,X002353.SZ,X601699.SH,X000630.SZ,X600583.SH,X600021.SH,X000553.SZ,X600985.SH,X000027.SZ,X600578.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0215727241330924,0,0,0,0,0,0.180829360225504,0,0.0530387497295333,8.67361737988404e-19,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0470694816884759,0,0.031514802488996,0.0483782631147014,0,0,0,0,0,0.0166442655241094,0,0,0,0,0,0,0,-0.0119661465241866,0,0,-0.00412469578956697,0.0209576452778572,0,0,0,0,0,0
X600028.SH,0,0,0.108305361129027,0,0,0,0,-0.0113739820975379,0,0,0,0,0,0,0,0,0,0.180581752846763,0.00176885072140596,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.0212887494870866,0,0,0.0994973271888281,0.0121495447990257,0,0,0.0217619018830758,0,0.114741035406876,0,0,0,0,0.0196407863098145,0,0,0,0,0,-0.0184079154783118,0.00125692484241843,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728438182664301,0,0,0.151260606329535,0.0663456577463916,0,0,0,0.00904227399695078,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.14167564761667,0.0668853168303681,0,0,0,0,0,-0.0944671936665434,0,0,0,0,0.0766158049598636,0,0,0,0,0,-0.0103065561369671,0.0464483675973527,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00378597467095001,0,0.0181146957447591,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.391701278500012,0,0.0362918208576799,0,0,0.342468541201571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192419359934257,0,0,0,0,-0.00143025181005552,0,0,0,0,0.0281666158579824,0,0
X600309.SH,0,0,0,0,0,0.278230531131832,0,0,0.0545297664017114,0,0,0,0,0,0,0,0,0,0.255070501306301,0.0438152131814101,0.0375673510426922,0,-8.67361737988404e-19,0.0445490283750079,0,0,0,0,0,0,0,0,0,-0.0265523250188832,0,0,0,0,0,0,-0.0378887203919453,0,0,0,0,0.159780341450373,0,0,0,0,0,-0.0127264869650988,0.0321655663873564,0,0,0,0.153792278667536,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0494999546241785,0.0625790088151331,0,0,0,0,0,0,0,0,0.10093518500552,0,0,0,0,0,0,0.118906614439523,0,0,0,0,0.0422153938103764,0,0,0,0,0,0,0,0,0,-0.0458638994759719,0,0,0,0,0,0,0,0,0,0,0,0.0187554640180884,0,0,0,0.0259432417696537,0,0
X600547.SH,0,0,0,0,0,0,0,0.331347302044255,0.0235592967042988,0,0,0,0,0,0,0,0,0,0,0,-0.300094250357738,0,0.0438198318623979,0.817667370001224,0,0,0,0,0,0,0,-0.129068571540395,0,0,0,0,0,0,0,0,0,0,0,0,-0.191429194685016,0,0,0,0,0,0,-0.0262949571200222,0,0,0,0,-0.11543031348255,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.127461459633196,0,0.0680006984838576,0,0,0,0,0,0,0.00792952491008841,0,0,0.121631458452349,0.334174326824911,0,-0.00755964253278606,0,-0.200861239800764,0,0,0,0,0,0,0,0,0.125463697146332,0,0,0,0,0.00366959816907601,0,0,0,0,0,-0.139907403673726,0,0,0,0,0,-0.0230114500682747,-0.021839342376549,0,0,0,0.111166157455685,0,0
X600010.SH,0,0,0,0,0,0,0,0.0302267959739961,0,0.0803341453959322,0,0,0,0,0.311320477209315,0,0,0,0,0.08613561063219,0,0,0.0899201272069161,0,0,0,0,0,0,0,0.0589649187571623,0,0,0,0.166945731092729,0,0,0,0,0,0,0,0,0,0,0,0.201908754127118,0,0,0,0,0,-0.0472312664166902,0,0,0,0.0705744182493443,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.265606852332025,0,0,0,0,0,0.178988807176446,0,0,0,0.0266495124448769,0,0.036564670641292,0,0,-0.0430837326997277,0,0,0,0,0,0,0.0616878704266547,0,0,0,0.115384840238107,0,0,0,0.197832887280468,0,0.00646251433264777,0,0,0,0,0,0,0,0,0,0,0,-0.0244189824141576,0,0,0,0.0972313397942248,0,0
