,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600660.SH,X002271.SZ,X600111.SH,X000301.SZ,X601898.SH,X002466.SZ,X000708.SZ,X601600.SH,X600010.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600886.SH,X600176.SH,X000786.SZ,X600011.SH,X600219.SH,X000408.SZ,X000825.SZ,X600803.SH,X000932.SZ,X300037.SZ,X601991.SH,X002080.SZ,X600795.SH,X000898.SZ,X000807.SZ,X000027.SZ,X600352.SH,X000830.SZ,X600489.SH,X002409.SZ,X000959.SZ,X600688.SH,X601699.SH,X600549.SH,X600399.SH,X002353.SZ,X600486.SH,X000012.SZ,X601168.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.026568556248329,-0.0312678256914011,0.0653991645206615,0.0541279581504087,0,0,0,0,0,0,0,0,0.0492914915857375,0,0,0,0,0.0874451413594904,0,-0.000953183304214913,0,0,0,0,0,0,0.0521702143541903,0,0,0,0,0,0.114445697418009,0.0640367504179123,0,-0.0235105663937449,0,0,0,0,0,0,0.00797443109008329,0,0,0,0,0,0,0
X600028.SH,0.255279189124494,0,0,0,0,0,0.133457438300258,0,0,-0.02039416719744,0,0,-0.0385090450382492,0,0,0,0.023455761178813,0,0,0,0,0,0,0,0,0,0.00034370320730365,0,0.0240252554871427,0,0,0,0,0,0.0927110099181319,0,0,3.46944695195361e-18,0,0,0,0.0395153114014134,0,0,0,0,0,0,0,0,0,0.0398669021731145,0.031786707653167,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0102569646917147,0,0.100319732173383,0.189870490194088,0,-0.0254441529420558,0,0,0,0,0,0,0,0.354264104559644,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451458108495376,0,0.0541949272780053,0,0.090525374508889,0,0,0,0,0,0,0.0460196648180953,0,0.0435475201683908,0,0,-0.0103677167240467,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-2.53674305028832e-07,0,0,0.0506593098060117,0.0486250333134829,0,0.241839387409255,0,0,0,0,0,0,0,0,0.0315519685426903,0,0,0.0213606981184663,-0.0534974308472344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510079616346557,0.000160549728946829,0,0,0,0,0,0
X002460.SZ,-0.0317092787327599,0,0,0,0,0,0,0,0,0,0,0,0.461990284520036,0,0,0,0,0,0,0,0,0,0,0,0.22062768274738,0,-0.0458919245892983,0,0.00299436760996373,0.206633200858278,0,0,0,0,0.153768613940308,0.0373373249515186,0,0,0,0.0814850979490439,0,0,0,0.0907978576498956,0,0,-0.144103409191392,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.222984362692083,0,0.0518382011526232,-0.116141581502527,0.0635894728352113,0,-0.0501296204427234,0,0,0,0,0,0,0,0,0,0.16711562617291,0,0,0.0214978463226313,0,0,0,0.127637256098031,0,0,0,-0.0805830015409659,0,0,0,0,0.133624000280734,-0.105297411825716,0,0.0354818726911834,0,0,0,0,0,0.0215582708430613,0,0,0,0,0.072903327781621,0,0,0,0,0,0
X600019.SH,0,0.0834602310975767,0,0,0,0,0,0,0,0,-0.0457022871859325,0,0,0,0,0.0891835694885227,0,0,0,0,0,0,0,0,0,-0.0356797565879561,0.0293966895022577,0,-3.46944695195361e-18,-0.0550975975271057,0,0,0,0.4103764038161,0,0,0,0,0,-0.0997715614338152,0.0558772193277151,0,0,0.0414226646343985,0,0,0,0,0,0,0,0,0.021221194461348,0,0,0,-0.0361382587926596,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.187291545509413,0,0.150094145128155,0,0,0,0,0,0,0,0,0,0,0,0.0333787715014093,0,0,0.06116136040411,0.213236021291931,0,0,0,0,0,0,0,0,0,0,0,-0.000212089868315588,0.131990356595026,0,-0.00318325239354547,0,-0.107421596278265,0.0464306831704774,0,0,0,0,0.0303389837350903,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882588116327161,0,0,0,0,0,0,0,0,0,0.00909671252247846,0,0,0.0540343061906366,0,0,0,0,0,0.0747860831371218,0,0.120760898526098,-0.0758515740174866,0,0,0,0,-0.0209261018240206,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141989974449385,0,0.0647099015536583,0,0.0334335580358425,0,0,0,0,0,0,0.138984519632259,0,0,0.219230327770295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377164317166223,0,0.0329619456488055,0,0,0,0,0,-0.039086439014762,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0143638527502975,0,0,0,0,0,0,0.00314829006030869,0,0.161678351652217,0,0,0,0,0.0321297123735137,0,0,0,0,0.0180137729985913,0,0,0,0.145930800587231,0,0.484912565379357,0,0,0,0,0,0,0.162380685840526,0,0,0,-0.473562856437663,0,0,0.0729322992630861,0.0681999751324612,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.200333040056225,0,0,0,0,0,0.151370949116927,0,0.0503599003351815,0.651687444893773,0,0,0.146113142414825,0,0,-0.0213237940008524,0,0,-0.024447409204552,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11390874358852,0.0489569913591151,0,0.0414065664971205,0,0.22141361462973,0,0.28611698741719,0,-0.0747841427071706,0,0,0,0,0,0,0,0.0810934460479167,0,0
X002466.SZ,0,0,0,0,0.412204736538752,0,0.0770504706878435,0,0,0,0,0,0,-0.100514615692483,-2.77555756156289e-17,0,-0.353152962617104,0.333522332518065,0,0,0,0,0,0,0.310662086580731,0.0790680800164452,0.0565885840626066,0,0,0,0,0,0,0,0,-0.0449233806148054,0,0,0,0,0,0,-0.125144014828474,0,0.261873056874953,0.204386072016599,0.0899406513085745,0.179402661260066,0,0,0,-0.126376236786525,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.257003748915402,0,0,0,0.0395446455458415,0,0.0545037652331327,0,0,0,0,0,0,0.138415927797635,0,0,0.0781715702956168,0,0,0,0,0,0.0761943315445458,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0371802994694224,0,0,0,0,0,0,0.0681464692992163,0,-0.0655211490861923,-0.0979070403548499,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.105570749296309,0,0.0584108186582809,0.0715272407358819,0,0,0,0.194904099516056,0,0.0640311307547891,0,0,0,0,0,0,0.0406289578264972,0,0.02407641590837,-0.0258279863391331,0,0,0,0,0.562215055052986,0,0,0,0,0,0,0,0.0673728525174521,0,0.0360045595981158,0.0200194715856062,0,0,0,0,0,0.145365967613371,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.107672301032604,0,0,0.232975632420624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.146115443198342,0,0,0,0.232850092971962,0.0245790079287884,0.00133278132045502,0,0,0,0,0,0,0.0142494021944357,0,0,0,0.153897266152784,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,-0.206766433019907,0,0,0,0,0,0,0.349070213012804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203456586304269,-0.260938695298797,0,0,0,0,0,0,0,0,0,0,0,0,0.120526055592303,0,0.151032752603278,0.227832239871129,0,0.258818141241536,0.104257968628882,-0.157639526061276,0,0,0,0,0,0,-0.101288732017346,0,0
X600362.SH,0,0,0,0,0,0,0,0.0639963013298234,0,0,0.0251577175845831,-0.01919546566008,0.0134898851065771,0,0.136353760065761,0,0,0,0,0.0519784767335019,0,0,0,0,0.0202276599064741,0,0,0,0,0,0,0,0,0,0.207760843746586,0,0,0,0.107551460501199,0,0,0,0,0,0,0,0,0,0.348824056996977,0,0,-0.0237342324184322,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0712554511004152,0,0.0148890195659776,-0.200127691028664,0,0,-0.0126191426370752,0,0.172243583716806,0,0,0,0,-2.16840434497101e-19,0,0,-0.0119333531026802,0,0,0,8.67361737988404e-19,0,0,0.0428026766879573,0,0,0,0,0,0,0,0,0.185696104471564,5.42101086242752e-20,0,0,0,-0.0765928800427884,0,0.264645654946673,0.0111656285889501,0,0,0,0,0.00149985770758861,-0.0523788682846194,0,0,0,0,0,0
X600426.SH,0,0,0.14072986173095,0,0,0,0,0,0,0,0.0659331323315771,0.0442480668103433,0,0.0862215834245592,0,0,0,0,0,0,0,0.065835848738972,0,0,0,0.0354872016100662,0,0,0,0,0,0.0193913760476194,0,0.197274266319561,0,0,0,0,0,0,0,0,0,0.0527446212192838,0.0179977558252752,0,0,-0.0338421604573964,0,0,0,0,0.0485875903334007,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0255618580882821,0,0,0,0,0,0,0,0,0,0,0.146103155665824,0,0,0,0,0,0,0,-0.0726816963208072,0,0,0,0,-0.0205731044903285,0.0924949103701805,0,0,0.0576236634954634,4.33680868994202e-19,0,0,0.103170536846618,0,0.0198049081915054,0,0.0560069945760206,0,0,0,0,0.0380780726058494,0.0115704937375612,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0.00287199315167759,0,0.307938149287945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102506774184069,0.025289608384715,0,0.0674110883323257,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.13871966239821,0,0,0,0,0,0,0,-0.201059569210353,-0.0842803591153068,0,0,0,0,0,0
X000786.SZ,0,0,0.0250288290174347,0,0,0.0846879580874079,0.305401988471448,0,0,0,0,-0.0426667610243847,-0.0642393804357599,0,0,0,0,0,0,0,0,0,0,0,0,-0.128712902610569,-0.021135391813808,0.321844949930491,0,0.115242090010177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715908812283289,0,0,0,0,0,-0.0844610462165265,0,0,0.00365934000653077,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0199899875506692,0,0,0,0,0.00731847482436775,0.0134637493465417,0,0,0,0,0,0,0,0,0.00593180201257829,0,0,0.0164589514620171,0,0,0,0,0,0,0,0,0.0385003325353661,0.00945651722226679,0.0768867443836455,0,0,0,0,0,0,0,-0.0236260267052691,0,0,0.0423421395464477,-0.0189886600566451,0,0,0,0.0152974943986887,0.0271747394801934,0,0,0,0,0,0
