,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600688.SH,X600352.SH,X601991.SH,X000786.SZ,X600027.SH,X600111.SH,X600795.SH,X601992.SH,X600176.SH,X002075.SZ,X600299.SH,X600126.SH,X600426.SH,X600529.SH,X600486.SH,X000723.SZ,X600315.SH,X002466.SZ,X601158.SH,X000401.SZ,X002353.SZ,X600219.SH,X600612.SH,X600516.SH,X000932.SZ,X000898.SZ,X002409.SZ,X000883.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.119642726967883,0,0,0,0,0,0,0.0391762903325989,0,0,0,0,0.00986510380211987,0,0,0,0,0.0390551928548645,0,0.0617013976720576,0,0,0.0932979558088588,0,0,0,0,0.0642533282723681,0.0384392663589875,0,0,0,0,0,0,0,0,0,0,0,0,-0.00800375551507737,0,0,0,0.0167454511223192,0,0,0,0,0.00222317108164649,-0.0205544012043801,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0282869547923411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974487532516116,-0.0210407061143085,0.127099127086464,0,0,0,0,0,0,0,0,0,0.0215798509692221,0,0,0.0997230505056888,0,0,0,0,0.0305855815960968,0,0,0.0075616879069761,-0.00843675323028571,0,0,0,0,0,0
X601088.SH,0,0,0,0.313923159251178,0,0,0,0,0.172320501589378,0,-0.131593149000336,0,0,0,0,0,0,0,0,0.369354236670305,0,0,0,0,0,-0.00694434305392377,0,0,0,-0.123302200264643,0,-0.0245455643233971,0,2.16840434497101e-19,0,0,0,0.0678132258934927,0,0,0,0,0,0,0,0,-0.057673094512324,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.182169401775722,0,0,0,0,0,0.0660822648900162,0.394213226971639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366417456102952,0,0,0,0.103585116654745,0,0,-0.039129680764021,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294436618219432,-0.0058057630780159,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0104943115452389,0,0,0,0.00164649674623081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410163334234227,0.270608435403773,0.00579829351863969,0,0.0327085305850652,0,0.138617263222028,0,0,0.0280247050945305,0,0.163940247123195,0,0,0,0,0,0,0,0,0.012099349081082,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.00958013276397135,0,0,0,0,0,0,0,0,0.62731463894291,0,0.0471627172299253,0,0,0,0,0,0,0,0,0,0,0.0284474689169671,0,0,0,0,0,0.0176511867263259,0,0,-0.0507229529235613,0,0.346006700380477,0,0,0,-0.0053541715118374,0,0.206143635115184,0,0,0.0161493458963272,0.0526716141095109,0,0,0,0,0,0
X600019.SH,0,0,0.0019532719251599,3.46944695195361e-18,0.18253305888141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894198288946496,0,0,0.136753388660761,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0165115047392378,0,0,0,0,0,0,0,0,0,0,0,0,0.0130010016546985,0.0146412713127096,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0437421395603716,0,0,0,0,0.198814416812819,0,0,0,0,0,0,0,0,0,0.0917020358546744,0,0,0.124391590126132,-0.0730158202137044,0,0,0,0,0.0534904017572801,0,0.0864151305558663,0,0,0,0,0,0,0,0,0.197172314437836,0,0,0,0,0,0,0,0,0,-0.061769729785076,-0.00337813200546738,-0.0354612237592738,0,0,0,0,0,0
X600011.SH,0,0,0.356896666531795,0,0,0,0,0,0,0,0,0,0,0.125922429072409,0,0,0,0,0,0,0,0,0,-0.00219109402785763,0.180400330416724,0,0,0,0,0,0.111165550962692,-0.0110582093233401,0.072914732047459,0,0,0.0174992919431758,0.112339851824821,-0.141652556914598,0,0,-0.00576495611025395,0,0,0,0,0,0,0,0.0478582681978599,0,0,0,0.00832720749968591,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0369431225053979,0,0,0,0,0,0.0889003010017223,0,0,0.214026258599667,0,0,0,0,0,0,-0.109132251464996,0,0,0.105077981395545,0,0,0,0,0,0.132426815608902,0,0,0,0.0735573446351064,0,0,0.201025684148833,0.183846617991866,0,0,0.037781971640778,0,0,0,0,0,0.120804898870332,0,0,0,0,0,-0.0161355753064357,0,0,0,0,0,0
