,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X600660.SH,X600010.SH,X600547.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600886.SH,X601600.SH,X600795.SH,X000877.SZ,X600426.SH,X600027.SH,X600362.SH,X600176.SH,X601991.SH,X601699.SH,X600803.SH,X600995.SH,X000983.SZ,X600160.SH,X000786.SZ,X000408.SZ,X000629.SZ,X600489.SH,X000723.SZ,X600219.SH,X000807.SZ,X600096.SH,X002080.SZ,X600378.SH,X600348.SH,X000831.SZ,X000933.SZ,X600157.SH,X600688.SH,X300037.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0860945821100087,0.290301161660923,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575610555088691,0,0,0,0,0,-0.0556109310094915,0,0,0.131645357961125,-0.0114676220311898,0,0,0.123840185068579,0,0.0215495575016612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00653327303809866,0.0160996901783854,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.443435664859913,0,0,0,0,0,0.0236539652950116,0,0,0,0,0,-0.04610979510225,0,0,0,0,0.028965797019412,0,0,0,0,0.0301455975911454,-8.67361737988404e-19,0,0.0991684176161981,0,0,0.0422972014344421,0.030069520784783,0.0457945516338036,0,0,0,0,0,0,0,-0.042155469837832,0,0,0,0,0.0594624469266485,0,0,0,0.00667884675759528,0.0197068204488631,0,0,0,0,0,0
X600028.SH,0.239518085195971,0,0,0,0.0517150807795782,0,0,0,0,0,0,0,0,0,0,0,0.0152499446298685,0,0.0233502287293505,0,0,0,0,0,3.46944695195361e-18,0,0,0.139994206211928,0,0,0,0.127317054028647,0,0,0,0,0,0,0,0,-0.0120740891349917,0,0,0,0,0,0,0,0,0.0241625357299581,0,0.000264955604631727,0.00202014961946221,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192814269104947,0,0,0,0,0,0,0.282844453039876,0,0,0,0,0,0,0,-0.0992666690119274,-0.276710868445117,0.236715770971713,0,-0.0693969598675634,0.140724890220368,0,0,0.0880719029847684,0,0,0,0,0.0399084172411616,0,0,0,0,0,0,0.00844668345086974,-0.0437671529217754,0,0,0,0,0,0
X600188.SH,0,0.510642133758912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269498008125736,0,-0.0977160574396808,0,0,0.0644823174592799,0,0,-0.0241024472939515,0,0,0,0,0.136913466025087,0,0.123751148777979,0,0,-0.00665034827034649,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.246537900047527,0,0,0,0,0,0.00479457437115455,0.058015258557978,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554090189328183,0,0,0.222603950293795,0,0,0,0,0.173214924374839,0,0,0,0,0.105564403881831,0,0,0,0,0,0.27909986043432,0,0,0,0,0,0,-0.0125944697986349,0.0824728042758322,0,0,-0.00792960821695458,0.124504994661377,0,0,-1.73472347597681e-18,0,0,0.00205512055702486,-0.00541107016506515,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.570785256413067,0.0942388147520971,0,0,0,0,0,0,0,0,0,0,0,0,0.0235344939857819,0,0,0,0,0,0,0,-0.0222030958303457,0,0,0.0137622948671963,0,0,0,0,0,0,0,0.11538033141662,0,0,0,0,0,0,0,0.0674614121693214,0,0,0.0163234584745727,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.643485091512695,0,0,-0.121361271627399,0,0,0,0,0,0,0,0,0.0653056547677963,0,0,0,0,0,0,0,0,0,0,0,0,0.0427318288503955,0,0,0,0,0,0,0,0.124474382688982,0.0992686012137415,0,0,0.185542072944839,0,0,0,0,0,0,-0.0192338499383137,-0.0353937230688165,-0.0322324402474246,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.447395910685356,0.0471680204605557,0,0,0,0,0.0472862104431101,0,0,0,0,0,0,0,0,0,0,0.0791043212117176,0,0,0.0369314231828806,0,0,0,0,0,0,0.0626553598238397,0,0,0,0,0,0,0,0,0,0,0.109250380223551,0,0,0,0.115464854362877,0,0.0691700583115103,-0.0164332630572081,0.00139040444497871,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.191786199468685,0.19554065620076,0,-0.031569479990223,0,0,0.0123354593473391,0.020929774621615,0,0,0,0,0,0,-8.67361737988404e-19,0,5.42101086242752e-20,0,0,0,0.0919640157155279,0,0,0,0,0,-0.0180963964766803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.088158089133024,0.175308636680294,0,0,0,0,0,0,0,0,0
