,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X002466.SZ,X600362.SH,X600188.SH,X600547.SH,X601991.SH,X600660.SH,X300072.SZ,X600886.SH,X600516.SH,X000709.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X600549.SH,X000553.SZ,X002092.SZ,X601158.SH,X600008.SH,X000983.SZ,X000630.SZ,X000883.SZ,X000786.SZ,X000792.SZ,X601699.SH,X000807.SZ,X000723.SZ,X600299.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0321152043225574,0,2.16840434497101e-19,0,-0.00311587758282185,0.00852224181482577,0,0,0,0,0,0,0.00327871212058093,0,-0.0155356127625082,0,0,0,0,0,-0.00871680719012108,0,0,0,0,0,0,-0.0183438918885077,-0.0314859076171674,0,0,0.0338411264484018,0,0,0,0,0,0.0546735717409678,-0.127819447320002,0,0,0,-0.009206845520963,-0.00444318630042765,0.0348784915348451,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.123075876997572,0,0,0.0416043511366756,0,-0.014563286669744,0,0,0,0,0,0,-0.0469577159718718,0,0,0,0,-0.0154936907920186,0,0.00196860956937912,0,0,-0.290718366047047,-0.0532325561908811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556468741020384,0,0,-0.0722119772824456,0,0,0.00255172201410245,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0269957832201256,0,0.00906713056609479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265721076871199,0,0,0,0.0123481303026119,0,0,0,0.0482417625435717,0,0,0,0,0,0,0,0,0,-0.00495211903663362,0,0,0,0,0,0,0,0,0,0,0,8.02346116526033e-05,-0.00258600624040723,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.206840503377631,0,0,0,0,0,0.088010965010954,0,0,0,0.0287846578491214,0,0,-0.0110684050492405,0,0,0.210399043506878,0,0,0.0193137388458917,0,0,0.262375857921143,0,0,0.0565577466097937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145791499315422,0.0443224055191487,0,0,0,0.030316914182137,0,0
X600010.SH,0,0,0,0.0669747188550986,0,0,0,0,0,0,0,0,0,0.104159961372398,0,0,0,0,0,0,0,0,-0.0189433317503968,0.158331568497149,0,0.14755274576815,0,0,0,0,0,0,0,0,0.144585315896937,0,0.146646811821198,0,0,0,0,0,-0.0297654273553348,0,0.0303183650261062,0.0480671781019098,0,0,0,0,-0.00840614354946779,0.018765818400054,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0724556746480724,0.118247893883217,0,0,0,0,0,0,0,0.0901012576548773,0,0,0.269980079015009,0,0,-0.058672099987818,0,0,0,0,0,0,0,0,-0.00877120385609894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581227054075937,0,0,0.230234205182134,0,-0.00213650388218363,-0.0138145912304027,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0921121963387237,0,0,0,0,0,0,0,0,0,0.132420532857389,0,1.73472347597681e-18,0,-0.048459555267661,0,0.0677027575842581,0,0,0,0.0263870048073992,-0.0991272533583497,0,0,0,0,0,0.0632035673443777,0.043929611421658,0,-0.00687738970902077,0,0,0,0,0,0,0,0,0,0,0,0.0229057475744987,-0.00199766554343394,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881440355854964,0,0,0,0,-0.000586371563648341,0.087674084971779,0,0,0,0,0,0.236458169656359,0.273711597994693,0,0.172681416058931,0,0,0,0,0.0485892796467857,0,0,0,0,0.0902308382115314,0.0181151478463923,0,0,0,0,-0.0098252090291419,0.000683247403102497,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122122947620303,0,0.0906752114515747,-0.00268349788185416,0,0.26353274279793,0.116207227747494,0,0.0998010794230413,0,0.00115841980243813,0,0,0,0,-0.056459290296426,0,-0.0253814206535693,0,0,0,0,0.214455692000962,0,0,0,0,0,0,0,0,0.0923823104387842,0,0,0.0347751095233172,0,0,0,0.118760816016815,0,0,0,0,0
X601898.SH,0,0,0,0.166880368157881,0,0,0,0.137455650258466,0,0,0,0,0,0.0524336217727086,0,0.0278776514545484,0,0,0,0,0,0,0,0.036691365149436,0,0.184778153489656,0,0,0,0,0,0.0538907128793052,0,0,0,0,0,0,0,0.0548211237763994,0,0,0,0,0,0.0344988826313237,0,0,0,0,-0.00688112296992523,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15642220544733,0,0,0,0,0,0,0.116926981964391,0,0,0,0,0,0,0.227444838591347,0,0,0.298761854713556,0,0.326596747476016,0,0,0.262102169092133,0,0,0,0.169965234986348,-0.00594418952942545,0,0,0,0,0,0,0,-0.012462491802985,0,0,0,0,0,0
