,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X601600.SH,X600010.SH,X600362.SH,X600660.SH,X600801.SH,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X002460.SZ,X000786.SZ,X002466.SZ,X600688.SH,X600111.SH,X000723.SZ,X002271.SZ,X601992.SH,X600176.SH,X600027.SH,X002353.SZ,X600516.SH,X600583.SH,X600426.SH,X000898.SZ,X600299.SH,X600489.SH,X000709.SZ,X000883.SZ,X600219.SH,X601158.SH,X000629.SZ,X000630.SZ,X600612.SH,X000027.SZ,X000553.SZ,X000878.SZ,X000792.SZ,X000825.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00681567986343104,0.150806662866467,0,0,0,0,0,0,0,0.175404057008239,0,0,0,0,0,0,0,0.0204612026032165,0,0,0,0,0,0.0492955767183504,0,0,0,0,0.0732633784142427,0,0,0,0,0,0,0,0,0,0,-0.0156791403751567,0,0,0,0,0.00261480511816913,0,0,0,-0.0111576039604002,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0374672921846975,0.0444589663160402,0,0,0,0,0,0,0.160513381664328,0,0,0,0,0,0,0,0,0.00788423029097996,0.0220381465047645,0,0,0,0.0400635449080541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145336915933239,0,0.0530050575957526,0,-0.0107000987018587,0.0123414153334317,0,0,0,0.0188755369596532,0,0
X601088.SH,0,0,0,0,0,0.337287388754548,-0.0301974179515767,0,0.01751843844474,0.191851482536947,0.0485689077543354,0,0,0,0,0,0.111725351610591,0,0,0,0,0,0.0649540326204874,0,0,0,0,0,0,0,-0.136968472652005,-0.063353818138116,0,0,0,0,0,0.114269685161488,0,0,0,0,0,0,0.0150707459398055,0,0,0,0,0,0,0,0.0206856367521414,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0743763816773805,0,0,0,0,-0.12127269510447,0.0465354476029126,0,0,0,0.082935285442584,0.356000962423901,0,0,0,0,0,0.105855179214224,-0.0252232954772244,0,0,0.0170973111605253,0.0803105315293233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278498825827935,0,0,0,0,0,0,0,0.00589124824109409,-0.00786177700237782,0,0,0,0.00145184098640798,0,0
X600309.SH,0,0,0,0,0,0,0.0158301686140641,0,-0.0876193132201298,0,0.0976162828544792,0,0,0,0,0.234856066485432,0,0,0,0,0,0,0,0,0,-0.182533414213504,0.0539425265577214,0,0,0,0,0.0556392096590312,0,0.210689582509026,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354147504599918,0.342451690478714,0,0,-0.013178809090829,-0.0700658368091612,0,0,0,-0.07113125124948,0,0
X600019.SH,0,0,0.160421911707641,0,0,0,0,0,0.0943331675215206,0,0.0769615183146374,0,0.100979229186525,0.111402126853241,0,0.0424506662888419,0,0,0,0,-0.0330177524479474,0,-0.000664118568965115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128677370076913,0,0,0,0,0.0115722969637794,0.0423639619304749,0,0,0,0.0547135851574263,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.040321589202816,1.73472347597681e-18,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0286947603867348,0,0,0,0.0620050947855523,0,0,0,0,0,0,0,0,0,0,0,1.10104127582364,0,0,0,0,0,0,0.0569582467865323,-0.0439387247775796,0,-0.0309788424240136,0.228811957809848,0,0,0,-0.0501611243548538,-1.0842021724855e-19,0,0,0,-0.0196590283585772,0,0
X600011.SH,0,0,0,0,0.0219010877198515,0,0,0,-0.208141491151462,0,0,0,0,0,0,0,0.314498682147098,0,0,0,0,0,0,0,0,0,0,0,0.137153531132647,0,0,0,0.128081278306586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438932451767556,0,-6.93889390390723e-18,0,-0.0385985852953421,0,0,0,0,0.04443234874075,0,0
X000708.SZ,0,0,0,0.299171442852186,0.0326838719845646,0,0,0,0,0,0,0,0,0,0,0,0,0.204603788604806,0,0,-0.311024792716612,0.102607342189468,0,0,0,0.150216062724462,0,0.269124786763729,0,0,0.0635429368437756,0,0,0,0,0.297292129549323,0.477844886620166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042140432636339,0.0430937059713857,0,0,0,0,0,0
X601898.SH,0.561736417009366,0,0,0,0,0,0,0,0.0677356679221973,0,0,0,0,0,0,0,0.423141516315539,0,0,0,0,0,0,0,0,0,0,0.0740195696415808,-8.67361737988404e-19,0.050742729162232,0,0,0,-0.00834423700703418,0,0,0,0,0,0,0,0,0,0,0,0.17199948969173,0,0,0,0,0,-0.0353471532063523,0.0440853130956834,0,0,0,0,0,0
