,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X601898.SH,X600010.SH,X600362.SH,X000786.SZ,X600352.SH,X600489.SH,X600111.SH,X601991.SH,X600176.SH,X600188.SH,X600426.SH,X600299.SH,X600795.SH,X600688.SH,X002466.SZ,X600027.SH,X601992.SH,X002080.SZ,X600529.SH,X002353.SZ,X002409.SZ,X600612.SH,X600486.SH,X600219.SH,X600315.SH,X000301.SZ,X000932.SZ,X600516.SH,X000027.SZ,X000723.SZ,X002075.SZ,X600126.SH,X000898.SZ,X601158.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0569004603065992,0,0.0293655452860381,0.0955044778712382,0,0,0,-0.00235881527203973,0,0,-0.0431034265541605,0,0,0,0.012279889768248,0,0,0,0,0,0,0,-0.0495415915171228,0.0995180116453643,0,0,0,0.0616855472372224,0.0165900881275295,0,0,0,0,0.0805183872186944,0,0,0,0,0,0,-0.00113783285383189,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0379919714256474,0,0,0,0,0,0,0.0342440191839556,0,0,0,0,0,0.0576830628391611,0,0,0,-0.0127413468470263,0,0,0,0,0,0,0,0,0,0,0.019113730773999,0,0.148938362106783,0,0,0,0,0,0,0,0.0256822648925112,0,0,0,-0.0066983791956098,0,0,0,0,-0.00498749859225087,0.00456602849232354,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100350041111771,0,0,0,-1.38777878078145e-17,0.0904733760924358,0,0,0,0,0.0270477987560475,0.239706448998429,0,0,0,0,0,0,0,0.0850261589528683,-0.00543610723829812,0,0,0,0,0.0358154540384863,0,0,0,0.0226819470963082,0,0,0,0,0,0,0,0,0.00303637389242261,0.00192618166832749,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.00792796684263949,0,0,0,0,0.175977403654123,0.0383086899630419,0,0,0,0,0,0,0,0,0,0,0,0.0285947992341111,0.265937759235638,0,0.00896414278656845,0,0,-0.0233972849582037,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00141657434704964,0,0,0,0.00912619270186655,0.0128786280999426,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0699454368845012,0,0.0508976403105587,0.0361449017262019,0,0,0,0,0,0,0,0,0.136765332730844,0,0,0.000893553051603679,0,0.222972002349444,0,0,0,-0.00214723474083077,0,0,0,0,0,0.0517694810570628,0,0,0,0,0,0,0,0,0,0,0,0.114624423837916,0,0,0,-0.00361678773798285,-0.0242556010311442,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884218318370919,0.618897041982674,0,0,0,0,0,0.0750056432687587,0,0,0,0,0,0,0.0356832200095209,-0.0620212643918177,0,0.0203377633473039,0,0,0,0,0,-0.00904941455773982,0,0,0,8.67361737988404e-19,0,0,0,-0.104880811698495,-0.0145408572061628,-0.0183800680473257,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25381724201396,0,0,0,0,0,0,0,0,0.0657612229069947,0,0,0,0,0,0,0,0,0,0,0.0158911689513846,0.0345786537286022,0,0,0,0,0,0.0445227179134533,0.00451118407185699,0,0.103192484449477,0,-0.0537002948589962,0.0233267091292971,0,0,0,0.0132214781683648,-0.00132773496335436,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481157470317477,0,0.0684105101170077,0,0,0,0.00838301768165755,0.0334018069588193,0,0,0,-0.140665869526115,0.0337007434432835,0,0,-0.0107683271894795,0,0,0,0,0.0138916709311409,0,0,0,0,0,0,0,0.0185333393755196,0,0.046371593517085,0,0.113165060060643,0,0,0,0,-0.00694357806189956,-0.0171561790279678,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.215815396698511,0,0,0,0,0,0,0.0700519476655332,0,0,0,0,0,0,0.0213406045829969,0,0,0.267363456028685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876552078543741,0,0,0.08516588604156,0,0,0.0692712767873177,0.0279474313055428,0,0,0,0,0.00177312123841778,-0.00886160160525509,0,0,0,0,0,0
X600011.SH,0,0,0.15371108409055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126401418638609,0,0,0,0,0,0.0667442144293765,0,0,0,0,0.0488221719243847,0.124194817255706,0,0,2.16840434497101e-19,0,0.0173736771858602,0,0,0,0,0,0,0,0,0,0,-0.0341496145883099,0,0,0,-0.00548964557774805,0,0.00770922174628419,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.33968162434202,0,0,0,-0.047332632782807,0,0,0,0,0,0,0,0,0,0,0.0798033233645709,0,0,0,0,0,0,0,0,0,-0.0348595184515478,0,0,0,0,0,0,-0.0105115161566673,0,0,0,0,0,0,0,0,0.242997246955403,-0.0227457247377579,0,0,0,0,0.0277561404294391,0.00894794274496281,0,0,0,0.0410139844879793,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.190671318071419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178819204459672,0,0,0,0.372221264120756,0,0,0.0177631110537998,0.209375827218794,0,0.0612982393714994,0,0,0,0.0581074205517593,0,0,0,0,0,0,0,0,0,0,0,0.0158614872471353,0.00976225462154324,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0095059515705402,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0113781683705415,0,0.0431416859230043,0.136287260075483,0,0,0,0,0,0.109770258105847,0,0,0,0.0141084470971821,0,0,0,0,0,0,0.11157281881674,0,0,0,0,0,0.0291201573062822,0,0,0,0.00892481861008188,-4.00737348219629e-05,0,0,0,0,0,0
X600801.SH,0,0,0.262696430212123,0,0.123618249438443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599585735290034,0,0,0,0.233836647881019,0,0,0,0,0,0,0,0,0,0.0247805909088629,0,0,0,0,0,0,0,0,0.0951197368993412,0,0.132781710511867,0.138741664340488,0,0,0,0,0,-0.0167879689673762,0.0207593354695894,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.081326331512083,0,0,0,0,0,0,0,0,0,0.234266831949436,0,0.0368851117056657,0,0,0,0,0.299363228039657,0,0,0,0,-0.0199959787577218,0,0,0.0206588572508862,0,0.0938725912785332,0,0.000514798033531234,0,0.115984848293624,0,0,0,0.0502320740221589,0,0,0,0.0265982575250673,0,0,0,0,0.0118078880649267,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0147554632666718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419128851886171,0.0882284517864538,0,0,0,0,0,0,0,-0.0129894040403597,0.0661085904362779,0.00851603397697225,-0.00285938971449488,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.122199939452013,0,0,0,-0.00594654746796852,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0619859105491295,0.0236083177425132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128906209261269,0,0,0,8.67361737988404e-19,0,-0.00185707881888389,0.0242261450994089,0,0,-0.0385523703981424,-0.110600550596019,0,0.00817409513973131,0,0,0.0774449328147787,0,0.665786645941019,0,0,0.0694003119351156,-0.0116270927656217,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0426402460532623,0.140141973071188,0,0.0269474661272474,0,0,0,0,0,0,0.105811039162078,0,0,0,0,0.171181478456627,0,0.0672477803981277,0,0,0.345174933496129,0,0,0,0,-0.00566885341429157,0,0,0,0.0431611341867563,0,0.0101025494042898,0,0,0,0.0109962635011452,0,0,0,0,0,0,0,0,0,0,0,0.0143777891540189,-0.0145085156699732,0,-0.0286968614776438,0,0,0,0
X000786.SZ,0,0,0.133914499876742,0,0,0,0,0,0,0,0,0,0,0.0747830988499742,0,0,0,0.173010602960249,0,0,0.01848201268238,0,0,1.73472347597681e-18,0,0.141161014031561,0,0,0,0,0,0,0.0145918882705926,0,-0.0798203850533151,0,0,0,0,-0.0376968771743963,0,0,0,0,0,0.156313678085889,0,0,0,0,0,0.00996257824735427,-0.00727065225047616,0,0,0,0,0,0
