,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X002460.SZ,X000786.SZ,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600176.SH,X002271.SZ,X002466.SZ,X002353.SZ,X600516.SH,X000898.SZ,X600583.SH,X600426.SH,X600489.SH,X600299.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600808.SH,X000792.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0112275217811495,0.160768364601397,0,0,0,0,0,0,0,0,0,0.201120292188314,0,0,0,0,0,0,0,0,0.0682088413031403,-0.0069032993453042,0,0.0450442414382814,0,0,0,0.0348092485884582,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293810292679171,0,0,0,0.0154227439028762,0,0,0,-0.0225351860032279,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00890831397071425,0.112715830668889,0,-0.0159924399858419,0,0,0,0,0,0,0,0,0,0.0118939225086781,0,0,0,0,0,0,0.115294646546002,0,0.0372950410008209,0,0,0,0.0221028635425532,0,0,0,0,0,0,-0.0113698176781072,0,0,0,0,0,0.0656230917388302,0,0,0,0.0138790665641397,0.0415265326316682,0,0,0,0.0146805305709951,0,0
X601088.SH,0,0,0,0,0,0.424266303378318,-0.0311376382599071,0,0,0.0328581976210116,0,0.0764010675871391,0,0,-0.0903682782211919,0,0.0515187058732243,0,0,0,0,0,0,-0.0176374008053968,0,0,0,0,0,0.0626530759524807,-0.114211513157661,-0.0353327503864555,0,0,0,0,0,0,0,0,0,0,0,0,0.0845053550979846,0,0,0,0,0.165052017531697,0,-0.0100966946345995,0,0,0,0,-0.0178689045683901,0,0
X600585.SH,0,0,0,0,0.100347553829544,0,-0.0199956418340395,0,0,-0.095272075509096,0,0.035988999887253,0,0,0,0,0.352371648702096,0,0,0,0,0,0.113598597243429,0,0,0,0,0,0.089410958109863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036186690295426,0,0,-0.012259571448581,0,0,0,0.00589809230170778,0,0
X600309.SH,0,0,0,0.210782239853625,0,0,0.0648821471408563,0,-0.00580744526821808,0,-0.188433200994837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657869736770257,0.139920029134023,0.00494418639864764,0,0,0,0,0,0,0.117253009411041,0,0,0,0,0,0,-0.134365208026628,0,0,0,0,-0.136812468414497,0,0,-0.0229684621676501,0.0257962948449975,0,0,0,0,0,0
X600019.SH,0,0,0.206803056878464,0,0,0,0,0,0.068531383531027,0,0.0899939419729057,0,0,-0.0753858089844616,0.0934405351253362,0,0.0226845091802471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149502216479655,0.0412824774768308,0,0,0,0.135430389967228,0,0,0,0,0,0,0,0,0,0,0,0,0.00103368312585551,0.0144577083815723,0,0,0,0.0326795576445197,0,0
X600547.SH,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0222211166459875,0,0,0,0,0,0,0,-0.0111820728151991,0,0,0,0,0.0289538183759805,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16298568499138,0,0,0,0,0,0.0260071095875818,0,-0.037773053118998,0,0,0,0,0.220185900444364,0,0,-0.0353495914848108,0.0252445442475655,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0608454615691738,0,-0.188441498406435,0,0,0,0,0,0,0,0.141590274276144,0,0,0,0,0.026086467256836,0.0058461926489217,-0.0872192669812833,0,0.106788310305915,0,0,0.161406261371578,0,0,0,0,0.0382639490793015,0.103166227493459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120679724107777,0,0,0,0.00890786945502559,0,0,0,-0.0203299953251061,0,0
X000708.SZ,0,0,0,0.18815389367682,0,0,0,0,0,0,0.540996201793136,0,0,0,0,0,0,0,0,0,0,-0.0983675095695312,0,0,0,0,0,0,0,0,0.081161343241536,0,0,0,0,0.249406214063217,0.265915545780086,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.324159364672632,0,-0.0975796894457953,-0.05356297491257,0,0,0,0.0156395801615642,0,0
X601898.SH,0.676682709910243,0,0,-0.0917050885535298,0,0,0,0,0.0239603818427675,0,0,3.46944695195361e-18,0,0.0687932292239608,0,0.237635411799834,0,0,0,0,0,0,0,-0.145150055446672,0,0,0,-0.0114702092268856,0,0.161570463145193,0,0,0,0,-0.0381608264776549,0,0,0,0,0,0,0.0880348358538217,0,0,0,0,0,0,0,0,0,-0.0191364620064163,0.0561556979258104,0,0,0,0.0243846599131122,0,0
