,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X600688.SH,X601991.SH,X600188.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X600352.SH,X002460.SZ,X000553.SZ,X002110.SZ,X600299.SH,X300072.SZ,X000786.SZ,X600801.SH,X000709.SZ,X600808.SH,X000932.SZ,X600426.SH,X000629.SZ,X600583.SH,X000883.SZ,X600339.SH,X601158.SH,X600219.SH,X601699.SH,X000408.SZ,X000830.SZ,X600985.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.286218551471989,0,0,0.0227098960883504,-0.0706035420014028,0.0809381473755871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105596428017208,0,0.0859006867915453,0,0,0,0.106594116562217,0,0,0,0,0.0571811188018215,0.00554004375732939,0,-0.0661618863256862,0.00501329317494595,0.00967808430262245,0,0,0,0,0,0
X600028.SH,0,0,0.236865266342731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165404815804765,-0.0999865555220137,-0.0681105087956043,0,0,0.0618198016931323,0,0,0,0,0,0,0,0,0,0,0,0.00560120646085505,0,0,0,0.0705578237276814,0,0,0.00664794540915612,0.00615101895680721,0,0.0253179863025414,0,0,0,0
X601088.SH,0,0,0,0.0511668079818176,0,0.0335642264636227,0,0,0,0,0,0,0,0.154660947899134,0,0.266994076330823,0,0,0.0662090502347635,0,0.0303582567530615,0,0,0,0,0,-0.0823729755911137,-0.0282518284525003,0,0,0,-0.0803209440408142,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0318291798856044,0,0,0.282467835976208,0.00885951993004161,0,0,0,0,-0.00698520527382093,-0.0218752785879501,0,-0.0176171460247876,0,0,0,0
X600585.SH,0,0,0.0374758792641585,0,0.24572227172552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769900754281254,0,0,0,0,0,0,0,0,0,0,0,0,0.284049192998276,0.22668043820281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00294554136912541,0.0108392615778439,0,0,0,0,0,0
X600019.SH,0,0,0.181653033212978,0.118645972597625,0,0.145817094458031,0,0,0,0,0,0,0,0,0,0,0,0.0503414859749044,0.000663446215627569,0,0,0,0,0,0,0,0,0,0.182779108555984,0,0,0.0680006513132871,0,0,0,0.280171627080561,0,0,0,0,-0.0424568629597637,0,0,0,-0.018262737326517,0,0,0,0,0,-0.0048339396803707,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.102697729573664,0,0,0,0,0.20432072226374,0,0,0,0,0,0,0,-0.0176573105270418,-0.102587391127153,0.519448824400441,0,0,0,0,0,0,0,0,0,0,0,0.212101367524819,3.46944695195361e-18,0,-0.037459332520298,0,0,0,0,0,0,0,0,0,0,0.253977545110303,0,0,0,0.0240116757707179,0.0127138907082971,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.025921049984411,0,0,0,0,0,0,0,0,0,0,0.242546839842048,0,0,0,0,0,0.643283142629192,0,0,0,0,0,-0.0365107467948408,0,0,0,0,0,0,-0.0831663458484707,0,0,0,0,0,0,0,0,0.0593786137373727,0.242955891816144,0,0,0,0.00224415781075882,0.0116312264037957,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209249628987539,0,0.295302359898883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128099692913294,0,0,0,0,0.0193869675655593,0,0,0,0,0,0.140730578161058,0.108461751925535,0,0.0485962089832322,0,0,-0.0196012330693504,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.242012600978412,0,0,0.0972921527883418,0,0,0,0,0,0.0331372593903057,0,0.0341405167002766,0,0,0.138217883261746,0,0,0,0,0,0,0,0,0,0,0,-0.0163481510375408,0,0,0,0,0,0,8.67361737988404e-19,0,0.0623476858096702,0.0638199852767418,0,0,-0.00974617566942365,-0.00904105142652191,0,0,0,0,0,0
X600660.SH,0,0.191328387379016,0,0,0,0.0500028585728131,0,0,0,0,0,0,0,0,0,0,0,0,0.316358864110271,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0561939545059452,0,0.01932953444732,0,0,0,0,0.0776194728194871,0,0,0,0,0,0,0,0,0,-0.0212623838448307,0,0.0240820347275911,-0.00726126397458964,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.199579935928515,0,0,0,0.184581542191942,0.0446791041018441,0,0.0478770042091447,0,0,0,0,0,0.0738316055064343,0,0,0.0639896281559178,0,0,0.0758772138986307,0.0227594885065386,0,0,0,0,0,0,0,0,0,0.237251176099238,0,0,0,0,0.0842038281120971,0,-3.46944695195361e-18,0,0,0,-0.00543718482640929,0,0,0,0,0,0,0
X600688.SH,0,0.337445618950111,0.0139795157670867,0,0,0,0,0,0,0,0,0,0,0,0,0.0801613439928504,0,0,0.0429594596954236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169678521653234,0,0,0,0.0270096760785661,0,0,0,0,0,0.0628510749446036,0,-0.0492860701780075,0.00637342123288266,-0.000132041849289367,0,0.0669502017231892,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804681105005684,0,0,0,0.0534518704091465,0,0,0,0,0.151690197162782,0,0.000779034939723137,0,0,0,0,0,0,0,0,0,0.0378145305060229,0,0.0898222634183085,0,0,0,0.0159208061662277,8.67361737988404e-19,0.132760550309346,0,0,-0.00392682314034191,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.325524034178385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00712174074249377,0,0.0604848792513647,0.0708516930991933,0,0.0846222923321395,0.0478585913407917,0,3.46944695195361e-18,0.185393453832424,0,0,0,0,0,0,0,0.257186376320151,0,0,0,0,0,0,0.00155021089692366,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.00602096675005541,0,0,0,0,0,0,0.304013803898874,0,0,0,0,0,0,0,0.0383365423240842,0,0.159887760428056,0,0,0,0.0457021900187877,0,0,0.0123792581907266,0,0,0,0,0,0,0,0,0,0,0.0714289686492834,0,0,0,0,0,0,0.0844434453748605,0,-0.000871756482650682,0,0,0,0,0,0,0
X600362.SH,0,0,0.103387342011142,0,0.00564555958593924,0.152952601714846,0,0,0,0,0.373949632128797,0,0,0,0,0,0,0,0.0189937397988074,0,0,0,0,0,0,0,0.0390124332501825,0,0,-0.0216238249308743,0,0,0,0,0,0,0,0,0,0,0.0488358120469777,0,0,0.144985996517374,0,0,0,0,0,0.00519153761301472,-0.00628963104576997,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262009679394253,0,0,0,-0.0177203415760732,0,2.71050543121376e-20,0.0917858995248196,0.0103797962310605,0,0,0,0,-0.0106774178463969,0,0,0,0.144494458972294,0,0,0,0,0,0,0,0,0,0.00502077244000893,-0.00145721525612773,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0199804939880455,0,0,0,0,0,0.165019871157481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106800893587133,0,0.0251025798765363,0,0,0,0.376991539112973,0.0181302750411262,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00488555735325177,0,0,0,0,0,0,0
X002466.SZ,0,0,0.400006564884299,0,0,0.0556176326246628,0.259933937007639,0,0,0,0,0.0980370694456196,0,0,0,0,0,0,0,0,0.102986495139784,0,0,0,0,0,0.65160393721165,0,0,0,0,0,-0.446507181081873,-0.344550987979928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120672618095339,0,0.028653985950427,0.611119518343764,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298380074427867,0,0,0,0,0,0,0,0,0,0,0,0,0.0304233383582182,0.215916534931953,0,0.174700408680915,0,0,0,0,0,0.0291676767786516,0,0,0,0,0,0,0,0,0,0.433850374954958,0.0179850717606421,0,0,-0.0136237005586595,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114124198375925,0,0,0,0,0,0,0,0,0,0,0,0.00467331887886368,0,0,0,0,0,0,0,0.137998953146039,0,0,0,0,0,0.0475752838138927,0,0,0.777243473061628,0,0.000257326375839771,0.0154645144277561,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.216938291439408,0,0,0,0,0,0,0,0,0,0,0,0.0949725070090055,0,0,0,0,0,0.0328969241718727,0.0932299858126643,0.0109113032620074,0,0,0,0,0,0,0,0,0.108470149946295,0,0,0,0.0211879384085622,0,0,0,0.10800605454685,0,0.142122824592821,0,0,-0.013374433951862,-0.0373926544673089,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0547384041816712,-0.0313746728722705,0.411576495467416,0,0,0.168190194535948,0,0,-0.0251925050463498,0,0,0,0.526427188831914,0,-0.0922581620384198,-0.126726372708195,0,0.0874803864210871,0,0,0,0.0654543716318207,-0.0390531091595952,0,0,0,0,0,0.0410154728959239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043900723216547,0,0,0,0.0108949874840783,0,0,0,0,0,0
