,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X002466.SZ,X601992.SH,X000898.SZ,X600111.SH,X600516.SH,X600176.SH,X002460.SZ,X000709.SZ,X600352.SH,X000629.SZ,X600808.SH,X600489.SH,X600219.SH,X000825.SZ,X000786.SZ,X600299.SH,X601158.SH,X600801.SH,X002271.SZ,X000553.SZ,X600157.SH,X000883.SZ,X600583.SH,X002470.SZ,X002110.SZ,X000027.SZ,X000630.SZ,X600985.SH,X601699.SH,X600339.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.217394924677449,0,0,0,0,0,0,0,0.0830253136083729,0,0,0,0.136264969682966,0,0,0,0,0,0.00355332239101838,0,0,0.03513544623461,0,0,0,0,0,-0.0137635222064926,0,0,0,0,0,0,0,0,0,0,0.0136663145889808,0,0,0,0,0,0,0.099227718025076,0,0.0502404842147954,-0.0129797527861923,0,-0.00195006151238979,0.0052941132116285,0,0,0,0.0081470209398306,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.215978309805529,-0.174592764305416,0,0,0,0,0,0,0.0341835389255548,0,-0.124203104485882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202154373073225,0,-0.0751542999610349,0,0,0.0881584064333143,0,0,0,0,0.0383344627531843,0.154061892810831,0,0,0.0286003867911348,0.0886654151600188,0,0,0,0.0265610223069399,0,0
X601088.SH,0,0,0,0,0.0105280496181733,0.135208002465583,0,0,0,0,0,0,0,0,0.0118721929762828,0,0,0.128090548754548,0,0,0,0,0,0,0.0522371505526003,0,0,0,0,0,-0.0168889269622587,0,0.0671603719365581,0,0.0279152390767532,0,0,0.105710926152283,0,0,0,0,0,0,0,0,-0.143772733800278,0.115777137176544,0,0,0,0.00749323845562197,0,0,0,0,0.0585639223012129,0,0
X600585.SH,0,0.0764143712907345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156651254237214,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.182991021356255,0,0,0.400119842332773,0,0,0.0458410517851051,0,0,0.0118816264950548,0,0,0,0,0,0,0,0,0,0.00399012251688568,0,0,0,0.0269080329181433,0,0
X600019.SH,0,0,0,0,0,0.0503741159354002,0,0,0,0.04107028550922,0,0,0,0,0,0,0,0,0,0,0,0.402102842961861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188229597018151,0,0.0136165029890395,0,0.179690621538556,0.0166451803328859,0,0,0,0,0,0,0.00485911714104607,0.0201889542275887,0,0,0,0.0411092364794707,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10449759834142,0,0,0,0,0,0,0,0,0.0155243433720963,0.586338289928178,0,0,0,0,0,0,0.191294436228039,0,0,0,0,0.0473637562251742,0,0.147743386968384,0,0,0,0,0.0540984414150967,0,0,-0.00248367106614369,0.0351569703395127,0,0,0,-0.0438058364816644,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50268795725466,0,0.632788439443349,0,0,0,0,-0.219484722207825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472321229109535,0,0,0.0624542880384258,0,0.0364672192390121,0,0,0,-0.111375702373932,0,0,0.00594404459301339,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138206820895398,0.0954127150775533,0,0.250329706804623,0,0,0,0,0,0,0,0,0.131402754141183,0.10441427720907,0,0,0,0,0.0752042445806806,0,0,0,0,0,0.117352360489568,0,0,0,0,0.012757328445661,0,0,0.0295765758191643,0,0,0,0,0.0199793909486638,0,0
X600547.SH,0,0,0,0,0,0.026371635313257,0,0,0,0,0,0,0,0,0,0,0,0,-0.105352570748757,0,0,0,0.00511141422512465,-0.028848475536668,0,0,0,0,0.11798777027806,0,0.786244091816338,0,0,0,0.141357032962639,0,0,0,0.166218183651245,0,0,0,-0.122796327934466,0,0,0,0,0,0,0.0367778799093939,0,-0.0230794961866199,0.0236950781544355,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.209084455638965,0,0,0,0.0388817485284106,0,0,0,0,0,8.67361737988404e-19,0,0.143570147418709,0,0,0.173288782930042,0,0.107139276960549,0,0,0,0,0,0,0,0,0,0,0,-0.0236622779338078,0,0,0,0.0354654763292029,0,0,-8.67361737988404e-19,0,0.0763141249556075,0,0,-0.021822642233028,-0.00255891122999269,0,0,0,0.00237297908149053,0,0
