,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601991.SH,X601898.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600027.SH,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X600309.SH,X601158.SH,X600688.SH,X601992.SH,X000898.SZ,X000709.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X002353.SZ,X000629.SZ,X600352.SH,X600808.SH,X000831.SZ,X600489.SH,X600578.SH,X000027.SZ,X000825.SZ,X000630.SZ,X600547.SH,X600549.SH,X600307.SH,X600863.SH,X601699.SH,X600008.SH,X000983.SZ,X600660.SH,X600315.SH,X600098.SH,X000959.SZ,X000937.SZ,X002470.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.575586028013328,0.0658485229232093,0,0,0,0,0,0,0,0,0,0,0,0.020907115285712,0,0,0,0,0,0.0699497105590396,0,0,0,0,0,0,0,-0.0410010647097674,0,0,0,0.00351791833292893,0,0,0,0,0,0,0,0,0.000805950761816371,0.0552705985500038,0,0,0,0,0.0595529033259329,0,0,0,-0.0393418329896498,-0.00930094919561678,0,0,0,0,0,0
X600028.SH,0.562644260405418,0,0,0,0,0,0,0,0,0,-0.0321164764643432,0,0,0,0,0,0,0,0,0.315530425374423,0,0,0,0,0,0,0.0180671657672377,0,0,0,0,0,0,0,-0.0272179116958279,0.0805425512891354,0,0,0,-0.0174219549122164,0,0,0,0,0,0,0,0,0,0,0,-0.0295580431035568,0.00197164836554717,0,0,0,0,0,0
X601088.SH,0,0.13146785874547,0,0,0.0778341822749046,0,0,0.119978680908981,0,0,0,0,0,0,0.0735351870561891,0.113584445359879,0,0,-0.0244137019455054,0,0.0605315479934478,0,0,0,0,0,0,0,0,0,0.0785144461275526,0,0.0207154333057144,0,0,0,0,0,0,0,0,0,0.226489440723235,0,0,0,0,0,0,0,0,0,-0.00707848437539117,-0.0289737039367905,0,0,0,0,0
X600011.SH,0,0,0,0,0.0921286246016537,0,0.107054307520266,0,0,0,0.00683019807282401,0,0.498497864838388,0,0.044810813725126,0,0,0.02569550606316,0,0.236470886976382,0,0,0,0,-0.0263814241937712,0,0,0,0,0,0,0,0,0,-0.0910843138871442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116175679193837,-0.0494065350665021,0,0,0,0,0,0
X600019.SH,0,0,0,0.0175130046138142,0,0,0,0,0,0,0.14254606098545,0,0,0,0.0599623146606895,0,0,0,0,0,0,0.332183135983784,0.25116873086314,0,0,0,0,0,0,0,0,0,0,0.0869168542060485,-0.0412359178940497,0,0,0,0,0,0,0,0,0,0,-0.0902801616878678,0.0598906128135279,0,0,0,0,-0.0161717267701098,0,-0.00406398443055954,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0572347394698052,0,0,0,0.035376243740966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145254717179642,0,0,0,-0.00130835867395912,0,0,0.110750280541985,0,0,0,0,0,0.0792285930019035,0,0,-0.0486457197022685,0,0.00318616279341241,0.0401316237139719,0,-0.0543867364857481,2.71050543121376e-20,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.00132960619956202,0.111291173924965,0,0,0.088928845741807,0,0.0386988504439348,0,0.0364012282893852,0.0242074365738751,0,0.153523470478469,0,0.00474247707661274,0,0,0,0,0,0.0728609368509825,0,0,0,0,0.130609474367905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330950449218045,-0.018171221080116,0,0,0,0,0,0
X601898.SH,0,0,0.0915903919859222,0,0,0,0,0,0,0.302571728817727,0.0366049916199722,0,0,0,0.0707181376512472,0,0,-0.0505276154623068,0,0,0.0950394953216525,0,0,0,0,0,0,0.0125036001375861,0,0.00757510063407487,0.0183791790876235,0,0.036942212769481,-0.03584182086895,0,0,0,0,0,0,0,0,0.232529155189707,0,-0.018429268207433,0,0,0,0,0,0.0445039973399123,-0.0283051722455714,-0.0174375764552637,0,0,0,0,0,0
X600795.SH,0,0.0783338143801989,0,0,0,0,0,0,0,0,0.0759299536184003,0.0318586272281849,0,0,0,0,0,0,0,0,0,0.162390210928558,0,0,-0.0191232969492482,0,0.0806948241392401,0,0,0.0323593475791638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00540237387340953,0.00505325809671969,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.339773919650156,0.159051668553675,0,0,0,0,0,0,0.0405599384321133,0.387506069467146,0,0,0,0,0,0.029056744812802,0,0,0,0,0,0,0,0.0112551023407222,0,0,0,0,0.00259913743264988,0,0,0,0,0,0,0,0.000516985410636447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
