,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600352.SH,X000709.SZ,X600299.SH,X600516.SH,X600489.SH,X002460.SZ,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000786.SZ,X000825.SZ,X000883.SZ,X000539.SZ,X300072.SZ,X600612.SH,X000553.SZ,X000301.SZ,X000408.SZ,X600583.SH,X000027.SZ,X002110.SZ,X002470.SZ,X000630.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0707486522954011,0,0,0,0,0,0,0,0.0751329986623474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295390758571094,0,0,0,0,-0.128578265843713,0,0,0.133682481660717,0,0,0.0521417151560577,0.0471063275048079,0,0,0.237484633837374,-0.00356191765440888,-0.0220098225403136,0.040497204142391,0,0,0,0,0,0
X600028.SH,0.00702225506874232,0,0,0,0,0.104770119962174,-0.0192957520928955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465392833872969,0,0.0768223529700663,0,0,0.137514924925618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353096715273932,0,-0.00834522645271932,0.190913436244724,0,0,0,0,0,0
X601088.SH,0.356348707681977,0,0,0.0918504746897214,0.0223392895298035,-0.298546238692433,0,0,0,0.243526027056737,0,0,0,0,0,0,-0.0355062379979296,0,0,0,0,0.0538276075548707,0.293388203667381,0,0,0,0,-0.0837041589773863,0,0,0,0,0.106098759598591,0,0,0,0,0,0,-0.00579284597133671,0,0,0,0,0,0,0,0,0,0,0,-0.000682201575700623,0,-0.217159473862961,0,0,0,0,0
X600585.SH,0,0,0.118549283492175,0,0,0.0654447296169815,0,0.0365193785238395,0,0,0,0,0,0.147113516117867,0,0,0,0,0,-0.126627312019705,0,0,0,0,0.142820058261186,0,0,0,-0.0450368506238832,0,0,0.0406218173147156,0,0,0.569880717181121,0,0,0,-0.0869350793507326,-4.33680868994202e-19,0,0,0,0.131611677050036,0,0,0,0,0,0,0,-0.000587156492695856,0,0,-0.15425840212241,0,0,0,0
X600019.SH,0,0.0661735328165601,0.0402060106932354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351741145974573,0,0.481995564505723,0,0,0,0,0,0.0826516936612755,0.0618521309215911,0,0,0,0,0,0,0,0,0,0,0,0,0.0711423987341896,0,0,0,0,0,0.0731314272104008,0.0225340340478161,0,0,0,0.00247943505731737,0.0452395033436353,0,-0.0293846214577817,0,0.0743470817056007,0,0
X600011.SH,0,0,0,0.184100090479514,0,0,0.00991852846833409,0,-0.159547923172375,0,0,0,0,0,0,0,0.705809031902503,0,0,0,0,0,0,0,0,0,0.0292428897206398,0,-0.0799812063120601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138808712646768,0,-0.0459790307340237,0,-0.0148210255400609,0.0357179362174878,0,0,0,-0.0224855531244265,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.260452807769283,0,0,0,0,0,0,0,0,0,0.22845306767111,0,0,0,0,0,0,0,0,0,-0.0823554925540134,0,0,-0.057959164938045,-0.130783137080445,0,0,0,0,0,0,0,0,0,0,0.197948411709715,0,0,0.130936626949817,0.589503025115697,0,0,-0.608459886757165,-0.0667503907770688,0.0854802461043141,0,0,0,0,0,0
X600010.SH,6.93889390390723e-18,0.136346342101199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176175404406638,0,0,0,0.1304150828977,-0.0492945251952031,0,0,0,0,0,0,0,0.151131701777001,0.190934089238951,0.112976232313502,0,0,0,0,-0.0350894936765773,-0.00578814179992875,0,0.00370375606283682,0,0,0,0,0,0,0.028360681972194,0.0254883358606181,0,-0.0128805100196184,0,0,0,0.0311199140477119,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0790387029227197,0,0,0,0,0,0,0.00930927897578872,0,0,0,0.141126896718713,0.517753449046007,0.139983824388118,0,0,0.00426592353939364,0,0,0,0,0,0,-3.46944695195361e-18,0.0873892713153845,0,0,0,0,0,0.00869558970575481,0,0,0,0,0.00283365603307191,0,0,0,0,0,0,0
X601898.SH,0.140415357506731,0,0,0,0,0,0,0.00556249254814506,0,0,0.346483607909088,0,0,0,0,0,0,0,0.232098726643524,0,0,0.0275890102096999,0,-0.115274121192307,0,0,0,0,0.0448165779179007,0,0,0,0,0,0.102630037679976,0,0,0,0,0,0,0,0.0782776848032513,0,0,0.0683813616775428,0.0453590722591037,0,0,0.0768642452276312,0,-0.00180203133237283,0,0,0,0,-0.0124590597219763,0,0
