,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X002466.SZ,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X000786.SZ,X002271.SZ,X600352.SH,X600795.SH,X601991.SH,X002353.SZ,X600688.SH,X600176.SH,X600111.SH,X601992.SH,X600027.SH,X000723.SZ,X600426.SH,X600583.SH,X600299.SH,X600516.SH,X600489.SH,X000898.SZ,X600219.SH,X000932.SZ,X601158.SH,X000553.SZ,X000792.SZ,X000883.SZ,X000709.SZ,X600612.SH,X000401.SZ,X002080.SZ,X600486.SH,X000629.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0225272207515699,0.00267576287872993,0,0,0,0,0.0586611824982088,0.0340749606429532,0,0.0250465405011609,0,0,0,0,0,0,0,0.369073750378212,0,0,0.0138558823776059,0,0,0,0,0.0272420992814943,0,0,0,0,0,0,0,0,0,0,0.144866612464084,0,0.0904591309181616,0,0,0,0,-0.0110113051961726,0,0,0,0,0,0,0
X600028.SH,0.18231146457787,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0123506769549609,0,0,0,0,0.0385811981646988,0,0,0,0,0.018031491070536,0,0,0,0,0,0.253894003012593,0,0,0,0.0387491446461269,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0141541957815668,0,0.00174829404335315,0,0,0,0,-0.00612994673973243,-0.00534216720198837,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0627512327849236,0,0,0.0081018571758073,0,0,0.031526508774127,0,0,0.0260550101115732,0,0,0.0468282956226561,0.251320394099163,0,0,0,0,0,0,0.0176742606526718,0,0,0,0,0.0940600515957573,0,0.0129255873380941,0,0,0,0,0,0,0,0.0695136534926214,0,0,0,0,0,0,0,0.0247920121215197,0,0,0,0,0,0,0,0.00255023038074328,0,0
X600585.SH,0,0,0,0,0.00113284989914528,0,0,0,0,0,0,-0.0311830048499811,0,0,0,0,0,0.534796429600062,0,0.00388910168286085,0.0411765986852617,0,0,0,0.008858304641929,-0.0593696483186266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395210665618216,0,0,0,0,0,0.0507314933196994,0,0,0,0.084861516472129,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0949083458709627,0,0,0,0,0,-0.201991894439071,0,0.0064721903647289,0.391147376688124,0,0,0,0,0,0,0,0,0,0.00106096499310612,0,0,-0.126704056225168,0,0,0,0.129347011785867,0.0374795871389182,0,0,0,0,0.0109808236379974,0,0,0,0,0,0.0306188947536163,0.0133748471640831,0.0997263268231842,0,0,0,0,0,0,0,0.0338107170078186,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0121690963769444,0,0,0,0.106176497049937,0.0765271040091211,0,0.0281126998489768,0,0.0287240168762127,0,0,0,0,0,0,0,0,0,0.242648217160863,0,0,0,0,0,0,0,0.0141564381665293,0.286362830528897,0.0788532937718311,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00579047282137008,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0177081556092085,0,-0.065139591238681,0,0,0,0,0,0,0,-0.109539503931348,0,0,0,0,0,0,0,0.0128664067737407,0,0,0,-0.0213003431029522,0,0,0.0169446686918458,0,0.869359931892405,0,0,0,0,0.0393857034471924,0,0,0,0.191048151417128,0,-0.0416923143715165,0,0,0,0,0.0112127521051809,0.0297344163159042,0,0.0195123348012363,0,0.0649122624854396,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0542993199719092,0,0,0.105206565357564,0,0,0.0202037310915705,0,0,0,0,0,0,0,0,0,0,0.302489693826459,0,0,0,0,0.0533348556263706,0,0,0,0,0,0,0,0.119028965208235,0,0.0798446522580901,0,0,0,0,0,0.0872975063657745,0,0,0,0,0,-0.0133118497898247,0,0,0,-8.67361737988404e-19,0,0
X002460.SZ,0,0,0,0,0,0,0,0.00619432244436564,0,0,0,0,0,0,0.155032144209345,0,-0.234346802964787,0,0,-0.175578887814742,0.209262152629744,0,0,0,0,0,0.107897317146874,0,0,0,0.0807221598274948,0,0.547490999881546,0.0379224344267622,0,0,0,0,0,0,0.138447565491331,-0.0770927354452329,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0487696839743331,0,0
X000708.SZ,0,0,0,0,0,0,0,0,-0.0583655948747786,0,0,0,0,0.199868170510438,-0.0488121291173919,0,0,0,0,0,0,0,0,0,0.272275682876107,0,0,0,0,0,0,0,0.0470749673564568,0.221102669248638,0,0,0,0,0.270164472393064,0,0,0.00796919139378281,0,0,0,0.0220153206424339,0,0.0370849030891233,0,0,0,-0.142504294028401,0.164802918959954,0,0,0,0,0,0
