,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X600362.SH,X601600.SH,X600010.SH,X600489.SH,X600176.SH,X600352.SH,X601991.SH,X600188.SH,X600111.SH,X600426.SH,X600299.SH,X600795.SH,X600027.SH,X600688.SH,X601992.SH,X002466.SZ,X002080.SZ,X002353.SZ,X600219.SH,X600529.SH,X000932.SZ,X000301.SZ,X600486.SH,X600612.SH,X600315.SH,X000959.SZ,X000027.SZ,X000723.SZ,X002409.SZ,X002250.SZ,X002075.SZ,X601158.SH,X600516.SH,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0611260292585227,0,0,0,0.0456121206696478,0,0,0,0,0,0.016257137755464,0,0,0,0,0,0.0618469337253064,-0.0190823488037715,0,0,0,0,0,0,0,0,0.109581966476837,0.0754108230698754,-0.0356454249573975,0,0,0,0,0.003722814878518,0.0177578507063807,0,0.0653001465255154,0,0,0,0,0,1.38777878078145e-17,-0.0519335894787489,-1.35525271560688e-20,-0.0019164009533035,0,0,0,0,0,0
X600028.SH,0,0,0,0.0262488401510702,0,0,0,0,0,0.0207542525861513,0,0,0,0,0,0,0.103421063240904,0,0,0,0.0477564853498812,0,0,0,-0.0153731270630513,0,0,0,0,0,0,0,0,0.054467277929331,0,-0.0323698826216974,0,0,0,0,0,0.0592425983238176,0.00746482215259972,0,0,0,0,0,0,0.012338110059288,0,0.00508403697390747,0.00822310092016833,0,0,0,0,0,0
X600585.SH,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506408092505976,0,0,0.181121831400156,0,0,0,0,0,0,0,0.0263953817216122,0.0721191839448799,0,0.0251908926931461,-0.0123839316659647,0,0,0,0,0,0,0,0,0,0,0.0718557013965052,0,0,0.059396661564541,0,0.00693460737382817,-0.0012247270120763,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.00985183352194051,0,0,0,0.111924066045153,0.0652110044810952,0.0562199294889584,0,0,0,0,0,0,0,0.00789228070134753,0.130479559520755,0,0.124348464406396,0,0,0,0,0.0530260056764705,0,0,-0.0457985964309897,0,0,0.0231816951153696,-0.0493487335446513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110106573222552,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.10191503618045,0,0,0.076283428998145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161553547821598,0,0,0,0,0,0,0,0.0550682846280511,0,0,0,0,0,0,0,0,0,0,0.0599292193867976,0,0,0,0,0.117985854340057,0,0,-0.0218244622520129,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.00892470504258818,0,-0.0200761579096629,0,0,0,0,0,0,0,0,0,0.648992321113923,0,0.11249172730934,0,0,0,0,0.061864426371247,0,0,0,0,-0.0053350522401496,0,-0.0397606142392746,0,0,0,0,0,0,0,0.0703070790395847,0,0,0,0,0,0,0,0.0118526415174379,-0.0523782814472074,0.00799987602658143,-0.0150019687803486,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0240660442114367,0,0,0,0,0,0,0,0.160118258716301,0,0,0.0757377404440487,0,0,0,0,0,0,0,0,0,0,-0.0551312992939966,0,0.0400082821123322,0,0,0.0615877700050017,0,0,0,0,0,0,0.0904254114225251,0.0765935470324148,0,0,0,0,0,0,-0.00806853008509766,-0.00445787281156313,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0411361374512654,0,0,0,0,0,0,0.0325974847911205,0,0,0.206964868438985,0,0,0,0,0,0,0,0.139359379871633,0,0.136051663572534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089701557289269,0,0.0771785961179029,0,0,0,0,0.163399041717447,0.0757044629885032,0,0.0631450231365781,0,0,0,-0.0144165728710616,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.166838504922657,0,0,0,0,0,0,0,0,0,0,0,0,0.162138523401238,0,0.157260344351719,0,0.102280801175365,0,0,0.0306338172153728,0,0.0681984208423923,0,0,0,0,0,0,0.0673382677696186,0,0,0,0,0,0,0,0,0,0.239569280730424,0,0,0,0,0,0,0,0.0107387496442408,-0.00364767380374226,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.13375395184412,0,0,0,0,0,0.0229140145528741,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.781129788072403,0,0,0.0763868722938304,0,-0.0079977385459575,0,0,0,-0.194428731011172,0,0,0,0,0,0,0,0,0.0193524422896662,0,0,0,0,0.0529646482756238,0,0,0,0,0.164737412274431,0,0
X600660.SH,0,0,0,0,0.372271723554211,0,0,-0.190410649786752,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.258622001886493,0,0,0,0,0,0,-0.13432591695843,0,0,0,0,0,0,0,0,0,0,-0.0166226915068843,0,0,0,0,0,0,0.0215754658402823,0,0,0.270702093221384,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0720159731554274,0,0,0.214261114133398,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.127544603028017,0,0,0,0,0,0,0,0,0,0.324501777755705,0,0.136417016744141,0,0.038245024044714,-0.114017629120731,0,0,-0.0113390351886986,0.127797759117323,0.0386956392870174,0.132704461554638,0,0.0626276938542621,0.0733800085508859,0,0,0,0.0797828077570975,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,-0.0318676156843048,0,0.039250482434859,0,0,0,0,0,0,0,0,0.113779629894818,0,0.200431255034998,0.206609592505477,0,0,0,0.0962792028798133,0,0.0311782312262112,0,0,-0.0478409067427469,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0133615355685606,0,0,0,0,0,0,0,0,0.0248745790442012,-0.00729156093216379,0,0,0,0,0,0
X600801.SH,0,0,0.0513612643748809,0,0,0,0,0,0,0,0,0.0129650937449179,0,0,0.128600601270291,0,0,0,0,0,0.0665539060868187,0,0,0,0,-0.0163091490613795,0,0,0,0,0,0,0,0.00758055265974488,0,0.00256298781856412,0,0,0,0,0,0.179374683812877,0,0.0989592073421239,0,0,0,0,0.166066017311333,0,0,0.0174847676332025,0.0292162553618856,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.00777897473148626,0,0.194808777534008,0,0,0,0.121196901366611,0,0,0,0,0,0.0571886156064163,0,0,0,0,0,0.0622414037673137,0,0,0,0,0,0,0,-0.0972899020945204,0.0808068552313029,0,0,0,0,0,0.000260441211992837,0,0,0,0,0.125016270583766,0.0225241183507698,0,0,0.188456595658979,0,0.00161812748391779,-0.00307084982021648,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0498058032470586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027047324583802,0.349648528877746,0.0142815502433968,0.0314757997229528,0.00554233552193161,0,0,0,0,0,0,0.108019663493073,0,-0.0314197526284956,0.101148242854718,0,0,0,0,0.0137873437144985,0,0,0,0,0,0,0,0,0,-0.00512211960815041,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.180747867023312,0,0,-0.121911811078135,0,0,0,-0.0473357951183635,0,0,0,0,0,0,0,0,0,0.0332104522912285,0,0.0958584129346166,0.0840616314197431,0,-0.0567336162187129,0,0,0,0,0,0,0,0.0374822656491786,0.0151513230511788,0,0,0,0,0,0,0,0,0.0696437432591182,0,-0.0183068936256272,0,0,0.632151813199696,0,-0.01843851289332,-0.0138830977883174,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0107096957306516,0,0,0,0,0,0,0.204576767528599,0,0,0,0,0,0,0,0.244353615161561,0,0,0,0,0.0359366544481643,0,0,-0.00604717649241302,0,0.0906091306622553,0,0,0.0920004369371865,0,0,0,0,0,0,0,0,-0.0288346655673788,0.0656414776335926,0,0,0.163964414391984,0,6.93889390390723e-18,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.129573612145737,0,0,0,0,0,0,0,0.0249199169719209,0,0,0,0,0,0,0,0,0,0.012914688417628,0,0,0,0,0,0,0,0.125179108785755,0,0.233599246967371,0,0,0,0,0.164538163879992,0,0,0,-0.0346352179600725,0,0,0,0.0117599964711311,0,0.0249308931660891,0.0165547532153592,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.774986904198733,0,0,0,-0.0675034044128535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033904429200627,0,0,0,0,0,0,-0.0800876845168692,0,0.0185981338411137,0,0.00993627001735075,0,0,0.0899183334868034,0.195571273807179,0,0.0137388240799716,0,0,0,0.028153274830326,0,0,0,0.12000167217103,0,0.00253379523583037,-0.00399178619226426,0,0,0,0,0,0
