,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X601992.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600547.SH,X000709.SZ,X600309.SH,X600583.SH,X000883.SZ,X000539.SZ,X600489.SH,X000898.SZ,X000027.SZ,X600352.SH,X000630.SZ,X002470.SZ,X000629.SZ,X300072.SZ,X000060.SZ,X600160.SH,X600098.SH,X600176.SH,X600021.SH,X000723.SZ,X000983.SZ,X000012.SZ,X000959.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0715787482573298,0,0,0,0,0.0397490398170321,0,0,0,0.163212047768715,0.0784477760307048,0,0,0,0,0,0,0,0,0,0,0,0,0.0276805141146673,0,0,0,0,0,0,0,0,0.042259749729636,0,0.0400635729091747,0.0261174176807381,0.0412149448086839,0,0,0,0,0.00607759087611726,0.019641536426897,0,0,0,0,0,0
X600028.SH,0.200794250260415,0,0,0,0,0,0.0308503864619362,0,0,0.044294066994822,0,0,0,0,0.0051148328709827,0,0.0102376501493411,0,0.0224914867632881,0.0662495923133724,0,0,0,6.93889390390723e-18,0,0,0,0,0.167633768086982,0,0,0,0,0,0,0,0,0.0130901770628668,0,0,0,0,0,0,0,0.0270784487497698,0,0,0,0,0.00459747616075948,0.004221080457617,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.611602361871111,0,0,0,0,0,0.0308226771316583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851428496257569,0,0,0,0,0,0,0.0435930112634983,0.00414155013470871,0,0,0,0.103297435349716,0,0,0,0,0,0,-0.0073365637796539,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0239212423976874,0,0.0330505331053513,0,0,0,0,0,0,0,0,0,0,0,0,0.0592164612816691,0,0,0.0114945036145683,0,0,0,0,0,0,0,0,0.219084151712117,0,0,0,0,0.111084914525129,0,0,0,0.044002539738993,0,0,0.0462439655319925,0,0.010505113172859,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232901539231452,0,0,0.113984540493862,0,0,0,0,0,0.0254361282914699,0.0761593947042225,0,0,0,0,0,0,0,0,0,0,0.174406529675008,0,0.19791141570768,0.00684482806556582,0,0,0,0,0,0,0,0,0,0,-0.0134342294627764,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.28425846523601,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0468902520002913,0,0,0,0,0.402525298956544,0,0.0379205652319539,0,0,0,0,0,-0.00304465066417593,0,0,0,0,0.117435928496131,0,0.135896769234669,0.0112442221540827,0,0,-0.0441315093818679,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0782682750327375,0,0.129114947569994,0.0431428653471482,0,0,0,0,0,0,0.210442750776108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056500565505342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791405676002519,0,0,0,-0.00274828439648556,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.111599449000591,0,0,0.0829358630583248,0,0,0,0,0,0.0794425497075919,0.0520357718760299,0,0,0.0372531017291509,0.0206493969240592,0,0,0,0.0106836260142236,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0585384276335352,0,0.0639008085083349,0.0404882850781543,0,0,0,0.151668255662411,0,0.133866856795977,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298315224740882,0,0,0,0,0.0901751358251177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139667480720446,0,0.0207997126159366,0.0710306516565054,0,0.00727671212158664,0,0.156711299278126,0,0,0,0,0,0,-0.0104486122272307,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.134548506694725,0,0,0,0,0,0,0,0,0,0,0,0.0286275446510939,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.234270023479586,0.0904805379201282,0,0,0,0,9.05942693869878e-05,0.160068889384221,0.0366146754727673,0,0,0.013856560560844,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136008156342485,0,0,0,0.139252618737849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409826471704614,0.0895528349860026,0,0.048529301725263,0,0.204438084855058,0,0.0185725170940242,0,0,0,0.02406180636757,0,0,0,0,0,0,0,0,0,0
