,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X600585.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X002466.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X000301.SZ,X601699.SH,X600426.SH,X600489.SH,X000983.SZ,X600160.SH,X600803.SH,X000877.SZ,X601991.SH,X000786.SZ,X000933.SZ,X600985.SH,X600176.SH,X000630.SZ,X000807.SZ,X601168.SH,X000408.SZ,X002128.SZ,X600612.SH,X000932.SZ,X600219.SH,X600096.SH,X000883.SZ,X600295.SH,X002353.SZ,X600348.SH,X000027.SZ,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.177320406726935,0,0,0,0,0.0109606790440221,0.1944922581961,0,0,0.166351003888198,-0.0187854754589831,0,0,0,0,0,0.0206061936832383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101340811116041,0,0,0,0,0,0,0,0,0,0,0.0148215202179367,0,0,0,0,0,0,0,0.0972477516417902,0,0,0,0,0
X601088.SH,0.0211495184808643,0,0,0,0.21680571165934,0,0.0631486846259477,0.119072512795929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211644355020831,0,0,0,0,0,0,0,-0.0265060892124746,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223495820640953,-0.0271333526236388,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.162984041376334,0,0,0,0,0,0,0,0.0122536153243102,0,0,0,0,-0.028904705605578,0,0,0,0,0,0.165751964018667,0,0,0.228797168858686,0,0,0,0.00869841880098136,0,0,0,0.0703518856756316,0,0,0.0184089465861794,0,0,0,0,0,0,0,0,0,-0.0799686739089158,0,0.010685741840762,0.0108965573936604,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576738352002247,0,-0.0386568972317668,0.0682747215042939,0.0614306404285263,0,0.0157772700358945,0,0,-0.0884261549854633,0.145309408793386,0,-0.0171834157153153,0.0599843213598886,0,0,0,0,0,0,0.339551060513319,0,0,0,0,0,-0.13979730489418,0,0,0,0,0,0.0837012147082107,0,0,0,0,-0.0425736281998778,-0.00644620348401713,0.079192544103409,0,0,0,0,0
X600188.SH,0,0.0233709284116953,0,0,0,0,0.195645519900351,0,0.0288752561853466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330510977475851,0,0,0.103915196061355,0,0,0,0,-0.0357188359109873,0,0,0,0.00166947330495034,0,0,0,0.170075451942039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0615546508122967,0,0.0549629739649729,0,0,0,0,0,0.055606416633925,0,0,0,0,0.054498400721999,0,0.0473431781485615,0,0,0,0,0.191605538438574,0,0,0,0,0,0,0,0,0.105296752273662,0,0,-0.109472391402873,0.0105575663320385,0,0,0,0,-0.0287050835636031,0,0,0,0,-0.00824028228657748,0,-0.0175756482607494,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.424338698202603,-0.0209124691790593,0.182257244336898,0,0,0,0,0,0.0841805053362662,0,-0.194169959258085,0.281732548159082,0,-0.0865390585216266,0,0,0.353015237806887,0,0,0,0,0,0,-0.21138501097706,0,1.73472347597681e-18,0.302612982161416,0.0165596919254923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314391154687148,0.0165788619441001,0,0,0,0,0,0,0
X600011.SH,0.046777306838797,0,0,0,0,0,0.0167063210750256,0,0,0,0,0,0,0,0.506224544215622,0,0,0,0,0,0,0.158128001417891,0.0413148763744358,0,0,0,0,0,0,0,0.109887055720587,0,0.0511582289427514,0,0,0,0,0,0,0.0568626318904818,0,0,0,0,0,0,0,0,0,0.0219537564531978,0,0.015355994000066,-0.0475453884855361,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.286491737458465,0,0,0,0,0,0,0,0,0,0,0,0.0286050344495182,0,0,-0.0794550430671599,0,0,0,0,0,0.84383703055183,0,0,0,0,0,0,0.0768243499586964,0,-0.0109081328897316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490519938138944,0,0,0,0,-0.0851131001814598,0,0,0,0,0
X600585.SH,0.0197860300129808,0,0,0.254738561796196,0,0,0.0938432365126611,0,0.0297585180677118,0,0,0.00871780293012039,0,0,0,0,0,0,0.089872006578469,0,0,0,0,-0.0132686566226915,0,0.0586449503589705,-0.0195033438165249,0,0,0,0,0.0281340554824927,0,0,0.116410948088248,0,0,-0.0498823469927092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117606883316966,-0.190082942544407,0.0944994875584216,0,0,0,0
