,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X300072.SZ,X601991.SH,X600795.SH,X600309.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600886.SH,X600547.SH,X000709.SZ,X600027.SH,X600339.SH,X002466.SZ,X600157.SH,X600111.SH,X000898.SZ,X601158.SH,X000959.SZ,X600008.SH,X600489.SH,X600299.SH,X002460.SZ,X000883.SZ,X600352.SH,X600219.SH,X600583.SH,X600578.SH,X000723.SZ,X600176.SH,X000630.SZ,X002271.SZ,X000408.SZ,X000539.SZ,X600021.SH,X000792.SZ,X000027.SZ,X000600.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.214662739849252,0.0184324828710215,0,0.0223762617112779,0,0,0.0644549786984904,0.0558646454323846,0,0,0,0,0,0.153216624510244,0,0,0,0.0467358977399071,0,0,0,-0.00814950677398492,0,0,0,0,0,0,0,0,0,-0.0261295834713654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312714925660481,0,0,-0.0138638471516829,0,0,0,0,0,0,0
X600028.SH,0,0,0.0209653940288509,0,0,0,0,0.0264017145564843,0.0402926966874278,0,0.0823696782054182,0,0,0,0,0,0,0.076770266723055,0,0,0.0356615869213106,0,-0.00549999742572244,0,0,0,0,0,0,0,0,0,-0.0403358391249318,0,0,0,0,0,0,0,0,0.00492968090249496,0,0,0,0,0,-0.0766092307525458,0,0,0,-0.00828332948319542,0,0,0,0,0,0
X601088.SH,0,0,0,0.0326433852943008,0,0,0,-0.0460570108253406,0,0,0,-0.0625701182605986,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.175094841974504,0,-0.000709650600987006,0,-0.0410966174019533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260554958062769,0,0,-0.0090799049982597,0,0,0.00967882014383807,-0.00464471594363544,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0191996680042352,0,-0.0695130920019028,0,0.145535362505033,0,0,0,0,0,0,0,0,0,0,0.559492086618093,0,-0.0448181047934377,0,0.012207547748618,0.0418658234504555,0,0,0,0,0,0.055485312789348,0,0,0,0,0,-0.0262251810501038,0,0,0,0,0,0,-0.00733043083935506,-0.0400321309163227,0,0,0,0,0,0
X600011.SH,0,0,0.158110428800298,0.0136421835148473,0,0,0,0,0,0,0,0.113528442724978,0,0,0,0,0,0,0,3.46944695195361e-18,0.0148079306333651,0.427466748667726,-8.67361737988404e-19,0,0,0,0.0289917084347868,0,0,0.0224523725115515,0,0,0,0,0,0,0,0.0846799403120061,0,0,0,-0.171662623815669,0,0,0,0,0,0.0663729463461452,0,-0.0290648596946914,0.0722196164195979,-0.0477577241134572,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0451901974838872,0,0,0,0,0,0,-0.0113179153271603,0,0,0,0.0132334413295412,0.303026748843929,0,0,-0.00503358837648365,0,0,-0.00324228085785197,0,0,0,0,0,0,-0.0126846925286996,0,0,0.13997219814259,0,0,0,-0.156403533731231,0,0,0,0,0.102853386777116,0,0.0255708484334301,0,0,0,-0.0451247205263191,-0.0521528439871222,0,-0.0334770217456765,1.0842021724855e-19,0,0,0,-0.133347913524846,0,0
X600010.SH,0,0,0,0.137175438838746,0,0,0,0,0,0,0,0,0,0,0.0978544949309628,0,0,0,0,0,0.117453605207952,0,0,0,0,3.46944695195361e-18,0.0843316377278305,0,0,0.0870181313566091,0.0483068951038936,0,0,0,0,0,0,0,0,-0.0312623992004076,0,0,0,0,0,0,0.000934573290384402,-0.0740674823907882,0,0,0.0155205700361209,0.0102887789427221,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0560365786699142,-0.062709919495034,0,0,0,0,0,0,0,0,0,0.124801900055959,0,0,0,0,0,0.60546637612159,0,0,-0.113806679543712,0,0,0,0,0.36033770797613,0.234101249564479,0,0,0,0,0,0,0,0,0,0,0,0.0685204196906394,0,0,0,0,0,0.0775391133221608,0.0562213849638789,0,0.026662568879562,0,0,0,0,0,0,0
X601898.SH,0,0,0.204522283752151,0,0,0,0,0,0,0,0,0,0,0.0484821501515702,0,0,0.110673537909768,0.0973236388870798,0,0,-0.00940202499775852,0,0.0441150512386028,0.133530181760024,0,0,0,0,0,0.0498421938786401,0,0,0,0,0,0,0.0964628038547,0.0775234527927338,0,0,0,-0.0175413855105781,0,0,0,0,0,-0.0473335018897122,0,0,-0.0132050652980917,-8.67361737988404e-19,0,0,0,0,0,0
X600688.SH,0.215992030967051,0,0,0.0546252328944983,0,0,0,0,0.0431153501458247,0,0,-0.087500903817162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384753073451759,0,-0.0450609167116016,0,0,0,0.100984518046,0,0,0,0,-0.0143100976590628,0,0,0,0,0,0,0,0,-0.00367553638336548,-0.0177828250367508,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.750321064038849,-0.172688960294044,0,0,0,0,0,0.100965603290404,0,0.549094586349806,0,0,0,0,0,0,0,0,-0.114026472659908,0,0,0,0,0,0,0.099098614016069,0,0,-0.25517203794501,0,0,0,0,0,0,0,0,0.335694161008625,-0.0902708344459319,0.413699323750234,0,0,0,0,-0.0284147919018891,0,0.0803116306468516,0.00902821590620974,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.109606154821303,0,-0.0200600972494909,0,0,-0.174431601854092,0,0,0,0,-0.0784341284243773,-0.141870332692215,0,0,0,0,0.363216944756199,0,0,0,0,0,0,0,0,0.307325511079822,0,0,0,0,0,0,0,0,0,0,0.291266679831557,0,0.104107475442299,0,0,0,0.03857244770716,0.222199449412966,0,0.126551793638135,-0.0744332099508854,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0414326431713849,0,0,0,0,0,0.0737349889926746,-3.46944695195361e-18,0,0.018055072022987,0,0.0133320663443458,0,0,0,0,0.0672403037245649,0.024367025055946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461449057429012,0.0288075145834691,0,0,0,0,-0.00551962848755159,0.081822323639852,0.0348024941484543,0,0,0.0135276648212592,0,0,0,0.011614733803762,0,0,0,0,0,0
