,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X600803.SH,X601699.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X000983.SZ,X600160.SH,X000786.SZ,X000807.SZ,X600995.SH,X000629.SZ,X300037.SZ,X002080.SZ,X600219.SH,X600378.SH,X000933.SZ,X000723.SZ,X000932.SZ,X000408.SZ,X600096.SH,X600688.SH,X000831.SZ,X600157.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.168253506181712,0,0,0,0,0,-0.0918619825059656,0,0,0,0,0,0.12620988580964,0,0.0250730415672813,0,0,0,0,0,0,0.00943539785447675,0,0,0,0.0677693536298141,0.030146426644494,-8.67361737988404e-19,0,0,0,0,0.115560350112558,0,0,0,0,0,0,0,0,0,0,0,-0.0238913734735792,0,0,0,0,0,0.0486356230728519,-0.0476840472205629,0,0,0,0,0,0
X600028.SH,0.391619881997421,0,0.220086936048253,0.0174021610274592,-0.0851766318970738,0,0,-0.0276562699421999,0,0,0,0,0.115378856138281,0.175543090158805,0,-1.73472347597681e-18,0,0,0,0,0,0,0.125659656120412,0,0,0.00813345873886517,0,0,0,0,0,0,-0.0467796009504787,-0.0522509726380634,0,0,-0.107399821507318,0,0,0,0.0104653521579287,0,0,0,0,0,0,0,0,0,0,0,-0.0234643901057905,0,0,0,0.153702704595731,0,0
X601088.SH,0,0.174466569280703,0,0,-0.138773340832741,0,0,0,0,-0.0365066403607837,0,0,0.238386146300637,0,0,0.0722490681593317,-0.0696313409916836,0,0,0,0,0,0,0,0,0,0.121561223282389,0,0,0.184160430077482,0,0,-0.0312686040204894,0.0885714227395113,0,0,0,0,0,0,0.0656590461560659,0.0729714235537073,0,0,0,0,0,0,0,0,0,0,0,-0.0134143543538796,0,0,0,0,0
X600309.SH,0.085665333633464,0,0,0,0.0657318689528022,0,0,0,0,0,0,-0.0242174236775075,0,0,0,0,0,0,0,0.0278054931009084,0,0,0.299110773957525,0,0,0,0,0,0,0.199157012420536,0,0.0663472905695237,0,0,-0.0293982007234869,0,0.0157433535638863,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.218995414846058,-0.0205505739583205,0.0182194480963359,0,0,0,0,0,0
X600188.SH,0,0,0.526371762220835,-0.0551635056385616,0,0,0,0,0,0,-0.162224739785568,0,0,0,0,0.00882579318153552,-0.418497366995917,0,0,0,0,0,0,0,0,0,0.088264452583104,0,0,-0.0523866928508323,0,0.155839469279334,0,0,0,0,0,0,0,0,0,0.226144533464867,-0.0459168527718751,-0.0147421945704056,0,0,0,0,0,0,0,-0.00995691166310562,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853980504833456,0,0,0,0,0,0.237286921604222,0,0.000184295763157958,0,0.00102259538067,0,0,0.0126136570176457,0,-0.0173165425543482,0,0,0.113586239901873,0,0,0,0,0,0,0.0667624952210454,0,0,0,0,0.0672754532497053,0,0,0,0.243347389913959,0,0.00303199940216137,0,0,0,0,0,0,0
X600019.SH,0.118338227962652,0.158897669964794,0,0,0.174928414115441,0,0,0,0,0,0,0,0,0.0881231971502111,0,0,0,0.0484854555583695,0.0824217366386623,0,0,0.374378205584389,0,0,0,0,0,0.0205006346523781,0,0,0,0,0,0,0,0,0,0.0596794548499123,-0.0586852761675725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,-0.018727284711223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223871086640224,0,0,-0.120775155239019,0,0,0,0.484530768793945,0,0,0,0,0.089322959087739,0,0,-0.0712973175907311,0,0,0,0.104996210340822,-0.0435103584860364,0,0,0,0,0,0,0,0,0,-0.00576413960096568,0.00715159602760258,0,0,0,0,0,0
X002460.SZ,-0.10348839649738,0,0,0,0,0,0,0,0,0.719233263113727,0,-0.0266127792008362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106082938279787,0,-0.0240155046674702,0,0,0,-0.0594191038717017,-0.0242810367267526,0.132277609862418,0,0,0.0112412437878284,0,0,0,0,0,0,0.038308639315636,0,0,0,0,0,0,0,-0.0156635119311879,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.528493148898032,0,0,0,0,0,0.155172852302121,0,0,0,0,0,0,0,-0.0634532535293494,0,0.0448597552318678,0,0,0,0,0,-0.0188600927306513,0,5.42101086242752e-20,0,0,0,0.0514659315555121,0.0695613560947252,0.002511469422185,0,0.0624382748776296,0,0,0,0,0,0,0,0,0,-0.0574620499368798,-0.0118009498002715,0.00805415780324065,0,0,0,0,0,0
