,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600111.SH,X600688.SH,X600188.SH,X600795.SH,X002460.SZ,X600362.SH,X600516.SH,X601991.SH,X600547.SH,X600660.SH,X300072.SZ,X000898.SZ,X000709.SZ,X600886.SH,X600157.SH,X600027.SH,X600339.SH,X600808.SH,X600219.SH,X000807.SZ,X600489.SH,X000408.SZ,X000792.SZ,X000959.SZ,X600549.SH,X000723.SZ,X000983.SZ,X002092.SZ,X600352.SH,X601699.SH,X601158.SH,X600008.SH,X000553.SZ,X000630.SZ,X000883.SZ,X600299.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0146076503087957,0,0,0,0,0.019350191138057,0,0,0,0,0,0.0596367526179754,0.016521135895798,0,0,0,0,-0.0286367038907292,0,0,0.0385042010548347,0,0,0,0,-0.0262719394846389,0,0,-0.000789230781804283,0,0,0,0.030930556135266,0,0,0,0,0,-0.00637081799587542,0,0,0,0,0,0,0,0,0,0,-0.0112602092208677,0.00939862589472105,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.119663905686724,0,0.0319962876143127,0,0,0,0,0,0,0.0125698946027388,0,0.0201085622820222,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00567096462176899,0,0,0,0,-0.0233499998595337,0,0,0,0,0.118660269911954,-8.67361737988404e-19,0,0,-0.110437937056617,0,0,-0.0526890875665939,0,0,-0.00219203970656745,0.0170088230719608,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0482486349401983,0,0,0,0,0,0,0,0,0.940675623232279,0,0,0,0,0,-0.0227688103493879,0,0,0,0,0,0,0,0.0333062641048383,0,0,0,0,0,0,0,0,0.00233171325511428,0,0.111009498661837,0,0,0,0,0,0,0,-0.00646351373619194,0,-0.0096331468873382,-0.0223806906861544,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.134841105031198,0,0.00359220784236341,0.0993969014403154,0,0.110268218664954,-0.0535866489982416,0,0.00213861154127354,0,0,0,0,0,-0.0412802444979669,0,0,0,0.0858341259368751,0.200106493722563,0,0,0,0,0,0.281350328385495,0,0,0,0,0,0,0,-0.00496126399059007,0,0,0,0,0,0,0,0,0,0,0,-0.0403568556784729,-0.0142976507449586,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.185413687209988,0,0,0,0,0,0,0,0,0,0,0.0400661813133558,0,0,0,0,0,0.14978376711719,0,0.0121306685499477,0,0,0,0,0.173417555010329,0,0.068203585757908,0.0584427179684296,0,0.0962088780760107,0,0,0,0,0,0,0,0,-0.0183557500601366,0.0434013117788732,0,0,0,0,0,0
X600585.SH,0,0.225246468723023,-0.10061041475428,0,0,0,0,0,0.00486334700477893,0,0,0,0.0438434053724525,0,0,0,0.0101985040773253,0,-0.0894300053251535,0,0,0,0,0,0,0,0,0,0,-0.108787264453285,0,0.100592142016314,0,0,0,0,0,0,0,0,0,0.0675690104207856,0,0,0,0,0,0,0.106560842261088,-0.199763867696831,-0.00450572652228361,1.73472347597681e-18,0,0,0,0,0,0
X601600.SH,0,0,0,0.167660548631987,0,0,0,0,0,0.275572887304926,0.040844771068702,0.00830395236009243,0,0,0,0,0,0,0.110674592258599,0,0,0,0,0,0,0,0,0,0,0.0566112796926475,0.202628745768161,0.173432532767224,0,0,0,0,0.0782269786007512,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115157044157093,-0.0132754970609562,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19864774370667,0.0496481606129,0,0,0.0523954359384984,0,0,0,0,0,0,0,0,0.0802890562443553,0,0,0,-0.110570755996721,0,0.0258169260714058,0,0,0.0517664656997818,0,0.127601137469299,0,0,0,0,0,0,0,0,-0.0168356156446187,0.0194289339098644,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0849032802325466,0,0,0,0,0,0,0,0,0,0.0814617411893579,0,0,0,0,0,0,0,0,0,0,0,-0.0538647118806426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239544744295454,0,0,0.0109772165920698,0,0,0.0147189427342013,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0871508105638566,0,0,0,0,0,0,0,0,0,0,0,0,0.0798619482329848,0,0,0,0,0,0.23075826878291,0,0,0,0,0,0.0424213090991324,0,0,0,0,0,0,0.0823892233136792,0,0.0926140182580174,0,0,0.00634114820436628,0,0,0,0.143581798364248,0,0,0,0,0.0115656882543809,0,0,0,0,0,0,0
