,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X601898.SH,X600010.SH,X600688.SH,X600660.SH,X601991.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X002466.SZ,X600027.SH,X600516.SH,X601992.SH,X600176.SH,X002460.SZ,X600111.SH,X600299.SH,X000629.SZ,X000709.SZ,X300072.SZ,X000825.SZ,X600808.SH,X600352.SH,X000553.SZ,X600339.SH,X600801.SH,X600583.SH,X002110.SZ,X000786.SZ,X600426.SH,X601158.SH,X000301.SZ,X000883.SZ,X600219.SH,X000932.SZ,X000792.SZ,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.100944901734734,0.0374225365779207,0,0,-0.125401174821652,0.0843322821955428,0,0,0,0,0.115508906610746,0,0,0,0,0,0,0,-0.0761275073575312,0,0,0,0,0,0,0,-0.00729392628601961,0,0,0,0.00565869971897137,0,0,0.19428654326385,0,0,0,0,0.0324533817457144,0,0.0911058879975214,0,0,0,0,0,0,0,-0.0722187797385111,0.0249302990910469,0.0248239108825171,0,0,0,0,0,0
X600028.SH,0.0870101887204232,0,0.0700036207648377,0,0,0,0,0.10526753887444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543793867910599,0,0,0,0,-0.0187838490440252,0,0,0,0,0,0.0530359050301657,0,0.135203882015601,0,0.0925664451082752,0,0,0,0,0,0.0556892394347683,0,0.000796824913916097,0,0,1.0842021724855e-19,-0.013142150955639,0,0,0,0,0,0
X601088.SH,0,0.100943781280654,0,0,0.0600688608205882,0.000505367459749252,0,0.0533817038200842,0,0,0,0,0.0354848949881913,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709816428778669,0,0,0,0,0,0,0,0,0.06355560050338,0,0,0,0,0,0,0,0,0.00751850847127671,0,0.0281475867352831,0.317366472123572,0.192345658954187,0,-0.0102641066404539,-0.0297518203830356,0,-0.0645926745443086,0,0,0,0
X600585.SH,0,0,0,0,0.1579611881881,0,0,0,0,0,0,0,-0.0867948556486672,0,0,0,0,0,0,0,0,0,0,0.053981642692536,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.37782585931466,0.0882873716594219,0,0.261326164823001,0,0,0,0,0,0,0,0,0,0,0,-0.0187441495275288,-0.0375086648682212,0,0,0,0,0,0
X600019.SH,0,0,0.0636340013440459,0.065891875777364,0,0,-0.041713878759803,0,0,0,0,0,0,0,0,0,0,0.448226795444287,0,0,0,0,0,0.0992981156100522,0,0,0,0,0,0,0,0,0,0,0,0.180442803768135,-0.00831272340389449,0.0086655995155222,0.0211154625122745,0,0,0,0,0,0.172752271660496,0,0,0,0,0,0,-0.00370299658790644,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515457260381402,0,0,0.251991703925927,0,0,0,0,0,0,0,0,0.0988069643921789,0,0,0,0.0916665767376276,0,0,0,0.104155364315708,0.254818867564275,0,0,0,0,0,0,0,0,0,0,0.00972034349524598,-0.00206320222611127,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.038298111259751,0,0,0,0,0,0,0,0,0.782069576100972,0,0,0,0,0,0,-0.0160269294440313,0,0,0,0,0.0728758958268719,0.0193243628949981,0,0.027704403492772,0,0,0,0,0,0,0,0,0,0,0,0,-0.151304984419903,0,0.0120143380474078,0.0266042782401844,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.246744620888218,0,0,0,0,0,0,0,0,0.0326796819322786,0,0,0.0704082125837307,0,0,0,0,0,0,0,0,0.0296329142855403,0,-0.0538696740204658,0,0,0,0,0,0.0461313124706675,0,0,0,0.0210252554174639,0,0.293200057425655,0,0,-0.00704876036363031,-0.00303750969221078,0,0,0,0,0,0
X600010.SH,0,0,0,-0.051976055441363,0,0,0,0,0,0,0,-0.138840427633229,0,0,0,0,0,0.328766548485697,0,0,-0.0309761928746488,0.19350675757295,0.0631069213415663,0,-0.00466406358543725,0,0,0.00520291357257462,0,0,0.0091491109791756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482293294682593,0.121879251210263,0,0,0,0,0,0.00334842490252188,0,0,0,0,0,0
X600688.SH,0,0.367267403955841,0,0,0,0,0,0,0,0,0.0457912494443824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013687503281227,0,0,0.0479091754768265,0,0.082468326636689,0,0,0.00345797606374539,0,0.0168442608284434,0.0534750741378938,0,0.00608076653540847,0,0,0,0,0,0,0,0,0,0,0.006327895746157,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.107482431807052,0.129597259307046,0,0,0,0,0,0,0,0,0,0,0,0.231817470945076,0.163878749785781,0,0.0206330505892995,0,0,0.0338621084163204,0,0,-0.0219043906164785,0,0,0,0,0,0,0,0,0.0344235351918561,0,0,0.0319608086706112,0,0,0,0,0,0,0.173379624491545,0,0,0,0,0.000235115661747377,0,0,0,0,0,0
