,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X601992.SH,X000723.SZ,X002271.SZ,X600176.SH,X002466.SZ,X002353.SZ,X600516.SH,X600583.SH,X000898.SZ,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000027.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X000792.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0206373314035122,0.154322229408159,0,0,0,0,0,0.02151663370249,0,0,0,0.177751237350944,0,0,0,0,1.73472347597681e-18,0.00689020895867727,1.73472347597681e-18,0,0,-0.0171261967834688,0.00644154394766086,0.066934592389921,0,0,0,0,0.0611409494382197,0,0,0,0,0,0,0,0,0,0,-0.0310642338870288,0,0,0,0,0.00508091636607555,0,0,0,-0.0251598920219973,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0319658367004857,0.0437721211240447,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00530542338576657,0,0,0.156779081911291,0,0,0,0.00286283039500222,-0.0826898379592468,0,0,0.124815214753968,0,0,0,0,0,0,0,-0.0309723820217518,0,0,0,0,-0.0262168861171619,0.00881995792366499,0,0,0.0108377884482584,0.00977396164014874,0,0,0,0.0153734489778117,0,0
X601088.SH,0,0,0,0,0,0.470521111163047,0,0.0302454876089997,0.00567652645212237,0.0359763749601371,0.0474577600586825,0,0,0,0,0.0855613081189868,0.00209730346673109,0,0,0,0,0,0,0,0,0,0,0,0,0.0423443735519708,-0.103647614014963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018220915685811,-0.0126982374725575,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.266560768738437,0,0,0,0,-0.0560323503876062,0.025671390582937,0,0,0,0,0.302266627679159,0,0,0,0,0,0.0942980925373935,0,-0.0567103757950734,0,0,-0.0199951416543145,0.0555045182742995,0,0,-0.0154265388400093,0,0,0,0.0635860657171228,0,0,0,0,0,0,0,-0.0552289383559382,0,0,0,0,0.00850278722916995,0,0.0226543244719062,0,0.0173716788022895,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.108790537717446,0,0,0,0,-0.105115884737344,0,0,-0.0707496780078866,0,0,0,0.121826202003761,0,0,0,0,0,0,0,0,0,0,0,0.201332042721731,3.46944695195361e-18,0,0,0.102012553842708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0855219325837552,0,0,0.0119238360434962,-0.0381628433222648,0.0167217792757375,0,0,0,0,0,0
X600019.SH,0,0,0.252211548069257,0,0,0,0,0,0.0364302181237995,0,0,0.0753240663123305,0,0,0,0,0,0,0,0,0,0,0,-0.0340896476870394,0,0,-0.0512353270099978,0,0,-0.0102780782954273,0,0,0.0422852378387781,0,0,-8.67361737988404e-19,0,0,0.100087322619692,0,0,0,0,0,0,0,0,0,0,0.0734217773634667,0,0.00819616853661786,0.0132021326564056,0,0,0,0.0168151697797773,0,0
X600547.SH,0,0,0,0,0,0,0,0.0172701834558423,0,0,0,0,0,0,0,-0.00598309644309859,0,0,0,0,0,0,0,0.0477830793615824,0,0,-0.0627629019654533,0,0,-0.0524803713037588,0.0149401561938459,0,0,0,0.00686650000030216,0,1.22875536776177,0,0,0,0,0,0,0,0,0,0,0.208977303449025,0,0,0,-0.0119743083048306,0,0,0,0,-0.0397779397138263,0,0
X600011.SH,0,0,0,0,0,0,-0.0411677318392534,0,-0.169151538817696,0,0,0,0,0,0,0.129325537910815,0,0,0,0,0,0,-0.0422344131270403,0,0.125864964548467,0,0,0.111545399768838,0,8.67361737988404e-19,0,0,0.0712522257334378,0,0.00643065512956219,0,0,0,0,0,0,0,0,0,0.0785710204477671,0,0,0.139402704633432,0,0,-0.038468004906857,-0.0190946527703929,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.485012881902663,0,0,0,0,0,0,0,0.523901574057394,0,0.0964516531081687,0,0,0,0,0,0,0,0,0.199731474745189,0,-0.108087481665361,0,0,0,0.404400386021146,0,0,0,0,0,0,0,0,0,0,-0.1170172493455,0,0,0,-0.106034272352455,-0.0205797558708948,0,0,0,0,0,0
X601898.SH,0.253500995696434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516383831653296,0,0,0,0,0,-0.113864232192819,0,0,0,0,0,0,0.15942074503416,0,0,0,0,-0.190992476740256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496680065573258,0.0645134978893016,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0843793142686661,-0.0848752709071995,0,0.139070722882211,0,0,0,0,0,0,0.0455674525399153,0.158195003520525,0,0,0,0,0,-0.196900789096429,0,0,0,0,0,0.0658664602603707,0.125432017441963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237464427782267,0,0,0,0.0070718125860078,0,0.146517646611631,0,-0.0275685134801667,-0.0111860354992047,0,0,0,-0.0248952036475727,0,0
X600010.SH,0,0,0,0,0,0.349518161236797,0,0,0.121908840402598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602260809648973,0,0,0.0778035949036497,0,-0.0305774282766553,0,-0.0410018990476693,0,0,-0.00294717629343291,0,0,0,0.090839100715488,0,0,0,0,0,0,0,0,0.217939038218398,0,0,-0.0297052028677932,0.0697974735236606,0,0,0,0.103080435560899,0,0
X601600.SH,0,0,0,0.169337763884563,0,0,0.0397807536413262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515868163802583,0,0,0,0.0510354731627391,0.112012202983904,0.0452682303667159,0.019964852869395,0,0,0,0,0,0.00575501440500571,0.0168622141163725,0,0,0,0,0.133304027717729,0,0,0.0376991164337215,0,0,0,0,0,0,0,0.00891112231830735,0.00298678431763119,0,0,0,0.0365589182394139,0,0
X600660.SH,0,0,0,0,0.0711534400809614,0,0,0,0,-0.0143543029494291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254088684632984,0.000370460597062043,0,0.0617653518124027,0,-0.0492270315968795,0,-0.000297922982116765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538138235237515,0,0,0,-0.0046577502639569,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0547232716666171,0,-0.0222927894627107,0,0,0,0,0,0.0604954078661626,0,0,0,0,0.0382957959448277,0.0591910730268477,0,0,0.16004387210295,0.0593801538405291,1.0842021724855e-19,0.0586715113120004,0.0252302728450348,0,0.0807174876864529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328894869596354,-0.00711509010507264,0,0,0,-0.0070407998503557,0,0
X600801.SH,0,0,0.240744322856062,0,0,0,0,0,0,0.0330065943337675,0,-0.166844307618573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2935678449301,0,0,0.137284246559252,0,0,0,0.00393714135103148,0,0,0,0,0,0,0,0.00822398131928232,0,0,0,-0.043440561711661,0,0,0,0,0.0150086020912501,0,0,0,0.0424754785797777,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.0418949293188933,0.239077183442122,0,0,0,0,0,0,0,0,0,0.0933029992208608,0,0,0,0,0.0410864169765382,0.0895485659572155,0,0,0,0,0,0,0,0,0,0.0351239258537004,0,0,0,0,0,0.0502003976817803,0,0,0,0,0,0,0.181085237367778,0,0.0257607789417792,-0.0282617288335846,-0.0108236288104217,0,0,0,0.057229992409686,0,0
X600795.SH,0.0710209129963673,0,0,0,0,0,-0.0732607741474745,0,0,0,0.0439785052401574,0,0,0,0,0,0,0,0,0,0,0.0486173003539822,-0.0191763645729742,0.0795917847338176,0,0.0950011881517331,0.000980245057534177,0,0,0,0,0.112773958122694,0.085516266499492,0,0,-0.0404656399398107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186782175468329,-0.0207303993866394,0,0,0,-0.0263817888308819,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0701130425873193,0,0,0.054177848028779,0.0409628714172592,0,0,0,0,0,0,0,0,0,0,0,0,0.019235737230203,0.000813207716567762,0.0409831541050078,0,0,0.0302692847516767,0.104714095706091,0,0,0.0912994811948754,0.0485566049175854,0.0179450152854776,0,0,0,0,0.0816210682333407,0,0,0,0,0,0.00601455625149751,0,0.0761404340132539,0,-0.0182601219049177,0.0575670420016351,0,0,0,0.0756876640524363,0,0
X600352.SH,0,0,0,0,0,0,0.0824912029381075,0,0,0.0547415517765869,-0.0766269764574609,0,0,0,0,0,0,0,0,0,0,0,0,0.118154198405354,0,0,0.382027429258524,0.067013468332055,0,0,0.0188265359581117,0.00845227832447086,0,0,0,0,0,0,0,0,0,0.0241432699922597,0,0,0,0,0,0,0,0,0.0869903222014521,0.0431027304877968,0,0,0,0,-0.00248588571669021,0,0
