,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600362.SH,X600426.SH,X600027.SH,X600803.SH,X601991.SH,X601699.SH,X600489.SH,X600176.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X600612.SH,X600688.SH,X300037.SZ,X000629.SZ,X000408.SZ,X002080.SZ,X000933.SZ,X600096.SH,X000630.SZ,X000932.SZ,X000723.SZ,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.120124596688786,0,0,0,0,0.099710355469684,0,0,0,0,0,0,0.0689309927628111,0,0,0,0,0,0,0,0,0,0.0362584434109642,0,-0.0711716879583573,0.0849249113205266,0,0.0207872552467121,0,0,0,0.0133030575240685,0.117385219198834,0,0,0,0,0.0525925150537723,0,0,0,0,0,0,0,0,0,0,0,0,0.0497682061730467,-0.028157576834708,0,0,0,0,0,0
X600028.SH,0.501642252899005,0,0.0253737605007895,0,-0.182262948911125,0,0,0,0,0,0,0.137097523453404,0,0.141120704773278,0,0,0,0,0,0,0,-0.0360066866044895,0,0,0.142258173629023,0,0,0.0176721096551281,0,0,0,0,0,-0.0424169482168317,0,0,0,-0.031533697935752,0,0.0320603739731892,-0.0913898327593288,0,0,0,0,0,0,0,0,0,0,0.00816112318249347,-0.0529458145545175,0,0,0,0,0,0
X601088.SH,0,0.125612605250091,0,0,-0.196044920193341,0,0,0,0,0,0,0.259326764234018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237801490493874,0.0246019682064055,0,0,0,0,0.0129691918573112,0,-0.0177844620300511,0,0,0,0,0,0,0,0.200160252124843,0,0,0.15968142942357,0,0,0,0,0,-0.0151385498783999,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0337929115527836,0,0,0,0,-0.0843432623378055,0,0,0,0,0,0,0,0,0,0,-0.119430898858859,0,0,0.256453328839267,0,0,0,0,0,0,0,0.134805201300942,-0.0161350599507569,0,0,0,0.04701103056995,0,0,0,-0.0480379508141082,0,0,0,0,0,0,0,0,0,0.0269224247990478,0.0109736918947166,0,0,0,0,0,0
X600188.SH,0.145552472063553,0,0,0,0,0,0,0,0,0,0,0.202138098688997,-0.159927193973656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753749131740462,0,0,0.0640271141692569,0.0845051978483529,0,0,0,0,0,0,0,0,0,-0.000833328126075818,0.251437219906288,0,0,-0.0421979670270996,0,0,0,0,-0.0536402807581031,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0247425784210371,0,0.122090566117812,0,0,0,0,0,0,-0.0862641925056505,-0.180944718771777,0,0,0,0.444046393591126,0.00574804686097096,0,0,0,0,-0.163698948130348,0,0,0,0,0,-0.0913623139417789,0,0.0236780893041477,0,0,0.057827787272384,0,0,0,0,0,0,0,0,0.00525064064177207,0,0,0,0,0,0,0
X600019.SH,0,0.304934950409941,0,0,0,-0.0621584037282091,0,0,0,0,0.0455170145420041,0,0,0.0704783124736471,0,0,0,0,0,0,0.123082066686277,0.0202347275053222,0.0954621286256431,0,0,0,0,0,0,0,0.119900594980294,0,0,0,0,0.127396363076649,0,4.33680868994202e-19,0,0,0,0,-0.0858562097244789,0,0,0,0,0,0,0,0,0.0129579705447051,-0.0185854344471598,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0184594074997315,0,0,0,0,0,0,0,0,0.000466323363930767,0,0,0,0,0,0.0403200319091234,0.148095575079492,0.233245797882219,0,0,0,0,0,0,0,-0.00701571112830117,0.0890911496954181,0,0,0,0,0,0,0,0,0,0.027076485142978,-0.0524921086845231,0,0.0932762774758307,0,0,0,0,0,0,0,0.0163024127680024,0.00274674477707028,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.690055690450371,0,0,0,0,-0.11704549248987,0,0,0,0,0,0,0.188187522613001,0,0,0,0,0,0,0,0,0,0,0,-0.0976299477610341,0,0,0,-0.0465952725353509,0,0,0,0.0521047790186052,0,0.0289215094366972,0,0,0,0,0,0,0,-0.00459834325114149,0,0,0,0,0,0,0
X002466.SZ,0,-0.0652886003600374,0,-0.049411985160832,0,0,0,0,0.352794737206089,0,0,0,0,0,0,0,0,0,0,0,0.234357791083139,0,0,0,0,0,0,0,0,0,0,0,0,-0.115649637250586,0,0.00296715257144517,0,0,0,0.0939018293285349,0,0,0.056763185630214,0.028330184278712,0,0,0,0.368391007393007,0,0,-0.0597078396853421,-0.0327128595397568,0,0,0.374437841554431,0,0,0,0
X600547.SH,-0.0744869570646756,0,0,0,0,0.0608650341519943,0,0,0.00947588013112712,0,0,0,0,0,0,0,0.025100407482394,0,0,0,0.185799946559037,0,0,0.0485313986025399,0,0,-0.0840246221334201,0,-0.0287496044626138,0.635775016232724,0.0597936314634227,-0.0327815337758818,0,0,0,0.0325538664069153,0,0,0,0.0241251559535016,0,0,0,0,0,0,-0.108685708870804,0,0,0,0,-0.0333394287878451,0,0,0,0,0,0,0
X601898.SH,0,0.442718448458793,0,0,0.144640566995648,0.0810329002628259,0,0,0.00645669531222474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324101720389222,0,0.0166070031266181,0,-0.190259829394965,-8.67361737988404e-19,0,0,0,0.111431706442284,0,0.0566894617709076,0,0,0,-0.151054803123439,0,0.161218849808899,0,0,0,0,0,0,0,0,0.0234024184960306,0.0138278604185678,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.133447503165588,0.202775885422707,0,-0.0593505093917809,0,0,0,0.0416875540516229,0.0355049465186249,0,0,0,0.0116431890781728,0,0,0,0.0873977477118534,0,0,0,0,-0.0198375759678177,0,0,0,0,0,0.103602011404749,0,0,0,0.0543036254218469,0.0586725988297621,0,0,-0.0179686955868341,0,0,0,0,0,0,0,0.0165772688922388,0,0,0,0,0,0,0
