,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X000629.SZ,X600808.SH,X600489.SH,X600219.SH,X000786.SZ,X600801.SH,X601158.SH,X300072.SZ,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000792.SZ,X601699.SH,X000408.SZ,X002271.SZ,X600339.SH,X002110.SZ,X000301.SZ,X000630.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.180142342568971,0.0938048585222973,0,0,0,-0.0622536153300424,0,0.117687171678649,0,0,0,0.0449564144283679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13332205797798,0,-3.46944695195361e-18,0,0,0,0,0,0,0.260347603766024,0,0.239347439700718,0,0,0,-0.0233399445346428,0.0684384807572825,0,0,0,0,0,0
X600028.SH,0.572789369096061,0,0,0,0.185321473318298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118785283043207,0,0,0,0,0,0,0.0667564159699897,0,0,0,0,0,0,0,0.188800209688333,0.0598231422220486,0,0,0,-0.0333353468233941,0,-0.0171979436777412,0.0504375775675552,0,0,0,0,0,0
X601088.SH,0.355338732510886,0,0,0,0,-0.170002546652341,0,0,0,0,0,0,0,0,0,0,0.0399653101408121,0,0,0.0858873303278823,0,0,0,0,0,0,0,-0.012770036273294,0,0.0970102737118484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460600254364577,-0.035586267433954,0,0.202496225379576,0,0,0,0,0.00180588305380238,0,-0.052503553496779,0,0,0,0,0
X600585.SH,0,0,0.125424422858452,0,0,0,0.0514074707976369,0,0,0,0,0,0,0,0,0,0,0,0,-0.025460289090699,0.0746752250277426,0.127961549925808,0,0,0,0,0,0,0,0.0389768840226858,0.0286492995221585,0,0,0,0.511630807513124,0,0,0,0,0,0,0,0,0.0584126028855479,0,0,0,0,0,0.0777779769704043,0,0,0.01422652967834,0,-0.145457193967313,0,0,0,0
X600019.SH,0,0.14664690665889,0,0,0,0,0.0332305889685888,0,0,0,0,0,0,0,0,0,0.132558816902131,0,0,0,0.486850311038867,-5.42101086242752e-20,0,0,0,0,0.0341717278180054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00822192323620604,0,0.0540661887085158,0.0376922071567042,0,4.33680868994202e-19,0,0,0.0124178541683714,0,0,0.0133616004367184,0,0,0,0.0732631980964643,0,0
X600011.SH,0,0,0,0.0164300698849657,0,0,0.0920387949061371,0,0,0,0,0,0,0,0.0826968453974284,0,0,0.682982185824303,0,0,0,0,0,0,0.0432866275173064,0,0,0,0,0,0,-0.14329822297592,0,0.0444506143130539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124984189453452,0.0539420615894154,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114395872375377,0,0,0,0,-0.287490862926029,-0.254265960538271,-0.533544187155283,0,0.474159905626256,0,0,0,0.205837990861033,0,0,0,0,0,0.237259182558051,0,0,0.274390320255208,0,0,-0.041157413759754,-0.343423716368778,-0.0427338210871924,0.144878293453948,0,0.348022031312222,0,-0.353844369944563,0,0
X600010.SH,0.101899350435944,0,0,0,0,0.0232345694125077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276949684095259,0,0,0,0,0,0,0,0,0,0.0936424241040253,0,0,0.164514251419307,0,0,0,-0.056339789154361,0,0.06954833192343,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00391266421635356,0,0,0,-0.00163876850644814,-0.0169168250737079,0,0,0,0,0,0
X601898.SH,0.0376559601111741,0,0,0,0,0,0,0,0,0,0.203603711761186,0,0,0,0,0,0,0,0,0,0,0.0595073884805261,0,-0.0104920756046854,0,0,0,0,0,0,0,0.203392783532436,0,0,0,0,0,0,0,0,0,0,0.254999383285581,0,-0.0802010907637454,0.0941437199080794,0.116469217579642,0.120709969119842,0,-0.0185831847472499,0,-0.0105505122340229,0,0,0,0,-1.73472347597681e-18,0,0
X600547.SH,0,0,-8.67361737988404e-19,0,0,-0.0212309513547856,0.0071307397060735,-0.0162676673368265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449027001084207,0,0,0.0699114414419072,0,0,0,0,0,0,0.504750444232834,0,0,0,0,0,0.248244812230598,0,0,0.00765218958910687,-0.0412648420620863,0,0,0,0,0.0228415008964766,0,0,0,0,0.0147766904453698,0,0,0,0,0,0,0
