,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X600010.SH,X601898.SH,X601991.SH,X600188.SH,X600688.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X601158.SH,X000629.SZ,X000792.SZ,X000825.SZ,X600808.SH,X600352.SH,X600021.SH,X600547.SH,X000060.SZ,X000539.SZ,X600489.SH,X000027.SZ,X600660.SH,X600008.SH,X002353.SZ,X000831.SZ,X600307.SH,X600578.SH,X600219.SH,X600863.SH,X600549.SH,X002470.SZ,X600022.SH,X601699.SH,X600315.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.552334054123137,0,0,0,0,0,0,0,0,0,0.0147847098339617,0.0240903208484161,0,0,0,0,-0.00235504733991657,0,0,0,0.220845760005735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908799197235931,0,0.0174049267150862,0.0673002249735848,0,0,0,0.0591394975781255,0,0.010084787435949,-0.00289850286981545,0,0,0,0,0,0
X600028.SH,0.553741393767679,0,0,0,0.0237092151383907,0.0566614356501349,0,0,0,0,0,0,0,0,0,0,0,0.00574559232194559,0.0111239662619084,0,0,0,0.0155327696425234,0,0,-0.0257916437113745,0,0,0,0,0.0956653519451914,0,0,0,0,0,0,0,-0.0237061989014568,0,0,0,0,0,0.00525424677291342,0,0,0,0,0,0.00711532116042035,-0.037742159381166,0,0.0313426420959903,0,0,0,0
X601088.SH,0,0,0,0,0.00277521312340735,0.283725107708352,0,0,0,0.281169946006512,0,0,0,0,0,0,0,0,0,0.0169660816724424,0,0,0.0357029106761104,0,0,0.0298370538256304,0,0,0.00514057222007742,0,0.0725844283967278,0,0,0,0,0,-0.0167142169108344,0,0,0,0,0,0,0,0,0,0.135618297898216,0,0,0,0.00477946315273269,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.162497027885173,0.135612047026138,0,0.0473253550220099,0,0,0,0,0,0.401700549431028,0,0,0,0,0,0,0.0449219374910154,0,0,0,0,0,-0.0574399006709495,0,0,0,0,0,0,0,0,0,0,0.0752198645419511,0.0386175925120206,0,0,0,0,0,0.127212331849237,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.051196804338141,0,0,0,0,0,0,0,0,0.139062486793504,0,0,0,0,0.0821773392222178,0,0,0,0.0603251404121771,0.0548383816547315,0.188150479693277,0,0.22634293965561,0,0,0,0,0,0,0.107495895683503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102400114591514,0.059841873067931,0.0458452410922497,0,0,0,-0.00402285996479821,0.00872879829386943,0,0,0,0,0,0
X600585.SH,0,0,0.296241951298945,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.0202944550330205,0.0645241781771722,0,0,0,0.0525526956060035,0.165935579478056,0.0875221717858985,0,0.163757415748563,0,0,0,0,0,-0.0269310763117411,-0.0306399395005974,-0.0168726677586165,-0.0166204466200247,0,0,0,0,0,0,0,0,0,0,0,0.02032115216526,0,0.0150840199005388,0,0,0,0,0,-0.0228461777771348,-0.0189290889941498,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0228556278487313,0,0,0,-0.154042959405214,0,0.0209236218415892,0,0.0527931006835797,0.0261806896146251,0,0.357658731487913,0.112483460387448,0.0373955478368244,0.123798121517525,0,0,0,0,0,0.225768368899,0,0,0,0,0.0131898457451933,0,0,0,0,0,0,0,0,0,0,0,0.0294202340922807,0,0,0,0,0.182798266016285,0,0,0,-0.0282526435482902,0.0405019547666721,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0393333781670651,0,0.217858709666942,0,0,0.159920677577291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957793292158901,0,0.0486401246093501,0.11522566766119,0,0,0,0.0162326475374435,0.000281769683606811,0,0,0,0,0,0.0863294287230664,0.188103539437891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.177404823194777,0,0,0,0,0,0,0,0.14248696031575,0,0,0,0,0,0,0,0,0.00516712117962201,0,0,0,0,0,0,0.190443754908059,-0.18064366253075,-0.128688383836162,0.161461904844853,0,0,0,0.129216828704504,0.203802671323469,0,0,0.180218287543343,0,0,0,0,0,0,0,0,0.0340811193075586,0.0137876939634161,0,0,0.0903996812246008,-0.13876765526041,0,0,0,0,0
X601898.SH,0,0,0.0239100515667677,0,0.128598551853538,0,0.0426673119241609,0.1665831097708,0,0,0,0.0153990686621275,0,0,0,0,0.0163197991533691,0,0,0,0,0,0,0,0,0,0,0,0,0.00358756903204222,0,0,0,0,0,0.0717626341436447,0,0.0133763933432898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107783105254774,0,0,0,0,0,0
