,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600352.SH,X600188.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X600299.SH,X000709.SZ,X002460.SZ,X002466.SZ,X000883.SZ,X601158.SH,X000629.SZ,X600612.SH,X600426.SH,X600219.SH,X000027.SZ,X002353.SZ,X600583.SH,X000630.SZ,X600985.SH,X600021.SH,X000553.SZ,X600315.SH,X601699.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927985251560908,0.0948945605757534,0,-0.00227560992144167,0,0,0,0,0,0,0,0.00152559249225223,0,0,0.0255542530040338,0,0.00477525464325042,0.0282232839492925,0,0,0.0788040550422246,0,0,0,0,0.0284853843002009,0.0841149620999597,0,0,0,0,0,0,0,0,-0.0110126967617827,0.0284124957178081,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0257921252481217,0,0,0,0,0,0,0,0,0,0,0.163980392590876,-0.0131774069909701,0,0,0.0126464609712475,0,0,0,0,0,0.0304491891697631,0,0.119771457293854,0,0,0,0,0,0,0,0.0244650446226653,0,0,0.0786355917439301,0,0,0,0,0,0,0,0,0,-0.0232442222148048,0.00553803280860256,0,0,0,0.0161245848911016,0,0
X601088.SH,0,0,0,0.0430998434183706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714378874330188,0.165984162342625,-0.0277789824183446,0,0,0,0,0,0,0,0,0,0,0.0865487458618528,0,0,0,0.328251315201813,0,0.0254185339419806,0,0,0,0,-0.0718944053477717,0,0,0,0,0.018566247212107,0,0,0,0,-0.0106632551910338,0.00488250425897893,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0247850092018336,0.4298962791423,0.0427460934565945,0,-0.024464463504285,0.264628786927401,0,0,-0.0136944033182142,0,-0.021313432369152,0,0.04866516209999,0,0,0,0.0223306878732582,0,0,0,0,-0.0243146657572904,0,0,0,0,0,0,-0.0849150633170752,-0.0418249383291248,0,-0.018948678606907,0.015485676105114,0,0,0,0.00223637238499109,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.389963370166717,0,0,0,0,0,0,0,0,0,0,0,0,0.197488333486738,0,0,0,0.00977674930599282,0.0653077972636565,0,0.0886470679763461,0,0,0,0,0,0,0,0,-0.0130738074404288,0,0,0,-0.0773552139650786,0,0,0,0,0.182569545501493,0,0,0,0,0,0.015988226591981,0,0,0,0.0254969183001863,0,0
X600019.SH,0,0,0,0,0.0418599983444048,0,0,0,0,0,0,0,0.0816160957975434,0,0,0,0,0.0740502930549922,0,0,0,0,0.0266011159688169,0,0.0109601449561544,0.0367962580240827,0,0,0,0,0.0182000146295354,0,1.73472347597681e-18,0,0,0,0.0818259503822332,0,0,0,0,0,0,0,0,0,0.0741770750728133,0,0.00375201697152198,0,0,-0.0155088697425762,0,0,0,0,0.130920093490526,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.395726064640841,0,0,0,0,0,0,0,0,-0.0455572770455906,0,0,0.726851993210188,0,0,0,0,0,0,0,0,-0.0469885156040365,0,0,0.0183461628364922,0.0356072257324747,0,0,0.0442887385004826,0,0,0,0,-0.111841794362718,0.155883773769583,-0.183951227729225,-0.132638568354137,0,0,-0.0590027314552376,0.0151825325870729,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.335109059749825,0,0,0,0,0,0,0,-0.04653935059098,0,-0.0231059853570496,0.247449504871047,0,0,0,-0.0213594489530999,-0.0154048146262687,0,0,0.096467152317503,-0.137888860802356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00693147924911255,0.00473529396380469,0,0,0,0.0628503384171914,0,0
X600010.SH,0,0,0,0,0,0,-0.00246493117574651,0,0,-0.0498584849234751,0.374915034805706,0.0462246028226953,0,0,0,0,0,0,0,0.0525704397867915,0,-0.0157576827961325,0.0542108359562258,0.178150825057989,0,0,0.0313281239265809,0,0,0.043651024144888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663455838598571,0,0,0,0,0,0,-2.16840434497101e-19,-0.0351893841646098,0,0,0,0.138264363984618,0,0
X600886.SH,0,0,0,0.0800686106817412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205200369827996,0.0099811024825477,0,0.070011418206235,0,0,0,0,0,0.19130352574566,-0.209812193187739,0,0,0.362339537930595,0,0,0,0,0.0855145126170593,0,0,0,0,0,0,0,0,0,0.132565305928843,0,0,0,0.0168234446457144,4.33680868994202e-19,0,0,0,-0.0512980326340933,0,0
