,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600010.SH,X600795.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X601158.SH,X600352.SH,X000792.SZ,X600021.SH,X600808.SH,X600547.SH,X000629.SZ,X000539.SZ,X600489.SH,X002353.SZ,X600660.SH,X000060.SZ,X600008.SH,X000027.SZ,X000825.SZ,X000831.SZ,X600307.SH,X600219.SH,X600863.SH,X600578.SH,X002470.SZ,X600549.SH,X000630.SZ,X600315.SH,X600098.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.577885097840691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272405724841486,0,0,0,0,0.0937725386639143,0,0.012275779304644,0.00315041140656161,0,0,0,0,0,0.143865574347908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00341351647506762,0,0,0,0,0,0,0
X600028.SH,0.499287216319966,0,0,0,0,0,0,0,0.0218471344327774,0,0,0,0.0762760854316736,0,0,0,0,0,0.136060594807614,0,0.00135811707841942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590508778254831,0.0141250423754927,0,0,0,0.026490043066845,0,0,0,0,0,0,0.109554144214112,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0317340585554597,0.335068888984853,0.268440271022389,0.0245512616033784,0,0,0,0,0.137640512387077,0,0,0,0,0,0.0104973747247464,0,0,0.0614746186848431,0.0499848808037138,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000470847116275959,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,3.46944695195361e-18,0,0,0,0.163188295093439,0.129345881248327,0,0,0,0,0,0.497132184939192,0,0,0,0,0,0,0,0.0993315249624578,0,0,-0.0340213343411548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328782398429128,0,0,0,0,0,0.0434519598070092,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0523831431013124,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.189345002070455,0,0.256432956989987,0,0,0,0.0478184452523372,0,0,0,0.102200299484064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111686986493084,0,0.00322647398562834,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269899313584613,0,0,0.168870340728518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101365573910904,0,0,0,0,0,0,0,0.110561215376426,0.159131606821411,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.159874677212303,0,0,0,0,0.170486778236812,0.0101143440956242,0.143059622810415,0,0,0.160189117056626,0,0,0.0415234145372825,0,0,0.0792738830748445,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130561101189854,0,0,0,0,0,0,0,0,0,0,0.0190500763388703,0,0,0,0,0,0,0,0,0
X601600.SH,0.0916732609481318,0,0,0,0.0929800304432513,0,0,0,-0.0378535416415957,0,0,0,0,0,0.481809563140287,0.066687851619331,0,0.0300925583037996,0,0,0,0,0,0,0,0,0.129753673861833,0,0,0.0952424852141558,0,0,0,0,0,0,0,0,0,0,0.107778607244519,0,0,0,0,0,0,0,0,0,-0.0368095018057737,0.0325835206305508,0,0,0,0,0,0
X600010.SH,0,0,0,0.611602206339201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.028470627465422,0,0,-0.115076604363775,0,-0.0421718677254688,0,0.0649118339675204,0,0,0,0.0607698801445789,0.0436194161947797,0,0,0.100549219662809,0,0,0,0,0,0,0,0,0,0.140725767072702,0,0,0,0,0.102853243737799,-0.128055578887802,0,0,0,0,0
X600795.SH,0,0,0,0.0645144593651882,0,0,0,0.164585995235229,0.0617369285205078,0,0.21100456824926,0.0379666016652433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496000451267044,0.125878388549567,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0961599094627345,0,0,0.032024361037842,0.0571760797913965,0,0,0,0,0,0,0,0,0.0173462994951947,0,0,0,0,0,0,0
