,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600011.SH,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000877.SZ,X600886.SH,X600547.SH,X002271.SZ,X601600.SH,X600795.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X601991.SH,X000629.SZ,X600027.SH,X600348.SH,X000983.SZ,X000408.SZ,X600096.SH,X000723.SZ,X600160.SH,X601699.SH,X300073.SZ,X600141.SH,X000786.SZ,X600219.SH,X002080.SZ,X600157.SH,X600549.SH,X002353.SZ,X600378.SH,X600295.SH,X000807.SZ,X000933.SZ,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.040877616535918,0,0,0,0,0,0,0,-0.012967671944713,0,0,-0.0213036063327617,-0.00970261722696111,0,0,0,0,0,0,0,0.0523242692066375,0,0,0,-0.0688667245437129,0,0,0,0.309873014271982,0,0,0,0,0,0,0,-0.125010066830475,0,-0.00597198469026864,0,-0.0334661619483267,0,0,0,0.117325066813595,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0141481754910199,0,0
X601088.SH,0,0,0,0.0306109509546604,0.302528277083414,0.141336052015539,0,0,0.134042380194485,-0.0313423047090349,0,0.0707179573732919,0,0,0,0,0,0,0.0445578112380446,0,0,0,0,0,0,0,0,0,-0.108444144094077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188878353357639,0,0,0,0.232483719414699,0,0,0,-0.0020162344480128,0,0,0,-0.0172967756311396,0,0
X600028.SH,0,0,0,0.0580093432518224,0,0,0,0,0,0,0,0.0257893129257651,0,0,0,0,0,0,0,0,0,0.0143106819186906,0,0,0,0,0,0,0.00214475070091243,0,-0.0159178807249994,0.0623398785613136,0,0,0,0,0,0,0,0.00228053257250613,0.0147975882018432,0,0,0,0,0,0,0,0,0,0,0.00106150211589014,-0.000166032859902412,0,0,0,-0.0368780270804174,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0139935645288744,0,0,0,0,0.0676355644526713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.0466596942098884,0,0,0.0348937559963739,0,0,0,0,0.119781187941541,0,0,0,0,0.0138066990678272,0,0,-0.012990774601298,0,0,0,0,0,0
X600188.SH,0,0.0249104095458425,0,0,0,0,0,0,0,0,0.509540824717918,0,0,-0.0667182394629933,0,0,0,0,0,0,-0.0564258355838597,0,0,0,0,0,0,0,0.0264266187104529,0,0,0.0489432049885333,0,0,0,0,0.287612791632163,0,0,0,0,0,0,0.0795366861335998,0,0,0,-0.0625150219383639,0,0,0,-0.0619521803814123,-0.00324308868268314,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.591958922073612,0,0.0835842110713684,0.0136048647209796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620247900556339,-0.169540060303619,0,0,0,0.122229975041318,0,0,0,0,0,0.270090316168112,0,0,0.0653232469786517,0,0,0,0,0,0,0,0.0162140453643929,0,0.0444913040795666,0.0136506512059903,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.141477647095535,0,0,0.205443907011274,0,0,0,0,0,0,0.0394339488845741,0,0,0,0,0.13186508967958,0,0,0,0,0,0,0,0,-0.0380395848511656,0,0,0,0,0.0242523153873104,0,0,0.101962248561429,0.31447803526631,0,0,0,0,0,0,0,0,0,0.0719344112254317,0.0827508927736396,0,0,-0.0966693384749206,0,0,0,0.0412043468938233,0,0
X600585.SH,0,0,0,0,0.183205052823432,0,-0.110593088394771,0,0,0,0,0,0,0,0,0,0.00130557890786134,0,0,0,0.0249118649206452,0,0,0,0,0,0,0.264646716141661,0.0177867161838719,0,0.0130087225005435,0,0,0,0,0,0,0,0,0.25539001723079,-0.0583667662679615,0,0,0,0,0,0,0.0499957295772489,0,-0.00275518447229638,0,0.0187613534457748,0.0378143165857974,0,0,0,-0.026947291099596,0,0
X000792.SZ,0,0,0,0,0,0.283792488517569,0,0,0,0,0,0.0964129958692114,0,0,0,0.0894295518511091,0,0,0,0,0,0.0789867112753015,0,0.0285286069857745,0,0,0,0,0,0,0.0841572363813607,0,0,0,0,0,0,0,0,0,0.239270039251191,0,0,0,0,0,-0.0064399753594463,0,0,0,0,0,0,0,0,0,-0.0452982675081785,0,0
X000301.SZ,0,0,0,-0.0406296508131114,0,0.0509779387285806,0,0,0,0,0,0,0,0,0,0.0945766933641443,0.0618678063925262,0,0,0,0,0,0,0.0721992374650286,0,0,0,0,0,0,0.128727409456237,-0.0285741088233618,0,0,0,0,0,0,0,-0.354238629237694,0,0.359436231744424,0,0,0,0,0,0,0,0,0,0,-0.102273645923869,0,0,0,0.233912983034453,0,0
