,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600027.SH,X600489.SH,X002466.SZ,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X600176.SH,X000983.SZ,X600219.SH,X002128.SZ,X000877.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600157.SH,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600378.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.101440732919354,0,0,0,0,0,0,0,0.0898464877347745,0,0,0,0,0,0.309193724141881,0,0,0.257551877296078,0,0.0302648293979927,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.00331745606900148,0.0294939030594775,0,0,0,0,0,0,0,-0.0182040058726406,0,0,0,0,-0.0219865040028003,0,0
X601088.SH,0,0,0,0,0.401131279224044,0,0,0,0,0,0,0,0,0,0,0,-0.10806401597175,-0.00634292115522666,0,0,0,0,0,0,0,0,0,0,0.0370400086245617,0,0,0,0,0.142720832607876,0,0,0,0,0.0590271165810266,0,0,0,0,0,0,0,0,0,0,0,0,0.00798330094365917,0,0,0,0,-0.0231213304686501,0,0
X600028.SH,0.0312376692381067,0,0,0,0.0444641614726589,0,0,0,0,0,0,0,0,0,0.0632914157260615,0,0,0,0,0,0,0.00522116441386482,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.350609228242746,0,0,0,0,0,0,0,0,-0.0692131829249392,0,0,0,0,0,-0.0466436656913833,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990842941971498,0.0250018935313174,0,0,0.0114148512114151,0.356650364367861,0,3.46944695195361e-18,0,0.0495701958921341,0.117486531420348,0,0,0,0.00646389614394085,0,0,0,0.132802708885718,0,0,4.33680868994202e-19,1.73472347597681e-18,0,0,0,0,0,0,0.100271092907497,0,0,0,0,0,-8.67361737988404e-19,0.00826394539296443,0,0,0,0,0,0
X601898.SH,0,0.691468027175671,0,0,0,0,0,0,0,0,0,0.0827942128897212,0,0,0.0381716105861407,0,0,0,0,-0.0406807566593722,0,0.171437915203684,0,0,0,0.0254541098156364,0,0,0,0,0,0,0,0,0,-0.0186001022913619,0,0,0,0,0,0,0.083115833842936,0,0,0,0,0,0,0,0,0.048578636441218,0,-0.0244149214852432,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209949261025883,0,0,-0.0836109705716407,0.0861493466955862,0,0,0,0,0.210592678474614,-0.0549671433610646,0,0,0,0,0,0,0,0,0,0,0,0,-0.148049057623614,0.0811871709933955,-0.216539570575989,0,0,0,0,0,0,-0.0269837582798568,-0.0231487576451494,0,0,0,-0.0228336681546732,0,0
X600019.SH,0.258882364654302,0,0,0,0,0,0,0,0,0.205558285992681,0,0,0,0,0,0,0,0,0,0,0.130065226336274,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0886123422592261,0,0.0452134074436759,0,0.108084652478183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00585108833175913,0,0
X600188.SH,0,0,0,0.24730633489456,0.208209732210772,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.107096064560567,0,0.024477149098262,0,0,0,0,0.0452152902865161,0,0,0,0,0,0,0,0,0.0809925788152811,0,0,0,-2.77555756156289e-17,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0837350491988197,0,0,-0.0707166004197261,0,0
X600585.SH,0,0,0,0,0.01277725083763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887914229912453,0,0,0,0,0,0,0.12405366994367,0,0,0,0,0,0,0.338609529583947,0.0149286621929077,0,0,0,0,0,0.409655634273014,0,0,0,0,0,0,0,0.103469496313741,0,0.0688712971724921,0,0,0,0,0.0289786329084397,0,0
X601600.SH,0,0,0,0,0,0,0.21094163451794,0,0,0,0,0,0,0,0,0,-0.0672962176573835,0,1.24133350954114,-0.0499858893293787,0,0,0,0,0,0,0,0.0832950738797244,0.127376981028205,0,-0.0504769611990253,0,0,0,-0.232960964081648,0,0.140370424944893,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0167084465809325,0,0,0,0,-0.0240419747212512,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304936530153412,-0.251189827934863,0.447810511826449,0,0,0,0,0,0,0,0,-0.00973972923723126,0.0243726348296554,0,0,0,0,0,0,0,0,0,0,0.0732474879280034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139663018217532,0.0125129400981555,0,0.0593011710374824,0,-0.0220031655772741,0,0
X600011.SH,0,0,0,0,0,0,0.129777982761753,0.109311860089381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893085910197214,0.0324933415355263,0,0.033363458568765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109965876505445,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258010515375509,0.00256591644765424,0.0485100033765311,0,0,-0.00240934199520484,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341625371028385,0,0,0,0.470764382592687,0.105285847534111,0,0,0,0,0,0,0,0,-0.0169072504193262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078432968371407,0,0,0,0,-0.0100115242526606,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264290435510157,0,0.186477771681192,0.262279805813163,0,0.0663587937227421,0,0,0,0,0,-0.00251088345627168,0,0,0,0,0,0,0,0,0,0.00295828807959417,0,0,0.0408401940594567,0,-2.16840434497101e-19,0,0.202720224214556,0,0,0,0,0,0,0,0,-0.00710244054461865,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0163733335390731,0,0.0456946886040524,0,0,0,0,0.126448402642395,0,0,0.214421797511811,0,0,0,0,0,0,0,0,0.0655046376987345,0,0,0,0,0,0,0,0,0,0,0,0,0.320693732951059,0,0,0,0,0,0,0,0,0,0,0.0898405072559255,0,-0.0505777775683069,0.0405113503265901,0,0,0,0.0786757623254301,0,0
X600795.SH,0,0.0120891750719613,0,0,0,0,0,0,0,0,0.406704918065393,0,0,0,0,0,0,0,0,0,0,0,0.293276216285417,0,0.0509745024140265,0,0,0,0.105790491040928,0,-0.086053244428298,0,0,0,0,0,0,0,0.0444393828235421,0,0,0,0,0,0,0,0,0,0,0.02801908169403,-0.0410232924128309,8.67361737988404e-19,0,0,0,0,-0.0126233869141135,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541364054914335,0,0,0,0.0955541328532164,0,0,0,0,0,0.26758390681782,0.189356487388243,0,0,0.0371363067632585,0.122127618420063,0,0,0,0,0,0,0,0,0,0.117056385457507,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.029283972678493,0,0,0,0,0.0231657873765197,0,0
X002460.SZ,0,0,0,0,0,0,-0.0425026413644663,-0.110121398218638,0,0,0,0,0,0.0949200801595904,0,0,0,0,0,0,0,0,0,0,0.910742825602031,0.0276434167490852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388887461170273,0,0,0,-0.0345275142684473,0.0569651972272839,0.0330651267760027,0,0,-0.0309161008839517,0,0
