,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X600111.SH,X600299.SH,X600352.SH,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X600219.SH,X600801.SH,X600157.SH,X000786.SZ,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X002110.SZ,X002470.SZ,X600612.SH,X002271.SZ,X000408.SZ,X000539.SZ,X600021.SH,X000630.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.246052510382145,0,0,0,0,0,0,0,0,0,0,0,0,0.0453571184983265,0,0,0,0,0,0,0,0,0,0,0.150576356223536,0,0,0,0,0,0,0,-0.0065962500563875,0,0,0.0105399866601071,0,0,0,0.11005390467117,0,0,0.0421666069068989,0,0,0.0504615196784591,0,0,0.0706946408865635,0,-0.014442944622214,0.00992952393820553,0,0,0,-0.0180007832677331,0,0
X600028.SH,0.711566254019359,0,0,0,-0.111889941120879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163248552906545,0,0,0.0305354843796051,0,0,0,-0.0245764276277499,0,0,0.122907566379248,0,0,0,0,0,-0.125333048091272,0,0,0,0,0,0,0.0562578161496717,0,0.10374420657197,0,-0.0359773698140351,0,0,0.227319288701429,0,0.0146601210228721,0.117059799797484,0,-0.0544987422337918,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0835375273483838,0.0419284904305695,0,0,0,0,0,0,0,0,0,0,-0.115886231596982,0,0,0,0.265816295058707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823116114199602,0,0,0,0,0,0.0164832780854594,0,-0.0900186836894909,0,0,0,0,0,0,0,0.00999949380002822,0,-0.116214562620405,0,0,0.0702389735934495,0,0
X600585.SH,0,0,0,0,0,0.195975339558257,0,0,0,0,0,0,0,0.0282968219865504,0,0,0,0,0,0,0,0,0,0.0133881054929673,0,0,0,0,0,0,0,0,0,0,0.328317954204529,0.00681924252780439,0,0,0,0,0,0,0,0,0,0.11099961944799,-0.22246276835618,0,0,0,0,-0.0179454280562122,0.0190370926525649,0,0,0,0.0454714594914718,0,0
X600019.SH,0,0,0.0768056047087969,0,0,0,0.0279098070876975,0,0,0,0,0,0,0,0,0,0,0,0.0556419184849805,0.181349432550291,0,0.0116686396673464,0.0350370555264803,0,0,0,0,0,0,0.0092836977911202,0,0,0,0,0,0,0,0,0,0,0.0250337681078692,0.16267229636723,0,0,0,0,0,0,0,0,0,0.0246604059154761,0.00428814071015692,0,0,0,0.0691869930214604,0,0
X600011.SH,0,0,0,0.0544292650726602,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.526525359867638,0,0,0,0.188392485126901,-0.147781082372752,0,0,0,0,0,0,0.121080299404942,0,0,0,0,0,0.0484498888223783,0,0,0,0,0,-0.0466391077699483,0.0663034569912262,0,0,0,0,0,0,0,0,-0.0215062700283506,0.0179404687743968,0,0,0,-0.113235519126493,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273121155482369,0,0,0,0.0331579791766136,6.93889390390723e-18,0,0,0.044492523644362,0.0263847684971334,0,0,0,0.397299015155721,0,0,0.102666302387014,0,0.0810891445576783,0,0.285755837199716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245887683825001,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904320041112708,0.0974781577141905,0,0,-0.0389582217806403,0.0891233847819116,-0.212338672441309,0,0.232916838486815,0,0,0,0,0,0,0,0.0952303346753974,0.0212097001006258,-0.00658512003224593,0,0,0,0,0,0.077167126913595,0,0,0.145880893109746,0,0,0,0,0,1.73472347597681e-18,-0.000655629609709742,0.0208452035653349,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11052198671643,0,0,0,0,0.0109122590967526,0.076117003429607,0,3.46944695195361e-18,0,0,0,0.0514681395635797,0.746970765779236,0,0,0,0,0,0,0,0,0,0,0.0910917687713849,-0.034552336485605,0.122968847240427,0,0,0.179686521636504,0.0108119146497351,0,0,0,0.00544182783727307,-0.0161161184855324,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0458502574733562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939251753707476,0.0921881145393896,0,0,0,0.0392239860187408,0,0,0.0287652885248107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654331055509281,0,0,0,0,0.0693451633302969,0,-0.00454623773680891,0.0186889918088681,0,0,0,0.0303667039755851,0,0
