,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600585.SH,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600547.SH,X600886.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X601991.SH,X600176.SH,X601699.SH,X600803.SH,X000408.SZ,X000983.SZ,X600160.SH,X000629.SZ,X600348.SH,X000723.SZ,X600096.SH,X600378.SH,X600995.SH,X600219.SH,X000786.SZ,X600489.SH,X600157.SH,X002192.SZ,X600399.SH,X000831.SZ,X000933.SZ,X600141.SH,X000807.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.647303004397776,0,0,0,0,0,0,0.212672212528633,0.130427576657887,0,0,0,0,0,-0.0192595591559642,0,0,0,0,0,0,0,0.101142590560629,-0.0125454372315458,0,0,0.00236010754935667,0,0,0,-0.0363718220373382,0.00859033894486712,0,0,0,0,-0.0363248037758765,0,0,0,0,0,0,0,0.0555659405296412,0.0359170881799021,0,0,0,0.000968881458029921,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.147071428577174,0,0,0,0,0,0,0.010942547820686,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.352626528971182,0.0886117590876003,0,-1.73472347597681e-18,0,0,0,-0.0483503666434798,0.0807454603236796,0,0,0,-0.0226717537500538,0.0200612684223175,0,0,0,0,0,0,0,0.0352112438251027,0,0,0,0,0,0
X600028.SH,0.581988682327232,0,0,0,0,0,0.0073686258297935,0.0379970230227336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321119246422268,0,0,0,0,0.0157565088764221,0,0,0.0794591159638268,0,0,0,0,0.00357359811108923,0,0,0,0,0,0,0,0,0,-0.0161937877843244,0,0,0,0,0.000677610293129327,0,0.0161502267894114,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747649591065687,0,0,0.156329005680101,0,0.0807211772917776,0,0,0,0.175445502249111,0,0,-0.0262145161771195,-0.0302030259439468,-0.185635927939381,0,0,0,0,0,0.0694913818068651,0.301800221496867,0,-0.0537036213251942,0.161538398473148,0,0,0,0,0,0,0.00552003504759577,0,0,0,0,0,0,0
X600188.SH,0,0.87295740118088,0,0,0,0,0,0,0,0.138159717403675,0,0,0,0,0,0,0,0,0,0,0,-0.00791667360676999,0,0,0,0,0.056240644108639,0,0,0,-0.0944965309765814,0.00383728143886858,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.045653130794486,0,0,0,0.071692013526077,-0.0191708531632902,-0.0233928301872923,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.0719774431534668,0,0.418317711369901,0,0,0,0,0,0,0,0,0,0.0338747439213182,0,0,0,0,0,0,0,0,0,-0.028613695883319,0,0,-0.15620460370622,0,0,0,0.0819834845817858,0,0,0,0,0.0616063832808294,0,0,0,0,0.183546817884004,0,0.0501383080432101,0.164169315435337,0,0.0355058825160249,0,0,0.0316469634156465,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.408077327094935,0,0,0,0,0,0,0,0,0,0,0.0808755948790369,0.0339655741396556,0,0,0,0,0,0,0,0,0,0,0.295076289154186,0,0.418328707721631,-0.0966059201062607,0,0,0.0554092049153458,0,0,0,0,0,-0.118256251914242,0,0,0,-0.0289218522704757,0.128923875180884,-0.181161349610684,0,0,0.095225214368209,0,0.0330991233828104,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.228190228937321,0,0,0,0,0,0,0.136276131373399,0,0,0,0,0,0,0,0,0,0.0602550062930174,0,0,0,0,0,0,0,0.289793468179147,0,0,0,0,0.0146034466337879,0,0,0.0184413927137243,0,0.0558891377232799,0,0,0,0,0,0.0586244608001675,0,0.0578570325400723,0,0,0,0.0242923736229639,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0594271481059448,0,0,0,0.137161337063815,0,0.115180153785728,0,0,0,0,0,0,0,0,0,0,-0.0831070446700362,0,0,0,0,0,0,0,0.153764816305119,0,0,0,0.470476451863997,0,0.0132590193162893,0,0,0,0.0268847850420579,0,0,0.019281294360644,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0607366323022303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227765611335237,0,-0.0379306225411717,0,0,0,0,0,0,0.150070213005366,0.144126587318841,0,0.273238892570793,0,0,0.0322604942571997,0,0,0,0,0,0,0.034919225419733,0.0558516113119649,0,0,-0.118249909286132,0.10025972932714,0,0.0522840635695972,0.0527608057965531,0,0,0.0071445059738607,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.16841550846166,0,0,0,0,0,0,0,0.060099533660545,0,0,0,0.145984946928168,0,0,0,0,0,0.0924527475993863,0,0,0,0,-0.0429382771937232,0,0,0,-0.0503354773779396,0.23866119525973,0.0566265076829937,0,0,0,0,-0.11265339224564,0,0,0,0,0,0,-0.0632458256506558,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.066078318407392,0,0,0,0.194116848619179,0,0,0,0,0,0,0.118390521041563,0,0,0,0,0,0,0,0.256137690960501,0.154700278134169,0,-1.35525271560688e-20,0.0174225979865618,0.0356052822160598,0,0.155197566465022,0,0.107046861762018,0,0,0,0,0,0,0,0.0921943019699389,0,0,0,-0.314140565413819,0,0,0,0,0.0721588322702283,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.157021112261328,0,0.133959046096176,0,0,0,0,0,0,0,0,0,0,0,0,0.0506264000198399,0,0,0,0,0,0.00419494773524264,0,0,0,0.0432124814757226,0,0,-0.0265395281938183,0,0,0,0,0,0,0,0,0,0.0445433798228015,0,0,0,0,0.206391800597818,0,0,0.0168667876525698,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.216998134978403,0,0,0,0,0,0.000497524342331622,0.0877451880321834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571095020443409,0,0,1.73472347597681e-18,0,0.0511950589287275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238977763692203,0.0523418785116078,0.00643572855808538,0,-0.0323537848552136,0.0275915410312132,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.39604604004556,0,0,0,0,0.127179763685958,0,0,0,0,0,-0.00175876895504755,0,-0.0641347892294315,0.0586643746810301,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0528160861483229,-0.00163696118253104,0,0,0,0,0.057188763302333,0,0,0.00067107347698759,0,0,0,0,0,0,0
X000708.SZ,0.0481102787349897,0,0,0,0,0,0,0,0.0774346305035795,0,0,0,0,0,0,0,0,0.127624397963608,0,0,0,0,0,0,0,0,0,0,-0.0261043140362568,0,0,0,0,0,0,0,0.166281648036192,0.369387785955126,-0.108119880588731,0,0,0,0,0,0,-0.0688324962746562,0,0,0,0,0,-0.039610774836989,0,-0.451387014893703,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013491184757882,0,0.246030762294806,0,0.174955278357725,-0.0947996446744386,0,0,0,0,0.184927617434324,0,0,0,0,0,0,0.226993256209365,0,-0.540551374347786,0.519652792790037,0,0,0,0,0,0,0,0.252681830427733,0,0,0.0183383384206654,0,0.948275819371429,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.313123790815922,0,0,0.368213441231418,0,0,0.25832911852981,0.223547795041136,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.285766658190249,0,0,-0.147033357736838,0,0,0,0.0802809111599363,0,0,-0.397577438384608,0,0.317957907311586,-0.379510967379932,0,0.249875032128209,0,0,0,0,0.108422475986671,0,0,0,0,0,-0.101629603603137,0,0,0,0,0,0
X600547.SH,0.00784272338476534,0,0,0,-0.0309272765935454,0,0,0,0,0,0,0,0,0,0,0,0,0.00140889244438682,0,0,0,-0.0141965889442935,0.0890828522512717,0,0.310597439264742,0,0,0,0,0.0595906605210289,0,0,-0.0486673358341176,0,0,0,0,0,0,0,0,0.204660778237232,0,0.0203460959810616,0,0,0,0,0,0,0,-0.0477234539324917,0.0350043515991342,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0973688391613902,0,0,0,0,-0.0139696418865041,0,0,0,0,0,0,0,0,0.0577160569525669,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0402745560072441,0,0.071796976888678,0,0,0,0,0,0.0373177482102474,0,0,0,0.0190768488155089,-0.0890874061133627,0,0.0188338856495399,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.294785300644052,0,0,0,0,0,0.0518540947565374,0,0,0,0,0,0,0,0,0,0.000465458656922953,-0.0745848260204171,0,0,0,0,-0.0585826077381544,1.73472347597681e-18,-3.46944695195361e-18,0,0,0,-0.124198445649739,0.076817745633527,0,0,0,0,0.319161097867583,0,0,0,0,0,-0.197117294389806,0,0,0.187441848465705,0,0.0041321416241463,0,0,0.281388461147937,0,0,0,0
X002271.SZ,0,0,0,-0.0227107116928536,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526248930714402,-0.176598843172631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216417672484946,0,0,0,0.189261457488721,0,0.556877291152022,0,0,0,-0.137413238384138,0.100591320378992,0.318318469646256,0,-0.222193440780353,0,0,0,-0.0398655498495199,0,-0.252430464993914,0,0,0,0
