,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X601898.SH,X600010.SH,X600362.SH,X000786.SZ,X600489.SH,X600111.SH,X600352.SH,X600176.SH,X601991.SH,X600188.SH,X600426.SH,X600299.SH,X600795.SH,X600688.SH,X600027.SH,X002466.SZ,X601992.SH,X600529.SH,X002080.SZ,X002409.SZ,X002353.SZ,X600612.SH,X600219.SH,X600486.SH,X000723.SZ,X000301.SZ,X600315.SH,X000932.SZ,X600516.SH,X000027.SZ,X600126.SH,X002075.SZ,X000898.SZ,X601158.SH,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0528453284304197,0,0,0.103702793791467,0,0,0,0,0,-0.0493682998498606,0,0,0,0,0,0,0,0,0,0,0,-0.0401172882461835,0,0,0.0909960105458373,0,0,0,0.10249545481166,0,0,0,0,0,0,0.0163563684133295,0,0,0.0273031403799448,0,-0.00117883302280911,-0.000188015398376578,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0138740551884704,0,0,0,0,0,0.0116856315052308,0,0,-0.0070578757019127,0,0,0,0,0,0,0,0,0,0.0220908062246595,0,0,0,0,0.129137209954049,0,0,0,0,0,0,0,0,0.0293134585711642,0,0,0.0575309313607122,0,0.0901365330927078,-0.0162219663898223,-0.00622092520968022,0.00346064000485033,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937151433732705,0,0,0,0,0.0699616762734882,0,0,0,0.0515317392301788,0,0.216896903896912,0,0,0,0,0,0.0093718673964088,0,-0.00265747802760223,0.120839948789045,0,0,0,0.0318527360113853,0,0,0,0,0,0,0,0,0,0,0,0.00485546456295658,0,0.00105162876369909,0.00308556710341671,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.032213102258213,0,0,0,0,0.179391768547651,0,0,0,0.0338034584268428,0,0,0,0,0,0,0,0.0292427535460509,0,0.188231515876147,0,0,0,0,0,-0.0154102067707835,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0181161233517815,0,0,0,0,0,0.00533049301101223,0.0137822696944215,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.131944562672433,0,0.0675139638168686,0.0175328605551523,0,0,0,0,0,0,0,0.013795397276633,0,0,0,0,0,0.14347058724034,0,0,0,0,-9.26009743080895e-05,0,0,0,0.056800036780383,0.0697856845673491,0,0,0,0,0,0,0,-0.0464383386762463,0,-0.024024105468833,0,0,0,0.133778884897042,0,0,-0.0198206763324315,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145122171257842,0.611719583156363,0,0.0886751766407428,0,0,0,0,0.0588623898225888,0,0,0,0,0,0.0457517013549397,0,0,-0.0547067765965482,0.00864425242241121,0,0,0,0,0,0,0,0,0,0,0,0,0.0120623302190864,-0.113361122972677,-0.015767795155617,-0.0183160947201671,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248499305231114,0,0,0,0,0,0,0,0.0724984809485951,0,0.0168363765382839,0,0,0,0,0,0,0,0,0,0.0366638529365066,0.0175528115941951,0,0,0,0.105826133751646,0.00422210756423049,0,0.0388112195695509,0,0,-0.0479904019198311,0,0,0,0,0,0.0124918219807991,-0.00218891271031445,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0746863678768713,0,0,0,0,0,0,0,0,0,0.0118674321350334,0,0.0221200868049021,0,0,0.0185021879744059,0.129500072769321,0,0,0,0.393498331689185,0,0,0,0,0,-0.0641564816475648,0,0,0,0,0.0767805916548604,0,0,0,0.170120384963628,0,0,0,4.33680868994202e-19,0,0.0340180049405616,0,0,0,0,0,-0.00670078043694763,-0.0108331094840143,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0471211008402616,0,0,0,0,0,0,0.0181980654999835,0,0,0,0,0,0,0.178193018628577,0,0.165416131695606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697359379799535,0,0,0,0.0280796126288184,0,0,0.0570155517152276,0,0.115629800940432,0,0,0.151686265679207,0,0,0,0,0,-0.0205284720693886,0,0,0,0,0,0
X600011.SH,0,0,0.140750203895097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137342523600489,0,0,0,0,0,0.0446580909711235,0,0,0,0,0.116217508488452,0.0489306722252944,0,0,0,0.0161464892470885,0,0,0,0,0,0,0,0,0,0,-0.0277486394853175,0,0,0,0.0220689577309729,0,-0.00128105636971025,0.00856096318405951,0,0,0,0,0,0
