,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X002466.SZ,X600111.SH,X600188.SH,X600547.SH,X600362.SH,X600157.SH,X600886.SH,X601992.SH,X600299.SH,X600660.SH,X600309.SH,X000792.SZ,X601158.SH,X600489.SH,X600583.SH,X000883.SZ,X000709.SZ,X300072.SZ,X600352.SH,X000539.SZ,X000898.SZ,X000723.SZ,X002460.SZ,X002407.SZ,X000027.SZ,X600549.SH,X000630.SZ,X002470.SZ,X002075.SZ,X600021.SH,X000012.SZ,X000983.SZ,X600098.SH,X600176.SH,X600612.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0471751913683756,0,0,0,0.016451692293661,0,0.016071236259454,0.0343484416975843,0,0,0,0,0,0,0.00800012485302502,0,0.207873127663802,0,0,0,0.0800543945986921,0.049102521807966,0,0,0,0,0,0,0,0,0,0,0,0.0542060743253539,0,0,-6.93889390390723e-18,0,0,0.0142538024014303,0.0196514415109879,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0765770736266604,0,0,0,0,0,-3.3881317890172e-21,8.67361737988404e-19,0.00548048124298815,0.0156757137391971,0,0,0,0,0,0,0,0.0841462996121752,0,0,0,0.260531433035986,0,0,0,0,0,0,-0.0629110351988803,0,0,0,0.0217719816994272,0,0,0,0,0,0,0,0,0.0341071471923692,0,0,0.00239705976424051,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.310088069218697,0,0,0,0,0.186568703927823,0,0.0449567855065753,0,0,0,0,0.00818558609572051,0,0.0679708796757147,0,0,0,0.0237333722340312,0,0,0,0,0,0,0,0,0,0,0.145925298439826,-0.0572960437799407,-0.0363978096495261,0,0.0106274325787249,0,-0.0223479115780009,-0.0361694626466655,0,0,0,0,0,0,0,0,-0.0272508616148536,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0393612589696817,0.0384538336564999,0,0,0,0,0.374445302271881,0,0.0205727830458482,0,0,0,0,0,0,0,0,0,0.00934518548452925,-3.46944695195361e-18,0,0,0.124630972763279,0,0,0,0,0,0,0,0,0,0,0.00798970089318203,0,0,0,0,0,0,0,0,0,0,0,-0.00686235619076048,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324108200972685,0,0.251958535227125,0,0,0,0.0691846840538096,0,0,0,0,0,0,0,0.039869233302135,0.123245309936417,0,0.111594999708915,0,0,0,0,0.0967676674104257,0,0,0,0.113399214592827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0120906458253093,0,0.0520032940589963,0,0,0,0.0600531318021771,0,0,0,0,0,0,0,0,0,0,0,0.0101025188078287,0,0,0,0,0,0,-3.46944695195361e-18,0,0.24195980425972,0,0,0,0,0.0253312551200174,0,0,0,0,0.0131591382346182,0,0,0,0.0379897366038785,0.160046005169046,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.138136525362146,0,0,0,0,0,0,0,0,0,0,0.0300231735139885,0,0.220416214013749,0,0,0,0,0,0.184128321288008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149004303857353,0,0,0,0,0,0,0,0,0,0,0,-0.0279432285180579,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0577634329893445,0,0,0,0,0,0,0.171503989356661,0.0299409398331829,0,0,0,0,0.166152598704554,0,0,0,0,0,0,0.0687285680986961,0,0.276899429777714,0,0,0,0,0,0,0,0.0199442324898555,0,0,0,0,0,0,0,0,0,0.067142482661631,0,-0.0658246774013764,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726943178104227,0,0,0,0.0478242676263181,0,0,0.0184544752012386,0,0,0,0,0,0.157208302632906,0,0,0,0.193120729328075,0,0,0.117687794712332,0,0,0,0.00924479065463899,0,0,0,0,0.024965745929856,0.047111018944343,0,0.0653271384606426,0.117253359622912,0.100580364504017,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.113565047828606,0,0.0478856761532793,0,0,0,0,0,0.013222753677165,-0.00492637307081195,3.46944695195361e-18,0.121186424407189,8.67361737988404e-19,0,0,0,0,0,0,-0.0428819427522298,0.169165945015206,0,0,0,0,0,0,0.0952893132232784,0,0.0409990812851746,0.130494405219283,0,0,0,0.0889156241941224,0,0,0,0,0,0,0,0,-0.181600764927655,0.136287064655179,0,-0.0187748842446717,0,0,0,0,0,0,0
