,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X002460.SZ,X600547.SH,X600660.SH,X600011.SH,X002271.SZ,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X601898.SH,X600426.SH,X600176.SH,X600010.SH,X600188.SH,X600111.SH,X600801.SH,X000301.SZ,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X600027.SH,X600299.SH,X600486.SH,X002353.SZ,X600219.SH,X000932.SZ,X300037.SZ,X601992.SH,X002080.SZ,X601168.SH,X002075.SZ,X000723.SZ,X000898.SZ,X000630.SZ,X000027.SZ,X002409.SZ,X000807.SZ,X000878.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0273730267228053,0.0076887787516871,0,0,0,0,0,0.035170615832209,0,0,0,0,0,0,0,0,0.00470672699091556,0,0,0,0,0,0,0,0,0,0,0.0413797381322951,0,0,0,0,0,0,0,0.0275261678790731,0.0639359439851433,0,0,-0.00237073928339795,-0.0278774715058441,0,0,0,-0.00372866926444704,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0274426843737549,0,0.0243584082147981,0,0,0,0,-1.0842021724855e-19,0,0,0.010320784266637,0,0,0.0227424273132326,0,0,0,0,0,0,0,0,0,-0.0153490457604388,0,0,0,0,0,0.046541060442865,0.00648923494265912,0,0,0,0,0,0,0,0.0504788527970864,0,0,-0.0179756821327892,0,0,0,0,-0.0168956341527603,0,0
X601088.SH,0,0,0,0,0,0,-0.00232008322104216,0.00601300069320685,0,0,0,0,0.0219322335138741,0,0,0.0294432786415711,0,0,0,0,0.305879798138814,0,0,0.0301835137084929,0.0719783915040698,0,0.128134013569623,0,0,0,0,0,0,0,0,0,0,-0.00293059201083019,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0109683419402304,0,0,0,-0.00199967834354661,0,0
X600585.SH,0,0,0,0,0.05050039785768,0,0,0.127742086974769,0.0223561304284401,0,-0.0193143425101992,0,0,0,0,0,0,0.0305947061967625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525987534314476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196318127015871,0,0,0,0,0.00880400329735854,0,0
X600309.SH,0,0,0,0,0,0,0.229601300483693,0,0.230321197487968,0,0,0,0,0,0,0,0,0.52021532443675,0,0,-0.0298745414856421,0.00975863386550711,0,0,-0.123496752910743,0.0435144521253709,0,0,0,0,-0.139800167909757,0,0,0,0.168140464287498,0,0,0.124774002668203,0,0,0,0.143600473626897,0,0,0,0,0,0,0,0,0,0.0541399107056713,0,0,0,0,0.0216407433099624,0,0
X600019.SH,0,0,0,-0.00664492821364119,0,0,0,0.0272798815772554,0.0642960482137564,-0.0954884716103951,0,0,0.124020682314532,0,0,0,0,-0.0424808730609228,0,0,0,-3.46944695195361e-18,0,0.0332012073855455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258055494369341,0,0,0,4.33680868994202e-19,0,0,0.0206804145950823,0.0419727411206271,0,0,0,0.00308097777215333,0,0
X000708.SZ,0,0,0,0,0.0375360448190369,0.0544834427878683,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0624001508249553,0,0,0,0,0,0,0,0.0328280054470619,0,0.120801221415524,0,0,-1.35525271560688e-20,0,0.00115940246294923,0.0911416336278456,0,0,0,0,0,0,0,0.100499227216385,0,0.00736123748585456,0,0,0,0,-0.0282947417045313,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.457116879491403,0,0,0,0.116818969200604,0,0.159976687074192,0,0,-0.0108779243358591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245009690545694,0,0,0,0,0,0.141727908826973,0,0,0.322847875219543,0,0,0.0864610432074174,-0.0674594060687956,0.0349969148177273,0,0,0,-0.111339954899576,-0.122921131259123,0.0102280528566754,0,0,0,-0.0756266856541676,0,0,0,-0.0307126271344792,0,0
X600547.SH,0,0,0,0,0.0517830184009303,0,0.134138120988845,0.0907060314037786,0,-0.00902546160766687,0,0,0,0,0,0,0,0.0476751568392318,0,0,0,0,0,-0.0201047688918894,0,0.568984637207991,0,0,0.00851777454915767,0,0,0,0,0,0,0.0057542442782214,0,0.0212953929320356,0,0,0,-0.00100119942334154,0,0,0,0,0,0,0,0,0,0,-0.0179537263185486,0,0,0,-0.00710385232366849,0,0
X600660.SH,0,0,0,0,0,-0.128225529021593,0,0,0,0,0,-0.0253972526143569,0,-0.0650442280846712,0,0,0,0,0,-0.0525852990979107,0,0,0,0,0.0502124655560132,0,0,0,0,0,0.125160928016722,0,0,0,0,0,0,0.26677578779581,0,0.0261930648372632,0,0,0,0,0,0,-0.0898376570033171,0,0.052311835498864,0,0,0,0.051414865359513,0,0,0,0.0227509906024055,0,0
