,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X002460.SZ,X600585.SH,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X601991.SH,X600803.SH,X600176.SH,X600489.SH,X000983.SZ,X601699.SH,X000807.SZ,X000786.SZ,X000539.SZ,X000629.SZ,X600160.SH,X300037.SZ,X002409.SZ,X000408.SZ,X600995.SH,X600219.SH,X002080.SZ,X000932.SZ,X600612.SH,X600378.SH,X600688.SH,X000723.SZ,X000630.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.391810941350203,0,0,0.0283097992569978,0,-0.0702886496279582,0.0772459750908873,0,0,0,0,0,0.0649246768622049,0,0,0,0,0,0,0,0,-0.00163899845983115,0,0,0,0,0,0,0,0,0,0.194946636781042,0,0,0,0,0,0,0,0,0,0,0,0.147450002133295,0,0,0.125159409198508,0,0,0,0.092664943294247,0,0,0,0,0,0,0
X600028.SH,0.721751595583571,0,0,0,0,0.0209469205728167,0.0462027085193947,0,0.0675969327685545,0,0,0,0,0,0,0,0.0311586522259721,0,0,0,0,0,0,0,0,-0.0294682044264103,0,0,0,0,0,0,0,-0.0750389815971634,-1.73472347597681e-18,0,0,-0.0262373076237427,-0.0259067810763509,0,-0.123851119851742,0,-0.0322600011210901,0,-0.00557711592209571,0,0,-0.217082891492751,0.185958381907019,0,0,0.0240731288453957,0,0,0,0,0,0,0
X601088.SH,0.141564296420872,0,0,0,0.184791937244051,0,0,0,0,0.14934560812587,0,0,0,0.0233100287640157,0.0378865552891416,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39977601333767e-05,0,0,0,0,0.0563188759709769,-0.00306267612451782,0,0,0,0,0,0,0,0,0,0,0.0384215945606576,0,0,0,0,0,0.0283740407240035,-0.026912496839717,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.151991164592899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135328398445874,0.370074316662207,0,0,0,0,0,0.0110754466249814,0,0,0,0.110562716308905,0,0,-0.0791303733301079,0.0356647381500131,0,0.0443159785686426,0,0,0,0,0,0,0,0,0,0,0,0,0.00830277675133917,0,0,0,0,0,0,0
X600188.SH,0,0,0.261801884619666,0,0,0,0.0380026157955598,0,0,0.313508990715857,0,0,0,0.346169426168161,-0.188434616675566,0,0,0,0.0921169518631935,0,0,0,0,0,0,0,0,0,0,-0.364186437066031,0,0.312447716449936,0.146180563281092,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0088880643468711,-0.163504599895062,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0447221243916996,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.322490391826889,0,0,0,0,0,0,0.462899462714557,0,0.295289489128804,0,0,0,0,0,0.218738625430889,0,0,0,-0.273025346299429,-0.0118286463594725,0,-0.125933139505401,0,0,-0.212808991255676,0,0,0,-0.0135796752222132,0,0,0,0,0,0.349767470479326,0,0.0289279097056789,0,0,0,0,0,0,0
X600019.SH,6.93889390390723e-18,0.0830210154454607,0,0,0.0650796283605413,0,0,0,0.0967947227920145,0.00624464190974534,0,0,0,0.0669790491820869,0,0,0,0,0,0,0,0,0.0812405547586572,0,0,0,0,0,0,0,0,0,0.0667202396423537,0,0,0,0,-0.105943166150292,0,0,0,0,0,0,-0.0406649135023183,0,0,0,0.0737390506902013,0,0,0.0377137682519253,0.0535924082530429,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.508108629026772,0,0.0510151485481572,0,0,0,0,0,0,0,0.135718739121103,0,0,0,0,0,0,0,0,-0.0527061127636236,0,0,0,0,0,0.076015487143705,0.0302255173606597,0,0.001725914969862,0.161758342423934,0,0,0,8.67361737988404e-19,-0.0147463615631919,0,0,0,0,0,0.248006362937805,0.02218626891191,0.00623712563714881,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.225130834687177,0,0,0,0.0629058021749238,0,0,0,0,0,0,0,0,0,0,-0.0803784695506993,0.0530517640814345,0,0,0,0,0,0,0,0.102334938102094,0,0,0,0.0723163619094337,0.111927496116025,-0.0586152206310211,0,-0.075571583592024,0.0325374909800002,0,0,0,0,0,0,0,0,0,0.102594681070383,3.46944695195361e-18,-0.0172572953886892,-0.0403895517988797,0,0,0,0,0,0
X601898.SH,0.229935683590492,0,0.235985265253901,0,0.445278751958938,0,0,0,0,0,0,0,0.124771527130682,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0266111604084084,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.110644554264737,-0.0683071617928091,0,0,-0.0385656485511455,0,-0.00521479527556336,0.0498122098404235,0,0,0,0,0,0,0,0,0,0,0,0,-0.00491094452053208,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.363030996602042,0,0.251306661049844,0,0,0,0,0,0,0,0,0.0523817640304891,0.256785087337928,0,0,0,0,0,0.00938082715453675,0,0,0,0,0.0437873709561771,0.0989719895884891,0,0,0,0.185542855863968,3.46944695195361e-18,0,0.118425363239345,0,0,0,0.015570316317662,0,0,0,0,0,0,0.0154862803741092,0,0.0493345415099621,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.108405253812099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595702391609894,0,0,0,0,0,0,0,0.0184776112755794,0,0.728445052119494,0,0,0,0,0.0440646766313092,0,0,0,0.0349591258800936,0,0,0,0.0130711005931311,0,0,-0.0391578136608649,0,-0.0117236520430616,0,-0.37965254913324,0,0.00110013669456862,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.305093741029844,0,0,0,0,0,0.288190201207478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100725771513358,0,0,0,-0.0197374097081949,0.0287824992092595,0.0346728896764756,0.0089046008744861,0,0.134449450185326,0,0,0,0,0,0.0903687307296813,0,0,0,0,0,0.00485786670129558,0,0,0,0,0,0,0
X601600.SH,0.0369870389104825,0,0,0,0,0,0,0,0,0,-0.00113970477047187,0,0,0,0,0,0,0,0,0,0.0341278000080384,0,0,0,0,0,0,0,0,0.224065541887591,0,0,0.664621891563202,0.0273640561114084,-0.0559438047273825,0,-0.12580475903115,0,0,0,0.0580786692947691,0,0,0,0,0,0,0.0371582380051111,0,0,0,0,0.0321254135698375,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.273405945975995,0,0,0,0,0,0,0.19004137781658,0,0.437760672807334,0.0685630687855298,0,0,0,0.0728266109131226,0,0,0,0.391105285953827,0,-0.125521212873578,0,0.0124768579816386,-0.134228014798815,0,0,0.107123152064844,0,0,0,0,0.217129592836515,0,0.0664143214018386,0,0,0,0,0,-0.054378158466552,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0114207399988026,0,0,0,0,0,0,0,0,0,0,0,0.000761350777918519,0,0,0.0833685579965689,0,0,0.0240193781371524,0,0,0,-0.0330585006471916,0,0.0015853649932337,0,0,-0.00309922897262,0.000908569005129428,5.42101086242752e-20,0.0278981944892342,0.0112700703805264,0,0.0867995834220764,0,0,0,0.0486692369789425,0,0,0,0,0,0,0.0216322778251087,-0.0343404829831837,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-0.0613072980257583,0,0,0.0271197610888683,0,0,0,0,0,0,0,0.438848501868122,0,0,0,0,0,0,0,-0.0332205927309566,0,0,0,0,0,0,0.0893701195413623,0,0,0.334682633419013,0,-0.021805731733494,-0.0725278986988063,0,0,0,0,0.0938054372404187,-0.0211877811995591,0,0,0,0,0,0,0.020595846702969,-0.0551104646153043,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0910960331400522,0,0,0,0.0088972732082723,0.0358354068442751,0,0,0,0,0.447113182114216,0,0,0,0,0,0.0331872186494041,0,0,0,0,-0.00894779269548564,0,0,0,-6.37302114905338e-05,0.0399043508914797,0,0.0540210335961504,0.0234759241435887,0,0,0.00599967316429664,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.058536669838309,0,0,-0.0149027772620403,0,0,0,0,0,0,0
X000708.SZ,0,0,0.145446995568893,0,0.0644554013674627,0,0,0,0,0.30876925873054,0,0,0,0,0,0,0,0,0,0,-0.0281664908931138,0,0,0.048739447237811,0,0.177245737754778,0,-8.67361737988404e-19,0,0,0.0772085932392936,0,0,0,0,0,0,0,0.0398544051964835,-0.000438225736823109,0,0,0.178712990046845,0.00601840235121015,0,0,0,0,0,0,0,0.0861062552502441,-0.10788243377548,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0733560668365813,0,0,0,0,0,0,0.0694455290159392,0,0,0,0,0,0,0,0,0,0,0.12091012446846,0,0.106562537192636,0,0,0.222330293554426,0,0.0473198265860508,0.0324308215415861,-0.0558057928204818,0,0.179172211397848,0,0.069628024739096,0,0,0,0.319698397171374,0,0,0.0154899075147845,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
