,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X002466.SZ,X601600.SH,X000792.SZ,X002460.SZ,X600111.SH,X600795.SH,X600010.SH,X000708.SZ,X601699.SH,X000301.SZ,X600426.SH,X600362.SH,X000877.SZ,X000983.SZ,X600027.SH,X600489.SH,X002271.SZ,X600803.SH,X601991.SH,X600160.SH,X600176.SH,X000807.SZ,X600985.SH,X000630.SZ,X000786.SZ,X000408.SZ,X000932.SZ,X600612.SH,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600348.SH,X600688.SH,X000629.SZ,X000723.SZ,X601168.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.707163718935745,0.27458584514937,0,0,0,0,0,-0.0315856955700865,0,0,0,-0.13810666393271,0,0,0,0,0,0,0.0977601982539167,0,0,0,0,0,0,0,0,-0.276756506130458,0,-0.061903258270038,-0.144814941115281,0,0,0,0,0,0,0,0.147532871136386,0,0,0,0,0,0,0,0,0,0,0,0,0.0135635863758274,0,0,0,0,0,0
X600028.SH,0.508079685660853,0,0.0276246021123806,0,0,0.14690322715466,0,0.0589714603434165,0,0,0.0586336152792028,0,0,0,0,0,0,0.106989413108475,0,0,0,0,0,0,0,0,0,0,0,0,0.00649312695890098,0,0,0,0,0,0.118957106465769,0,0,0.00505368164739957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412138001560012,0,0
X601088.SH,0.123811838142787,0.0422403682123408,0,0,0.116945482544563,0,0.193963559128977,0,0,0,0,0.0192175140664053,0,0,0,0,-0.11233141375385,0,0,0,0,0,0,0,0,0.00916463445096176,0,0,0,0,0,0,0.0758579650873871,0,0,0,0,0,0,0,-0.169612123481188,0,0,0,0,0,0,0,0,0,0,0,0.00590549565587872,0,0,0,0,0,0
X600309.SH,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0.0370509073286068,0,0,0,0,0,0,0.198979632140322,0,0,0,0.185371221136752,0,0,0,0,0.0644249119281782,0,0,0.164618615839361,0,0,-0.0210458292123995,0.339673539046913,0,0.305398534626929,0,0,0.119587550028084,0,0,0,0,0,0.527916472403288,0,0,-0.0021287308176886,0,0,0,-0.0612597720358742,0,0
X600188.SH,0,0,0,0,0,0,0.263329231208122,0,0,0.136722684321547,0,0,0,0,0,0,0,0,0,0,0.0798294367272337,0,0,0,0,0.219829525188383,0,0,0,0,0,0,-0.019159651572076,0,0.108687802390858,0,0,8.67361737988404e-19,0,0,0,0.258617780306183,0,0,0.019926369220865,0,0,0,0,0,0,0,-0.00783670134864338,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.238962542776736,0,0,0,0,0.034269104704108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233835798100992,0.377870813806938,0.201676199239219,0,0,0.217948841583517,0,0,0,0.27133561043397,0,0,0,0,3.46944695195361e-18,0.00550792102257446,0,0,0,0,3.46944695195361e-18,0,0
X601898.SH,0,0,0.288553834269223,0,0.161916590159171,0.0704252497255879,0,0,0,0,0,0,0.0119130206683349,0,0,0,0,0.0140228344931247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812019337135852,0,0,0,0,0.0293473266710091,0,0.206547579981777,0,0,0,0,0,0,0,0,-0.0082482068084873,0,0,0,0.00707551103576121,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0732934087020266,0,0.270809654578665,0,-0.0136592007524213,0,0,0,0,0,0,0,0,0,0,-0.0519990517820397,0,0.51155592992097,0,0,0,0.0437363169591713,0,0.0954191638027808,0,0,0,0,0,-0.0726357669088729,-0.0646251647901094,0.0284378009817561,0,0,0,0,0,0,0,0,0,0,0.00102200109394803,-0.0131317397899936,0,0,0,-0.0262420468136525,0,0
X600585.SH,0,0,0,0,0,0.0779832247767338,0,0,0,0,-0.0307711761910699,0,0,0,0,0,0,0,0,0,0,0,0.0892485697223072,0,0.233020908208168,0,-0.118220688319356,0,0,0,0,0,0,0.0514415655762421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302963013964542,0.0406779270781011,0,0,0,0,0,0
X600547.SH,0.0436609157213156,0.0235814954041219,0,0,0.0512685283306875,0,0,0,0,0,0,-0.0128457219205938,0,-0.114557443293359,0,-0.1034155169988,0,0,0,0,0,0,0,0,0,0,0,0.4977870209508,0.0920245272202485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750482940872084,0.00935797115738509,0,0,0,0,-0.000212091353384696,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0368457785686764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235136836357062,0,0,0,0,0,0.0660563928390454,0,0,0,0,0,0,0,0,0,0,0.133413386451214,0.0371986647144558,0,0,0,0,0,0,0,0,0,0,0,0,-0.12884051406269,0.0060534459673901,0.0160826126663077,0,0,0,0.0613086362219198,0,0
X600886.SH,0.103989334788041,0.0610962018367609,0.0296946661076979,0,0,0,0,0.244265952663097,0,0,0,0,0,0,0,0,0,0.286511639224782,0,0,0,0,0.0461459251634558,0,0,0,0,0,0,0.318942096842451,0,0,0,0,0,0,0,0,0,0,0,0.0228127343123108,0,0,0,0,-0.206718383993511,0,0,0,0,-0.0322489825116303,0.0448078560780468,0,0,0,-0.00653189827836848,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114235606482381,0.0312082597624844,0.713737789725281,0,0,0,0,0,0,0,0,0,0,0,0,0.0622315502527284,0,0,0.0261614439796995,0,0,0,0,0,0,0,0,0.0462410307376883,0,0,0,0,0,0.0820735093271403,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.114859143796782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308115907166421,0,0.264458317277663,0,0,0,0,0,0.0460778779072043,0.151565952252251,0.0488441641983249,0,0,0,0,0.262628895946029,0,0,0.00558179815941738,1.73472347597681e-18,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0231503502875923,0,0.0462434951218538,0,0.0221413034007318,0,0,0.311407835114649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017890668818065,0.137063824708102,0,0,0.0703273125793347,0,0,0,0,0,0.178985355048092,0,0,0,0,0,0,0,0,0.00956771229645637,0.0327524498599426,0,0,-0.0737526668374544,0.0051517370285066,0,0,0,0,0,0,0
X002460.SZ,0,0,-0.0429448476656043,0,0,-0.0603079755570904,0,0,0,-0.113217710636539,0,0,0.845941098675794,0,0,0,0,0,0.0171592896848676,0.175501711982608,0,0,0,0,0,0,0.110599232598901,-0.177302627812722,0,-0.0732722928781743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573886224087525,0,0,0,0,0,0
X600111.SH,0.0989629147769179,0,0,0,0,0,0,0,0,0,0,0,0.226599836152745,0.0633243221741053,0,0,0,0.107170842921824,0,-0.0142454166066604,0,0,0,0,0,0,0,0,0,0,0,0.029416540591142,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0227695702313502,0,0,0.0878379424335803,0.259028976947665,0,0,0,0.0178123641531586,0.00204327997512405,-0.12864031192896,0,0,0.067762456505169,0,0
X600795.SH,0,0.0293794849559689,0.157286717315527,0,0.0555754904182222,0,0,0.110199160491963,0,0,0,0.288657402471215,0,0,0,0,0,0,0.315227013274734,0,0,0,0,0,0,0,0.127182466696169,0,-0.0952643703342927,0,0.103511213601056,0,0,0,0,0,0,0,0.0896366090379727,0.0889889477493907,0,0.0726352379109048,0,0,0,0,0,0,0,0,-0.0464294124945728,0.0036773742835851,0,0,0,0,0.021586731095361,0,0
X600010.SH,0,0,0,0,0,0,-0.0420274853289395,0,0,0,0,0,0,0,0,0.0335781686133635,0.569496484932158,0.232330181139876,0,0.102719383410968,0,0,0,0,0,0,0,0,0,0,0.013536341740975,0,0,0,0,0,0,0,0,0.0230461097714415,0,0,0,0,0.00544462241616363,0,0,0,0,0,-0.0577531069071476,0.00400358483240862,0,0,0,0,0.0566350354929289,0,0
X000708.SZ,0.233329237868245,0,0,0,0,0.316345603119989,0,0,0,0,0,-0.12491627749875,0,0,-0.0801272688890643,0.0583136104945447,0,0,0,0,0,0,0,0,0,0,0.157791291977822,0,0,1.73472347597681e-18,0,0,0,0,-0.0430228691279481,0,0,0,0.22503285719134,0,0,0,0,0,0,0,0,0,0,0,0.0222583701916837,0.00513302812424468,-1.73472347597681e-18,-0.0667841061228213,0,0,0,0,0
X601699.SH,0.0590452209403263,0,0,0,0.250175135446277,0,0.179844231847237,0,0,0,0,0,0,0,0,-0.0751791713862875,0,0,0,0,0,0,0.0288100068322666,0,0,0.0939596799442629,0,0,-0.00407529676398309,0,0,0,0,0,0,0,0,0,0.0930547809256253,0,0,0.112419651128718,-0.0755967116641888,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00535316275792612,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.125518352667328,0,0,0,0.0542281557074192,0,0,0,0,0,0.0365228349912866,0,0,0,0,0,0.178838265770449,0,0,0,0,0.0496213305401181,0,0,0,0,0.122734107354393,0.149068387158067,0,0,0,0,0,0,0,0,0,0,0.0908950491171575,0.0011624563957747,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.317191975423057,0.0225773658278754,0,0,0,0,0,0,0,0,0,0,0.0102898842957956,0,0,0,0,0,0,0,0,-0.324560563416263,0,0,0,0.0639862867229165,0.00888777121593777,0,0,0,0,0,0,0,0.122808402390988,0,-0.0203654113609962,0,0.478134516501032,0,0,0,0,0,0,0,0,0.133386623262823,0.00714568183310858,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.0728309950792188,0,0,0,0,0,0,-0.00219696496786064,0,0,0,0,0,0.0371391464935707,0,0,0.0427285512784934,0,0,0,0,0,0,0,0.0125435392754826,0.12068824175379,0,0,0,0,0,0,0,0,0.0808777428557403,0,0.0818640663238974,-0.0586311373488779,0,0.289142227290128,0,0.136401250406799,0,0.133521208366946,0,0,0,0.053223880234611,0.013969652187638,0,-0.130486574870206,0,0,0.0831676810717162,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0.504802561257025,0,0,0,0,0,0,0,0,0,0.077817980660733,0,0,0,0,0,0,0.130686630107153,0,-0.190359840496154,0,0,0.0701718706723249,0.0361566138917881,0,0.04853050617575,0.0520004800794191,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0344056671055629,0,-0.048667749957142,-0.0196575769260325,0,-0.0124392358834268,0,0,0,0.0419200399197129,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578707753658682,0,0,0,0.63354805736365,0,-0.126715140614265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18202744008871,0,0,0,0,0,-0.0171739314367195,0.043967624270769,0.0287120343230876,0,0,0,0.432912960122796,0,0
X600027.SH,0,-0.130136037570216,0,0,0,0,0,0.442430225079554,0,0,0,0,0,0,0,0,0,0,0,0.0517893625442783,0,0,0,0,0,-0.137352245968803,0,0,0,0,0.274795641328479,0,0.0363854604366317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296851575002286,-0.03376434410851,-0.100769387063541,0,0,0.0767212471528739,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.538273795479413,0,0,0,0.108297334529385,0,0,0,0,0,0.0452825872756758,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0962499094349204,0,0,0,0,0,0,0.0131676578249091,0.0560950153058792,-0.0438872294110552,0,0,0.0170225942753525,0,0,0,0,0,0,0,-0.00557427324401915,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139991806157024,0,0,-0.352652188782894,0,0,-0.027231403238864,0.127227851174318,-0.00872058477938567,0,0,0,0,0.408006057425736,0,-0.113134937839294,0.00974890285634504,0.130240305403352,0,0,0,0,0,0,0,0,0,0.168073306778478,0.0651737173481814,-0.0702979893812053,0,0,0,0,0,0
X600803.SH,0,0.17473427724832,0,0,0,-0.0550163125415325,0,0,0,0,0.182785690437256,0,0,0,0,0,0,0,0,0.207955536081548,0.0205723599158323,0,0,0,0,0.102646916351202,0,0.0183242855046395,0,0,0.489934635955311,0.0414523242026062,0,0,0,0,0,0,0,-0.329111138159473,0.120688480196165,0,0,0,0,0,0,0,-0.0967346938685811,0,0.125240752437222,0,-0.0258979793500898,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149313462751492,0,0.0644772566280871,0,0.0435970285721202,0,0,0,0,0,0,0,0,0.147868438864524,0,0.014615179062473,0.420531197578305,0,0.0162533852706791,0,0,0.00879363713544013,0,0,0,0,0.18709986175425,0,0,0,0,0,0,0,0,0,0,0,0,-0.00789544844411299,0,0,0,0,0,0
X600160.SH,-0.453502757876586,0,0,0.186526074074643,0,0,0,0,0,0.0135037689162221,0,0,0,0,0.0486811556521654,0.103410763825354,0,0,0,0,0,0,0,0,0,0,0,0,0.0846188331926524,0,0,0,-0.0644819922304726,-0.122439281943427,0.137511792411144,0.405263713633561,-0.130117870403913,0,0,0.162229671183019,0,0,0,0,0,0,0,0.145322025365713,0,0,0,-0.0429105628728627,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.675924002689477,0,0,0,0,0,0,0,0,0,-0.796013743233409,0.0913916274573877,0,0,0,0,0,0,0.108810262212781,0,0,-0.226668560163553,0,0.362809033857031,0,0.256026096241081,-0.0595236691342518,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011798822531975,0,0,0,0.103467248497893,-0.132473562944502,0,0,0,0.255369483352672,0,0
