,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601991.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X601158.SH,X000959.SZ,X000709.SZ,X600583.SH,X000792.SZ,X000723.SZ,X002466.SZ,X600339.SH,X000408.SZ,X600098.SH,X000630.SZ,X600352.SH,X000883.SZ,X600219.SH,X600021.SH,X000539.SZ,X000825.SZ,X000027.SZ,X000983.SZ,X002092.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.34475857216586,0.0263433640198168,0,0,-3.46944695195361e-18,0,0,0,0,0.0205399323114254,0,0,0,0,0,0,0,0,0,0.0175689460909382,0.0302452363372789,0,0,0.0560261339095679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339922369869369,0,0,0,0,0,0.099563989751956,0,0,-0.000344398802384942,0,0,0,0,0,0
X600028.SH,0.56827731984763,0,0,0,0,0.326547426568672,0,0,0,0,0,0,0.00365486175742711,0,0.0471163543759321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343356313177345,0,-0.0791237857109004,0,0,0,0,0,0,0,0.0293776536899004,-0.0109639494268269,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.157261821960197,0.0844083073354349,0,0.0972713156210924,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0199367403419394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02928095440412,0,0,0,0.0974798358418983,0,0.0694790153810183,0,0,0.00800496068221518,0,0.134472863265814,-0.143373014127577,0,-0.0278313365875075,0.0168047226269009,0,0,0,0,0,0
X600019.SH,0,0,0.18025639455338,0,0,0,0,0,0,-0.0727801582995742,0,0,0.0201354627814774,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0975625358841063,0,0.137161023637756,0,0,0,0,0,0,-0.025094428395957,0,0,0,0,0,0,0,0,0.142202351201417,0,0,0,0,0,0,0,-0.0545616644748719,0,-0.0344660383298067,0.0374924659992413,0,0,0,-0.157970999565837,0,0
X600011.SH,0,0.0236593676286271,0,0,0,0,0,0,0,-0.01925763522731,0,0.203400403701155,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473356913384641,0,0,0,-0.0549851637828632,0,0,0,0,0,0,0,-0.045016703410423,0,0,0,0.00458050182425147,0,0,0,0,0.109576212313909,0,0,0,0.04603329413101,-0.0195956442167848,0.0215127071413541,0,0,0,0,0,0
X600585.SH,0,0.338719714734338,0,0.0471627048950374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030733796809826,-0.195097942392378,0,0,0.0921020696058067,0,0,0.0180285784633816,0.192437887603521,0,0,0,0,0,0,0.0529643872637375,0,0,0,0,0.00143104625674402,0,0,0,0,0,0,0,0,-0.209328672819137,-0.0192632199434529,0.0118208140893154,0,0,0,-0.31021788870794,0,0
X600010.SH,0.0426534881467898,0,0,0,0,0,0,0,0,0,0.0927402701410618,0,0,0.029131054338137,0,0,0,0,0,0,0,0.00288423710134345,0,0,0.201015107980976,0.0323781009704594,0,0,0,0,0,0,-0.00986775700978089,0,0,0.048553438243075,0,0,0,0,0,0,0,0,0,0,0,0.0682028444014464,0.0898907190469267,0,-0.0205919743356064,0.00499298766528971,0,0,0,0,0,0
X601898.SH,0,0,0.2786285402688,0,0,0,0,0,0,0,0,0,0.00292692485196556,0,0,0.130927361090346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081892490191013,0,0,0,-0.00854919024028271,-0.132356006933628,0,0,0.271914633443124,0,0,0,0,0.050804448357323,0,0.291964168755332,0.00129286744206051,0,0,0,-0.0264508129222523,-0.0066276675528209,-0.00450495626352929,0,0,0,0.0195561320394424,0,0
X600688.SH,0,0.265560034899935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750289315709439,-0.0100887263801124,0.0198700344104727,0,0.107709947740172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130598999876318,0,0,0,0,0.120050557628715,0,0.0102633383595979,0.00604380850186284,0,0.000632997054028279,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0291363459790529,0,0,0,0,0,0,0,0,0,0,-0.11272030995484,0,0,0,0.017601019542307,0,-0.0222972936976098,1.01968821235171,0,0,0,0,0,0,0,0,0,0,0,0.0711083658118586,0.0414009294662594,0,0,0,0,0,-0.0648259927824939,0,-0.00992902559064705,0.170843606645516,0,0,0,0,-0.0506556464784466,0.0262649600215166,0,0,0,0,0,0
