,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600010.SH,X600489.SH,X600111.SH,X601699.SH,X002460.SZ,X600027.SH,X600160.SH,X000983.SZ,X600426.SH,X000301.SZ,X002466.SZ,X600803.SH,X000786.SZ,X601991.SH,X000877.SZ,X000933.SZ,X600985.SH,X002128.SZ,X000630.SZ,X600176.SH,X000807.SZ,X601168.SH,X600219.SH,X000408.SZ,X002271.SZ,X600612.SH,X600348.SH,X000883.SZ,X600096.SH,X000932.SZ,X000027.SZ,X600995.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.67833823076834,0,0,0,0,0.0363365730132358,0.19105626158338,0,0,0,-0.0936363437051987,0,-0.0672295202745991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043489557392208,0,0,0,-0.0280491538441208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930480313361498,-0.0293754757296128,0.0123249188495504,0,0,0,0,0,0
X601088.SH,0.125247898884049,0,0,0,0.228268441760073,0,0,0,0.0757352890575373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548932752511519,0.155702640306349,0,0,0,0,3.46944695195361e-18,0,0,-8.67361737988404e-19,0.101208740405853,0,0,-0.00510221900930455,0,-4.33680868994202e-19,0,-0.00834425105249782,-0.01858713667725,0,0,0,0,0,0,0,0,0,-0.0160438850652154,0,0,0,0,0.0501584708895928,0,0
X600028.SH,0.345564464150034,0,0,0,0,0,0,0,0,0,0,0,0,0.0308991245998574,0,0,0,0,0.0808926285883938,0,0.0420913841312511,-0.153466361942347,0,0.0107837064216826,0,0,0,0,0,-0.0719669332581213,0,0,0,0,0,0,0,0,0.0737961389496656,0,0,0,0,0,0,0,0,0.00762945910685721,0,0,0,0.016460693925504,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.171881395514258,0,0,0,0,0.025832833363655,0,0,0,0,0,0.0567440545162831,0,0.0406484516466516,0,0,0,0,0,0,0,0,0,0,0,0.115991507242814,0,0,0,-2.16840434497101e-19,0,0,0.171542366007762,0,0,0,0,0.074147479229904,-0.140607250949688,0,0,0,0,0,0,-0.0186048823050362,0,-0.0585407677148361,0.0114681299194567,0,0,0,0.0439052421188279,0,0
X600188.SH,0.0203191099321393,0,0,0,0,0.295517242334174,0,0,0,0,0.0600725287877057,0,0,0,0,0,0,0,0,0,0.337559238526467,0,0,-0.00218650011879604,0,0,0,-0.0545855420869183,0,-0.0807928015363427,0,0,0.0326639956651659,0,0,0,-0.0150568166075575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174954016319208,0,0,0,0,0,0
X601898.SH,0,0.169424957700767,0,0,0,0,0,0.103860056751725,0,0.143866671121056,0,0,0,0,0,0.10085946549628,0,0.131176257089906,0,0,0,-0.039604870712224,0.0909946456315683,0,0,0,0,0,0,0,0,0,0,0.636579985924178,0,0,0.0811197548784701,0,0,0,0,-0.174354525365065,0,0,0,0.141985517372141,0,0,0,0,0.0448047448417033,0.143891895791684,-0.0762506414120112,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.092209317621236,0,0,0,0,-0.0159037797864443,0,0,0.00827017379811643,0,0,0,0,0.0706033640498279,0,0,0.178666309111182,0.00930901294174283,0,0,0,0.0478445015691536,0,0,0.0533559051044725,0,0.0487428551687898,0,0,0,0,0,0,0,0.275557129653924,0,0,0,-0.0213490782224615,0,0.0329049098102871,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.042843301077775,0.493930205157539,0,0,0,0,-0.0956046564979987,0,-0.0422221669155078,0,0.0135238717126202,0,0,0,0,0,0,-0.0602665261093071,0.235411844198022,0,0.00741848130130384,0,0.0777897693597484,0,0,0,-3.46944695195361e-18,0,0,-0.00921606764070265,0,0,0,0,0,0,0,0.0228345246229663,0,-0.0262353910218602,0.0238478263691707,-0.0398389916993698,0,0,0,0,0
X601600.SH,0,0.158510281961651,0,0,0,0,0,0,0,0,-0.0540727388410771,0,0,0,0,0,0.0703083550099799,0,0,0,0,0,0,0.0271538184077227,0,0,0,0,0.256701448015231,0,0,0,0.12300888803575,0,0,0,0,0.26704695144744,0.210065782564338,0,0,0,0.106238694988576,0,0,0,0.0378999950153599,0,0,0,0,0,-0.000283486904480529,0.0974079147192251,0,0,0,0,0
X600585.SH,0,0,0,0.02483192624804,0,0.136543514328129,0,0,0,0,0,-0.0353690923338085,0,0,0,0,0,0.0806586243676904,0,0,0,0,0,0,-0.0248911441023238,0,0,0,0,0.191223751682261,0,0,0,0,0,0,0.0499506725248397,0,-0.0181969482614593,0,0,0.146396290092999,0.0286940667514676,0,0,0,0.0502104584305153,0,0,0,0,0.0158816177460498,-0.0259953019960859,-0.173797892835052,0,0,0.05286857604806,0,0
