,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X600352.SH,X600489.SH,X600547.SH,X000709.SZ,X002353.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X000831.SZ,X000629.SZ,X600808.SH,X000630.SZ,X000027.SZ,X600660.SH,X000825.SZ,X600549.SH,X600578.SH,X600008.SH,X600315.SH,X601699.SH,X000983.SZ,X002470.SZ,X600863.SH,X600307.SH,X600098.SH,X000937.SZ,X600348.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.411619618600041,0,0,0,0,0,0,0,0,0.0952757237034601,0,0.09388416895349,0,0,0,0.00335005361968077,0.127517755460057,0,0,0,0,0,0,0,0,0,0,0,0,0.0666390870889182,0,0.016156150841669,0,0,0,0,0,0,0,0,0,0.0806296532685283,0,0,0,0,0,0,0,0,-0.0385150834762334,-0.00405029468196934,0,0,0,0,0,0
X600028.SH,0.629763392529842,0,0,0,0,0,0,0,0,0.00664456025971347,0,0,1.73472347597681e-18,0,0,0,0,0,0.229425354650358,0.0181357660459777,0,0,-0.070759033429183,0.00287736618073089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296871121567609,0,0,0,0,0,0,-0.0789749146045865,0,0,0,0,0,0,-0.0541232634605299,-0.0362697177578767,0,0,0,0,0,0
X601088.SH,0,0.131749381745972,0,0,0.0301464176672228,0.122458008516709,0.0674476125631361,0,0,0,0.00915215385949315,0,0.091398268203732,0,0,0,0.0196329838100954,0,0,0,-0.0174105828689977,0,0,0,0,0,0,0,0,0,0.0241838249436866,0,0,0,0,0.0235874492622653,0,0,0,0,0,0,0.413396019265017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.0156676640340879,0,0,0,0.0774849159828823,0,0,0,0,0.272699768785723,0,0.112062681971671,0,0,0.121392286453319,0,0,0.0209931314891839,0.114793913351342,0,0,0,0,0,0.0813575005616963,0,0,-0.16446747996563,0,0,0,0,0,0.032005910724541,0,0,0,0,0,0,0,0,0,0,0.00353931711749313,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.117178916001042,0.0659355156663696,0.0220680854807081,0,0,0,0.119311675168465,0,0,0,0.0507927456512712,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279360196433109,0,0,0,0,0,0,0,0,0,0,0.191061260847661,0,0,0,0,0,-0.00266867620445875,0,0,0,0,0,0
X600019.SH,0.0101744582204324,0,0,0.103161543547447,0,0,0,0,0,0,0.0589700799339551,0.0969334892757975,0,0,0,0,0,0,0,0,0,0.429357280428301,0,0,0,0.136811050579736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310170592094827,0,0,0,0,0,0,0,-0.0603939545448064,-0.0165093420625852,-0.0375201968410807,0,0,0,0,0
X601898.SH,0,0,0.0249252829213418,0,0,0,0,0.108070711672351,0,0.0657276550806794,0,0.0648586510404504,0.0620459676800977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544349473097785,0.119327555291882,0.0288289905759134,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.391956870653473,0,0,0,0,0,0,0,0,0,-0.00387310882720505,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.105244468043582,0.180728548509272,-3.46944695195361e-18,0,1.0842021724855e-19,0,0,0.0946566242631826,0,0.0185247952189861,0.123440959155277,0,0,0,-0.0210543397950638,0,0,0,0,0,0,0,0,0,0,0,0.0505855823394072,0,0,0,0.123703320983104,0,0,0,0,0,0.0767479279054615,0,0,0,0,0,0,0,-0.0215789645107945,0,0,0,0,0,0
X600795.SH,0,0.0987182495694715,0.0388869319176666,0.0142666549991173,0,0,0,0,0,0.0223853046213261,0.361570970972978,0,0,0,0,0,0,0,0,0.0110679172890668,0,0,0,0,0,0.115683873316498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569947955626274,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0271465970889152,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.312854787374441,0.196988205121482,0.0552025520049574,0,0,0,0,0,0.0469625240226612,0.0389111287232987,0,0,0,2.16840434497101e-19,0,0,0,0.00555638242754202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340011084028418,0,0,0,0,0,0
X600886.SH,0,0,0.105066451851351,0.323584758925238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759991527991349,0.0567940034854627,0,0,0,0,0.131397620076031,0,0.00693278480894952,0,0,0,0,0,0.133677660018605,0.0567314789360192,0,0,0,0,0.0553426048566941,0,0,0,0,0,0,-0.0243212299936727,-0.00222620599977745,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220312748422652,0,0,0,0,0.678750137451748,0.0224155950760524,0,0,0,0,0.0927099562314281,-0.22869688854449,0,0,0,0,0,0,0,0,0.105019453657888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449168586425219,0.0125224869585896,0,0,0,0,0,0
X600188.SH,0.397748022445554,0,0,0,0,0.0369929893469597,0,0,0,0,0,0,0,0.145136338462198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.161946568264793,0,0,0,0,0,0.163203493450298,0,0.133854337698811,0.0196060172984185,0,0,0,0,0,0,0,0,-0.0555224286818308,-0.0130204706852362,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-3.46944695195361e-18,0,0,0,0,0.0948985592490447,0,0,0,0,0,0.0528620866173706,0.0144806529492699,0,0,0,0,0,0.341140324312259,0.0334017235728597,0,0.0342162582157177,0,0.0322697485444293,0,0,0,0,0.241727569907867,0,0,0,0,0,0.0234468460500987,0,0,0.034299041985907,0,0,-0.0171785454747813,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.193864911635172,0,0,0,0,0,0,0,0.0427573809614837,0,1.73472347597681e-18,-0.0327977272038465,0,0,0,0,0,0,0,0,0,0,0,0.0601106177628619,0.159365393690648,0,0,0,0,0,0,0,0.168660264702886,0,0,0,0,0,0,0,0,0,0,-0.00615621091919948,0,0,0,0,0,0
X600027.SH,0,0,0,0.254804451942168,0,0,0,0.0203622344480466,0.142556465662952,0.202799348375902,0,0,0,0,0,0,0,0,0,0,0.0905531770099905,0,0.122823467399242,0,0,0,0,0,0,0,0,0.0231953323444703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111069783205274,-0.0285011309579579,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.046063324660035,0,0.155590873279307,0,0,0,0,0,0,0.18461404358102,0,0,0.00170882872446624,0,0,0,0,0,0,0,0.040573130827055,0,0,0,0,0.236602335327005,0,0,0,0.0772693445527497,0,0,0,0,0,0,0,0,0.0996748249730287,0,0,0,-0.00782323946787242,0,0,0,0,0,0
X601992.SH,-0.0635668959123398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136877573537489,0,0,0,0,0,0,0,0.387283147283164,0.295214941851968,0.108487061628774,0,0,0,0,0,0.0095383534410435,-0.322286766768079,0,0.140441428472299,0,0.00917035218668288,0,0,0,0,0.114006801912335,0,0,0,0.0805695357906351,0.131254850406414,0,0,0,0,-0.0370278641986485,0,0,0,0,0,0
X600688.SH,0,0.353851373257248,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0462834035563474,0,0,0,0,0,0,0,0.103155458509091,0,0,0,0,0,0,0,0,0.0726406831288218,0,0,0,0.0180526612369011,0,0.174007233568734,0,0.103442810294349,0,0,-0.0829038199460038,0,0.0562589362246418,0,0,0,0.095244356569284,0,0,0,0,0,-0.0371863063179416,-0.00653964339707282,0,0,0,0,0,0
X600583.SH,0,0,0.189458110512501,0,0.0301296029801453,0,0,0,0,0.0199446685781712,0.093599114409336,0,0,0,0,0,0.0249573446397759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854517080987329,0,0,0.0284951706813999,0,0,0,0,0,0,0.0948007401284368,0,0.152698079072264,0,0,0,-0.0200336300756172,0,0,0,0,0,0
X601158.SH,0,8.67361737988404e-19,0,0,0,0.0239094528742516,0,0,0.0612353276022756,0,0,0.000323268444539459,0,0,0,0.189784537315315,0.0477100324540468,0,0,0,0,0,0,0,0,0,0.0622314094829091,0,0,0,0,0,0,0,0,0,0.0730124101916523,0,0,0.107476770148518,0,0,0,0,0,0.0201204555959028,0,0,0,0,0,-0.0725481006369293,-0.0577713801957508,0,0,0,0,0,0
X000898.SZ,0.00833578997998836,0,0,0,0,0.226682109975737,0,0.0468376728788975,0,0.0626650639950085,0,0.0705021778128904,0.0794699730286848,0,0,0,0,0,0,0,0,0,0,0,0,0.272522321015625,0,0,0,0,0,0,0.0124188067422409,0,0,0,0.0987292493146404,0,0.0053252117190256,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141926446026499,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.160783821987952,0,0,0.169130597667388,0,0,0,0,0,0,0,0,0,0,0.392237911468021,0,0,0,0.0394020004942637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100489491179832,0,0,0,0,0,0.0167660000524437,-0.000907698070776239,0,0,0,0,0,0
