,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600010.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X000883.SZ,X601992.SH,X002353.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X000825.SZ,X600660.SH,X600808.SH,X601699.SH,X600352.SH,X000027.SZ,X600549.SH,X000630.SZ,X600307.SH,X000983.SZ,X600578.SH,X000937.SZ,X600490.SH,X600863.SH,X000959.SZ,X002470.SZ,X000960.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0449466944669482,0,0.0417755957617344,0,0,0,0,0.0136056107831141,0,0,0,0,0,0,0,0,0,0,0,0,0.0782954149307669,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0833306233877204,0,0,0,0,0,0,0.057879439146623,0.0211788463156734,0.0594151059017971,0,0.113030665193021,0,0,0,0,0,0,0,0,-0.00533377938773363,-0.00895595255977619,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.115157460471662,8.67361737988404e-19,0,0,0,0,0,0,0.107144024488217,0,0,4.33680868994202e-19,0,0,0.0699233765192488,0,0,0.108257719491106,0,0.00547584892083642,0,0,0,0,0,0,0,0,0.0856460998613237,0,0.0113134457197604,0,0,0.00155975549126512,0,0,0,0.0616164467483507,0,0,-1.73472347597681e-18,0,0,0.0225828498764461,0,0,-0.0113334348756833,0.00856735429645697,0,0,0,0,0,0
X601088.SH,0,0,0,0.00991563698514399,0,0,0.128106931137735,0,0,0,0,0,0,0.168516983163987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.0350548293479367,0.0696503443775188,0,0,0,0,-0.00231121282285123,0,0,0,-0.0190521591795189,0,0,0,0,0,0
X600585.SH,0,0.0965327788811622,0.248382009624593,0,0,0.0303970492316805,0,0,0.0425829428514556,0,0,0,0,0,0,0,-0.055730055614606,0,0,0,0.0970811680736082,0.0305101011706031,0,0,0,0.0382292730329256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691326989952307,0,0,0,0,0,0,0,0,0,0.00301593043617886,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.126893637947675,0,0,0,0,0,0.0406734971731554,0,0,0.00499729767940102,0.260839541099472,0.0451601018405686,0,0,-0.107222344063308,0,0.014657472968492,0,0,0,0,0,0,0,0,0.119800115344665,0,0,0,0,0,0.0451954002713316,0,0,0,0,0,0,0,0,0,0,0,0,0.0843068357730936,0.0113671042372028,-0.0205722458202767,0,0,0,-0.0930809363510259,0,0
X600019.SH,0,0,0.103276903081824,0,0,0,0.19980553344949,0,0,0,0,-0.0103809203098866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13265898410617,0,0,0.130701690838895,0,-0.079667531289271,0,0.0960338718828125,0,0,0,0,0,0.120027092228916,0,0,0.194436030306594,0.0223856008966663,0,0.0952085960976827,0,0,0,0,-0.00433625049615734,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0448380543554467,0.00297873108597376,0,0,0,0.060524386293005,0,0.0659501008205253,0,0,0,0,0,0.134517640920081,0,0,0,0,0,0.0638248633884164,0.00724640081686884,0,0,0.19528207428999,0,0,0,0.116523251568023,0,-0.053655398006923,0,0,0,0,0,0,0,0.0933356006385742,0,0,0,0,0,0.0190368764452063,-0.0350601434905942,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0279996248482734,0,0,0,0,0.0295157844238965,0,0.0379230877492362,0,0,0,0,0,0,0,0,0,0.0198036491727497,0.155931580342381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12443332365414,0,0.0301135733369106,0,0,0,0.00991944638058471,0,0,-0.00417558312281167,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.179142414571814,0.0561522726271941,0,0.2770198510051,0,0,0,0,-0.0253550731226189,0,0,0.240569678617809,0,0,0,0.0797265854235251,-0.209311647471564,0,0,0,0,0,0.101109413250055,0,0,-0.0409006698025662,0,0,0,0.273333942125925,0,0,0,0,0.0827321716703511,0,0,0,0,-0.00289796437468142,-0.0327700719096226,0,0,0,0,0,-0.188840057454978
X600111.SH,0,0,0,0,0,0,0,0,0.0189410076447967,0,0,0,0,0.0283293183394594,0,0,0,0,0,0.0205556521482908,0.0453578529023441,0,0,0,0,0.0114637930732172,0.0279334203953046,0,0,0,0,0.0830187771427629,0,0,0,0,0,0.27459446610256,0,0.00601820638820057,0.0427019733576902,0,0,0,0.00625022829133438,0,0,0.0813362101247047,0,0,-0.0113678062686127,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125181161049152,0,0,0,0,-0.0430293055587932,0.0116264551281128,0.0171308753517312,0.112273443765569,0,0,0.0922372922745396,0,0,0,0,0,0,0,0.00980464388836981,-0.0752752011283346,0,0,0,0,0,0,0,0,0.0467388994586994,0,0,0.176124787352145,0.0112121046547114,0,0,0,0.012212651474686,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.143988653666767,0,0,0,0,0,0,0,0,0.0761080023336497,0,0,0.0808141380826532,0,0,-0.0519207377311363,-0.0754638831682775,0,0,0,0,0,0,0,0,0,0.273398076143584,0,0.149543910817566,0,0,0.134632862299361,0.107850125077941,0,0,0,0,0,0,0,0.0399032723971891,0,0,0,0,0,0.00237491831335439,0.0204077163206769,0,0,0,-0.00506668603458747,0,0
X600362.SH,0,0,0,0,0,0,0.123989356031309,0.0629744876971442,0.114045193608684,0,0,0,0,0.00863043842288109,0,0,0,0,0,0,0,0,0.0250792932774194,0,0,0,0.0598037858864402,0,0,0,0.141781833769893,0,0,0.00641017539191129,0,0,0,0,0.0724048388388849,0,0,0,0,0.0202775900406718,0,0.0743818570426523,0,0.0940365216853659,0,0,0,-0.00484329984419971,0,0,0,0,0,0
