,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X002466.SZ,X600027.SH,X600111.SH,X600623.SH,X600188.SH,X600157.SH,X600362.SH,X600886.SH,X600547.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X600309.SH,X601158.SH,X600489.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002460.SZ,X000027.SZ,X600549.SH,X002407.SZ,X000630.SZ,X002470.SZ,X002075.SZ,X600021.SH,X000012.SZ,X000983.SZ,X600176.SH,X600098.SH,X000629.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.112425089573537,0,0,0,0,0.00393600005204328,0,0,0,0.00494246478759911,0.109995144415419,0.0136952323383582,0,0,0,0,0,0,0,0.0274119521260832,0,0,0.182756773275912,0,0,0.0663956297091221,0,0,0,0,0,0,0,0,0,0,0,0,0.0507776096347583,0,0,-1.38777878078145e-17,0,0.0359588779558949,0,0,0,0,0.00569516763994584,0,0,0,0,0,0,0
X600028.SH,0.0235360164231069,0,0,0,0,0,0,0.104367367018946,0,0,0,0,0,0,0,0,0,-0.0122190371393777,0,0,0,0,-8.67361737988404e-19,0,0,0.101463657609586,0,0,0.263927812023093,0,0,0,0,0,0,-0.0485415070506729,0,0,0.0164171082954265,-0.00624221739445537,0,0,0,0,0,0,0,0,0,0,0,0,-0.00786861131485469,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.310142169323718,0,0,0,0,0.00428412559307996,0,0,0,0.0796030374645724,0,0,3.46944695195361e-18,0,0,0,0,0,0,1.70784400883698e-05,0,0,0,0,0,0,0,0,0,0.110282903662504,-0.0293743069273794,0,0,0,0,0,-0.00459760566664153,0,0,0,0,0,0.117640025900624,0.0438669359878705,0,-0.0285961416849857,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0545034013725283,0.0302409606620644,0,0,0,0,0,0.395419117296406,0,0,0,0,0,0.0572589630480314,0,0,0,0,0.0345052411769788,0.0588972567398544,0,0,0,0,0,0,0,0,0,0,0,0,0.0113201071724671,0,0,0,-0.00472983025158609,0,0,0,0,0,0,0,0,0,-0.0234999852512026,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269067790254908,0.0033161759838413,0,0.0310693250296875,0,0,0,0,0,0,0,0,0,0.0403806521569622,0,0,0,0,0,0.0224993395307049,0,0.16385447451621,0,0,0.121343966345344,0,0,0,0,0,0.0943673585911672,0,0,0,0.0354686617265189,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0266374743305761,0,0,0,0,0,0,0,0.0215871745269244,0,0,0,0,0,0,0,0,0.0590102957254735,0,0,0,0,0,0,0,0.118199684336088,0,0,0.0419772747969866,0,0,0.140091615341553,0,0,0,0,0,0.0436058228352724,0,0,0,0.053364653629652,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.125257737076075,0,0,0,0,0,0,0,0,0,0,0,0.203550327024657,0.0397935718150217,0,0,0,0,0,0.197995735402772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158601294258764,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248505346805912,0,0.00431073926665,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156027864388138,0.0120072168311491,0,0,0.0348838133291052,0,0,0,0,0,0.207546540677548,0,0,0,0.265686492495324,0,0,0,0,0,0,0,0,0,0,0,0.0203793250069864,0,0,0,0.0354339151023462,0,0.177404519731196,0.0237273671073013,0,-0.0597386782500731,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389510464226141,0,0,0,0,0.0618723742090514,0,0.161789971156373,0,0,0.0224661839039756,0.154943313194698,0,0,0,0.177688273205817,0,0,0.0974383226619484,0,0,0.0474534999502054,0,0,0,0,0,0,0,0.0986466780178241,0,0,0,0,-0.00875802174900932,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0734127965545265,0.042438037436058,0,0,0,-0.041894843486044,0,0,0,0,0.220292357576705,0,-0.0505730043118174,0,0,0,0,0,0.259349935278379,0,0,0,0,0,0,0,0.0644792728422124,0,0,0.234618826961323,0,0,0.0991248456173365,0,0,0,-0.0449745883070055,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0739119602042515,0,0,0,0,0
