,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600188.SH,X600795.SH,X600010.SH,X600886.SH,X601992.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X000792.SZ,X000883.SZ,X601158.SH,X002353.SZ,X000898.SZ,X000709.SZ,X600489.SH,X000629.SZ,X000539.SZ,X600547.SH,X000825.SZ,X000831.SZ,X601699.SH,X600315.SH,X000027.SZ,X600660.SH,X600352.SH,X002470.SZ,X000959.SZ,X600808.SH,X000630.SZ,X000983.SZ,X000937.SZ,X600549.SH,X600307.SH,X600578.SH,X600490.SH,X600098.SH,X000960.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0380093340334211,0,0.152568307812211,0,0,0.0758956553978126,0,0,0,0,0.0381795096257849,0,0,0,0,0,0,0,0,0,0.051612742878325,0,0,0,0,0,0,0,0.028328414475877,0,0,0,0,0,-0.0290129669568865,0,0,0,0,0,0,0.0214622712697931,0,0,0,0,0,0,-0.00035349700407318,-0.0165500746244666,0,0,0,0,0,0
X600028.SH,0.114911414619944,0,0.0272668034181044,0,0.0919082901800294,0,0,0,0,0,0,0,0.0466479996608455,0,0,0,0.0209385154991123,0,0,0,0,0,0,0.16496746412343,0,0,0,0,0,0,0,0,0,0,0,0.0362810795202487,0,-0.0513845705875763,0,0,0,0,0,0,0,0,0,0,0.121915539378009,0.00546446142165878,0,0.000478430481104225,-0.0217174904519937,0.0591552820703764,0,0,0,0,0
X601088.SH,0,0,0,0.0851999003282876,0,0,0,0,0.0772274175614192,0,0,0.250730063333019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487623643807858,0,0,0,0,0,0,0.06153828006708,0,0,0,0,-0.00520003517130971,-0.00824782586985688,0,0,0,0,0,0
X600585.SH,0,0.078771788753732,0.0414670773960461,0,0,0.160640751681415,0,0,0.0775050208783319,0,0,0,0,0.119495664581679,0,0,0,0,0,0,0,0,0,0.0271708491629391,0,0,0,0,0,0,-0.0304339711975043,0,0,0,0,0,0,-0.0125820167635842,0,0,0,0.145742440289143,0,0,0,0,0,0,0,0,0,-0.00429890598288502,-0.0113782619096695,0,0,0,-0.0165489183333991,0,0
X600011.SH,0,0,0,0,0,0.222042749619937,0,0,0,0,0,0,0,0.0395722032774863,0,0,0.171573589433118,0.346791114432983,0,0,0,-0.0915950904910128,0.0333199681707539,0,0,0,0,0,0,0,-0.0619144731906284,0.178259366864653,0,0,0,0,-0.0301561016983446,0,0,0,0,0,0,0,-0.0215457909808659,-0.0365493831208191,0,0,0,0,0,0.0135572965922733,-0.0287220232015764,0,0,0,0,0,0
X600019.SH,0,0,0,0.270039370685393,0.0984794556726804,0,0,0,0.0272629565874509,0,0,0.0404518023293088,0,0,0,0,0,0,0,0.0119252283613822,0,0,-0.0267705953547649,0,0,0.239910118785202,0,0.213072939484386,0,0,-0.0915703817307051,0,0,0,0.0317537136114578,0,0,-0.00610389120946857,0.0693695091330231,0,0,0,0,0,0,0,0,0,0,0,0,-0.000724146784010193,0.00109709218738416,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.312006777698338,0,0,0.0812644714109958,0,0.0405135112536927,0,0.133837341851302,0,0,0,0,0,0,0,0,0,0,0.077630907939784,-6.93889390390723e-18,0,0,0,0.0681193120821314,0,0,-0.00689896378399143,0,0,0,0,0,0,0,0,0,-0.0172144505588459,0,0,0,0,0,0,0,-0.0250339276939253,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0155508820932199,0,0,0,0.102684812204392,0,0,0,0,-0.0394388151520128,0,0,0,0.146678506172618,0,0,0,0.0157439388303805,0,0.0273473784917313,0,0,0,0.119824273109927,0.0453644273833947,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.100345227953525,0,0.0742051334492687,0,0,0,0.0106408065753615,-0.0316399254591657,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.362203942709564,0.0478714007376302,0,0,0,0,0,0,0,0,0,-0.0226909065243886,0,0,0.0382178889402682,0,0,0.115981843464282,0,0,0.00846245772368322,0,0,0,0,0,0,0,0.0717551972085312,0,0,0.154896192221052,0,0,0.0124889150753717,0,0,0,0.147741153479745,0,0,0,-0.00681833535487116,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0900187699009549,0.0300302462005382,0,0,0,0,0,0,0,0,0,0.0421887389283915,0,0.0246302276837109,0,0,0,0.0289772941439241,0,0,0.0430515935421933,0,0,0,0.00471497235449298,0,0,0,0.0125292937792136,0,0,0,0,0.272006582393137,0.0446136379176079,0,0,0,0.135120268621071,0,0,-0.00345514197125915,0.00455094982606703,0,0,0,0,0,0
