,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X601600.SH,X000301.SZ,X600111.SH,X002466.SZ,X600010.SH,X000786.SZ,X600886.SH,X600188.SH,X600011.SH,X600176.SH,X600426.SH,X000027.SZ,X600803.SH,X601991.SH,X600219.SH,X600801.SH,X600795.SH,X600352.SH,X600489.SH,X000807.SZ,X000932.SZ,X000898.SZ,X600688.SH,X000825.SZ,X600315.SH,X002353.SZ,X600157.SH,X002080.SZ,X600516.SH,X600486.SH,X000408.SZ,X600027.SH,X601168.SH,X600299.SH,X300037.SZ,X000883.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.384528452726313,0,0,0,0,0,0,0,0,0,0,0.0482158009998915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668140336180035,-0.0443217692324214,0.0563876592069428,0,0,0,0,0.0209869335393796,0,0,0,0,0,0,0,0,0,0,0,0,0.00447983247115407,0,0
X600028.SH,0.473835399223178,0,0,0,0,0,0,0,0,0,0,0,0,0.027631940046466,0,0,0.0267230835632413,0,0,0,0,0,0,0.164392596181624,0,0,-0.0132589963159153,0,0,0,0,0,0.0535943570225053,0,0.112428124225572,0,0,0,0,0,0,0,0,0,0,0,0,-0.00268690669398309,0,0,0,0.0351083322318936,0,0,0,0,-0.000360154291316094,0,0
X601088.SH,0,0,0,0,0,0,0.0372403487074048,0,0,0,0,0,0,0.138888026103909,0.0984403018299803,0,0,0,0,0,0.155045257788406,0,0,0,0.0664966597539777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404040391927201,0,0,0,0,0.0382493756205288,-0.0138367945535959,0,0,-0.0173677997130682,0,0,0,0.0091057870692061,0,0
X600309.SH,0,0,0,0,0,0,0.0255013547941127,0,0,0,0,0,0,0,0,0.219380036885354,0,-0.0423296422526497,0.214173029688683,0,0,0,0.0589989602344777,0.116381135661131,0,0,0,0.0881670260263121,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0263809286232598,0,0,0,0,0,0.056204538844744,0,0,0,0,0.187323537437567,0,0,0,0,-0.0567209862228443,0,0,0,-0.0284548761058616,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505489686404271,0,0.0130253396496663,-0.0252781304566287,0,0,0.0316110665001421,0,0,0,-0.0018394692841572,0,0,0,0.311334005100355,0,0,-0.0190432442772218,3.46944695195361e-18,0.0963345366236921,0,0,0,0,0,0,0,0.0134056286798795,0.0338949492832153,0,0,0,0,0,0,0,0,0,-0.0212060933474648,0,0,0,-0.00966942729661712,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525892796318448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731092553630746,0.393783824842877,0.0257850451485783,0,0.253963146524378,0,-0.0263252368301789,0,0,0,-0.00195236838419269,0,0,0,0,0,0,0,0,0,-0.0670773931139932,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0143796919229962,0,0,0,0,0.228046649186632,0,0,0,0.0301714605191298,0,0,0,0.573438489222774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388426656629064,0,0,0,0,0,0,0.0947244418849323,0,0,-0.032070636372311,0,0,0,-0.0070397015768471,0,0,0,-0.0199013825092319,0,0
X002271.SZ,0,0,0,0,0,-0.235504706515762,0,0,0.0159258538163345,0,-0.115668384213309,0,-0.0457746802919343,0,-0.0330148728699409,0,0,0,0,0,0,0,0,0,0.0275695715665973,0,0,0,0,0,0,0,0.186739037026228,0,0,0,0,0,0,0,0,0.0425469586237292,0.0687523850140112,0,0,0,0,0.0306305649431011,0,0,0,0,-0.125621260180009,0,0,0,-0.017917495599059,0,0
X600660.SH,0,0,0,0,0,0,0.153345781200627,0,0,0,-0.234228151545406,0,0.0085606724649094,0,0,0,0,0,0.208196521602231,0,0,0,0.0598160638650283,0,-0.0605998152304203,0,0,0,0,0,0,0,0.0433185621163113,0,0,0,0,0,-0.0279416902066715,0,0,0,0.14127398642857,0,0,0,0,0,-0.0482937258264229,0,0,-0.0484200699819802,0,0,0,0,-0.0261646274260088,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0939498816869965,0,0,0,0.0071004077880666,0.00569950909303996,0,0,0,0,0,0,0,0.180515896253982,0,0,0,0,0,0,0,0,0,0.0959988652244409,0,0,0,0.184365222549883,0.147488860521962,0,0,0,0,0,0,0.016414180451559,0,0,-0.0923548764367412,0.357227950940248,0,0,-0.0868829237557438,0,0,0,-0.0130057430012968,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.0903283439003714,0,0,0,0,0.141634413307093,0,0,0,0,0,0,0,0,0,0,-0.090636894407831,0,0,0.115093606927152,0,0,0,0,0.133689001720952,0.00924183253311065,0,0,0.0163683593285179,0,0,0.302456893210798,0,0,0.159783406415061,0,0,0,0,0,0,0,0,0,0.0222669948498302,0,0,0,0.0436560672850337,0,0
X600547.SH,0,0,0,-0.0199088449663807,0,0,0,0,0,0,0,0,0.0736915773172677,0,0,0.0267068284733294,0,0.149878085685971,0,0,0,0,0,0,0.0834506783243791,0,0,0,0,0,0,0.194716312733253,-0.0238000296433737,0,0,0,0.134625874804425,0,0,0.0802218512674587,0.0273674983691308,0,0,0.0809484700370346,0,0,0,0,0.0724930095241439,0,0,-0.0120502834248349,-0.00892643265083059,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.197190556432981,0,0,0,0,0,0,0.062873371123865,0,0,0,-0.054759393132844,0,0,0,0,0,0,0,0,0,0,0,0.0368828183587377,0,0,0,0.207782569555304,0,0,0,0,0.411952905409195,0,0,0,0,-0.0418626477322064,-0.0378569564188824,0,0,0,0,-0.0357186900722995,0,0
X601600.SH,0,0,0,0.0927650789793312,0,0,0,0,0,0,0,0,0.209758777074707,0,-0.0497558247022143,0.0337863109883313,0,0,0,0,0,0,0,0,0,0,0,0.0608118024409021,0,0,0,0,0.222945252243858,0.058613468688223,0.160146809408859,0,0.0488320397333333,0,0,0,0,0,0,0,0,0.091078563432378,0,0,0,0,0,0.00740639525619485,0,0,0,0,0,0,0
