,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000877.SZ,X000983.SZ,X600426.SH,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X000807.SZ,X000786.SZ,X600176.SH,X000408.SZ,X000630.SZ,X600612.SH,X000933.SZ,X000932.SZ,X300037.SZ,X600348.SH,X600219.SH,X600995.SH,X002128.SZ,X601168.SH,X600688.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.764548469630388,0,0,0,-0.038184202200441,0,0,0,0,0,0.156542038423435,0,-0.19171210727796,0,0,0.132866523005411,0,0.108889063754132,0,0,0,0,0,0,0,0,0,-0.223619097729892,0,0,0,0,0,0,0,0,0,0.231263083391258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291502836471574,-0.0334475990473754,0,0,0.0239795937884864,0,0
X600028.SH,0.716440724713624,0,0,0,0,0,0,0,0,0,0,0,-0.0331990449261205,0,0,0,0,-0.078405118701038,0,-0.0307894219141381,0,0,0,0,0,0,0.112158385904499,-0.0225343910384836,0.114202714963075,0.117935435404178,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0362394581868459,0,0.0101521434407759,0,0,0,0,0,0,0,-0.0047453613237947,0.0161681208721806,0,0,0,0,0
X601088.SH,0.167995545115888,0.0139511731278336,0,0,0.0973190147835287,0,0.200429926713837,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0310865360143529,0,-0.0983863428287637,0,0,0,0,0.0357278744313689,0,0,-0.0385157852552425,0,0,0,0,0,0,0,0.0888425642641378,0,0,0,0,0,-0.1647641613392,0,0,0,0,0,0,0,0,0,0.00485492500268194,0.000714083763215662,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.124190376026579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433519646068335,0,0,0,0.0663896843805873,0,0.20984386283875,0,0,0,0.0261658795345966,0.193175743658511,0.168253916297919,0,0,0,0,0,0,0.112129462945059,0.102266767705048,0,0,0,0,0,0,0.404891301181683,0,0,-0.0400154283828938,0.0873584898893647,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.044817429312224,0.188696936892072,0,0,0.153180527523431,0,0,0,0,0,0,0,0.269529025348633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601111747890649,0.136243864444905,0,0,0,0,0,0,0.171255690104379,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138200475310444,0,0,0,0,0,0
X600019.SH,0,0,0,0,-8.67361737988404e-19,0,0.104032421857975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120758886488379,0,0.629266890303291,0,0,0.171185328914983,0.425871154820208,0,0,0,0,0,0.036548491125221,0.0994466588033434,0,0,-0.0627160617036182,0.0149460118076681,0.0138629497466392,0,0,0,0,0,0
X601898.SH,0.0395225287650717,0,0.197502140380442,0,0.248168437301328,0.0141896318143723,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0630906921250545,0,0.0460022968028409,0,0,0,0,0,0,0.0210130514934774,0,0,0,0,0,0,0,0,0,0.0406063617809249,0,0,0,0,0.0406749296053099,0,0,0,0,0,0.0228474705786283,0,0,0,0,0,0.0162307265996596,-0.0306083439311455,0,0,0,0.0591697265378368,0,0
X600011.SH,-0.00209492669427046,0,0,0,0,0,0,0,0,0,0,0.110473630139781,0,-0.000513970742924812,0,0,0,0,0,0,0,0,0,0,0,0,0.415568646514206,0,0,0,0,0,-0.0354129166328053,0,0,0.0837087001549412,0,0,0,4.33680868994202e-19,-0.0582956861277341,0,0,0,0.139150499791706,0,0,0,0,0,0,0.00336955985595259,-0.00831716070201673,0.00571053962619505,0,0,0,0,0
X600585.SH,0,0.0534798494511551,0,0.0671671421200195,0,1.73472347597681e-18,0,0,0,0,-0.0727003186882481,0,0,0,0,0,0,0,0,0,0,0,0,0.318594777914011,0.0439245184083426,0.115719477721844,0,0,0.216395383084984,-0.061804473698996,0,0,-0.0215598483919878,0,0.0172232204097321,0.0803186268173257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149923548968577,0.00779450877730876,-0.112620780328244,0,0,0,0,0
X600547.SH,0,0,0,0,0.19384295267837,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.100912844819101,0,0,0,0,0,0,0.0222513929202334,-0.135905723862752,-0.00326952329998967,0,0.00137015917016689,0.575593113346321,0,0,0,0,0.010629428967902,0,0,0.0174347016741127,0.00497416372868631,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0246691569141553,-0.0627742984589242,0.0111412783440116,-0.00238966037780564,0,0,0,0,0,0
