,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600352.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X000723.SZ,X600795.SH,X600516.SH,X601992.SH,X600801.SH,X000898.SZ,X600027.SH,X600176.SH,X002466.SZ,X600111.SH,X002460.SZ,X000990.SZ,X000709.SZ,X000786.SZ,X600299.SH,X002271.SZ,X000553.SZ,X600219.SH,X000629.SZ,X002110.SZ,X600808.SH,X000825.SZ,X600489.SH,X600426.SH,X600985.SH,X601158.SH,X600583.SH,X000830.SZ,X000630.SZ,X600157.SH,X000883.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.00843602568043164,0,0.0180585455228123,0,0,0,0,0,0,0,0,0,0,0,0.161141314727175,-0.0272921030810663,0,0.0447058593414526,0,0,0,0,0,0,0.0331891195568797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113814994672485,0,0,0.00741609764599676,0,0.000794221509873852,0,-8.67361737988404e-19,0,-0.00943529467066886,0,0,0,0,0,0,0
X600028.SH,0,0,0.0602578649831439,0,0,0.0144668119785176,0,0,0,0,0,0,0,0,0,0,0,0.111130526798438,0,0,0.0352530927865351,0,0,0,0,0,0,0,0,0,0,0.00958963117478241,0,0,0,0,0,0,0,0,0,0,0.0122524614868228,0,0,0.0885190343371608,0,0.019832211470324,0,0.0362839863719811,0,0,0,0,0,0,-0.000977487240252061,0,0
X601088.SH,0,0,0,0,0,0.056368946353348,0,0.100133340827848,-0.194793161283023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268993761482838,0,0,0,0,0.0464700391182074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134640919232696,0,0.0195613971338866,0,0.0723598609778399,0,-8.67361737988404e-19,-0.00472855226258414,0,0,0,-0.0461453667788816,0,0
X600585.SH,0,0,0,0,0,0.0548241350100118,-0.0366873147575056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478809958274104,0,0,0,0,-0.00176398866092032,0,0,0,0,-0.00413457004802598,0,0,0,-0.0332335614266518,0.10595696386471,0,0,0,0.0269376293550955,0,0,0,0,0,0,0,-0.00852296904227724,0,-0.013806252607437,0,0,0,0,-0.010160086679143,0,0
X600019.SH,0,0,0.0249137498410664,0.0541591770301853,0,0.00618435367056225,0,0.118455529037838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762919345192834,0,0.0777194753767134,0,0,0,0.0245292369303213,0,0,0,0,0,0.212131769498994,0,0,0,0.0150337461458595,0.0175480331502963,0,0,0,0.00368450015771994,0.0275892784664077,0,0,0,0.00259550620666895,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.06559794051896,0,0,0,0,0,0,0,0,0,0.0625580517018489,0,0,0,0.0370141480455421,0,0,0,0,0,0,0,0,0.0553606701778774,0,0.0252187476411194,0,0,0,0.0522142993498742,0,0,0,0.477173599723806,-1.73472347597681e-18,0,0,0,-0.0275138778141172,0,0,0,0,-0.015147846507932,0.0362656552965861,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967778484101814,0.417902895712411,-0.0197404835339721,0,0,0,0.37022354198625,0,0,0,-0.038629475010229,0,0,0.0204543960056112,0,0.0402015783098569,0,0,0,0,0,0,0,0,0,0,0,0.0167150144514714,0.0300663040089618,0,0,0,0,-0.00276861340033419,0.0584032668753803,0,0,0,5.42101086242752e-20,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0176951455294465,0,0,0,0,0,0,0.0196269222171716,0,0,1.73472347597681e-18,0,0.00545367852564417,0,0,0,0,0,0,0.295395079479801,0,-0.0324870236054875,0,0,0,0,0,0.2610816573623,0,0.00508836013387382,0,0.183231424928345,0,0,0,0,0,0,0,0.097696459422189,0,0,0,-0.00269165015834574,-0.0386511130529028,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.15087245938343,0,0,0,0,0,0,0,0,0,0,0,0,0.0351064020906482,0,0.161666076869312,0,0,0,0,0,0,0,0,0,0,0,0,0.0339733936789864,0,0,0,0,0,0,0,0,0.0436065550858668,0,0,0,0,0.00358795768315735,0,0.0311709628665265,0,0.068996365413801,-0.146696051615987,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0726779208406171,0,0,0,0,0,0,0,0.00847549541780652,0,0.139511529252215,0,0,0,0,0,0,0,0,0.0463007750508769,0,0.0735169021967342,0,0,0,0,0,0,0.374083611131663,0,0,0,0,0,0.166396323975101,0,0,0,0.0480517649074712,0,0,0,0,0,-0.00488785365645074,-0.0174319707063886,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.23481899561671,0,0,0,0,0,0.00812851005171778,0,0.297674111576294,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00892668843604388,0,0,0,0.00529749329954468,0,0,0,0,0,0,0,0,0,0,0.0173006114762476,0,0,0,0,0,0,0,0,-0.00243486608738847,0,0,0,0,-0.03461446852586,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0401728526913006,0,0,0,0,0,0,0,0,0,0,0.00763914174163482,0,0,0,0,0,0,0,0,-0.0617858690567838,0,0,0,0,0.0690576040427887,0,0,0,0,0,0,0,0.953341331276811,0,-0.0344048865299642,0,0,0,0,0.037740752694959,0,0,-0.0816504645580567,0,-0.00805595071334284,0,0,0,0.005494804227302,0,0
X601991.SH,0,0,0,0,0,0,0,0.218391767733852,0,0.016403349557357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369882541792143,0,0,0,0,0,0.174140997551086,0,0,0,0,0,0,0,0,0,0.000101519743750806,0,0.0174621612355603,0,0,0,-0.0178039469210598,-0.0170491280990657,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.112152921861097,0,0,0.0191628206569296,0,0,0,0,0,0,0,0,0,0.0496019353521948,0,0,0,0,0,0.0985393643765028,0,0.176805721376381,0,0.0024886343103206,0,0,0.121265771155817,0,0.0921394264027613,-0.127860108972248,0,-0.101448067569544,0,0,0,0,0,0,0,0,0,0,0.0432900045624212,0,0,0,0.0122435401696659,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.0155359385792774,0,0,0,0,0,0,0,0,0.0691620464324905,0,0,0,0.00794283018925463,0,0,0.0794175057145541,0,0,0,0,0,0.0074943482309901,0,0,0.041301811125787,0,0,0,0,0,0,0,0.0582430736229913,0.042670350171469,0,0,0.0982321403471847,0,0.0167412100964383,0.0886647457603421,0,0,0,0,0,0,0,-0.010619372282515,0,0
X600188.SH,0,0,0,0,0,0.015544420749578,0,0,0,0,0,0,0,0,0,0,0,0,0.0449240209530572,0,0.00856161588873719,0,0,0,0,0,0,0,0.129389727327552,0,0,0.0160488293162838,0,0,0,0.151498880191175,0,0.0701000819610577,0,0,0,0,0,0,0,0.177926131702308,0,0.0650411055165751,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0.0455629091132694,0,0,0,0,0,0.0801117992081408,0,0,0,0,0,0,0,0,0.212814565984161,0.000616506935356773,0.0576507875116543,0,0,0,0,0,0,0,0,0,0,0,0,-0.019008612960805,0,0,-0.0360131359103987,0,0,0,0,0,0.0387472273133611,0.0790538026763453,0,0,0,0,0,0,0,0.0288666990961964,0.0233543062815249,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0552288852322193,0,0.173535548273917,0,0,0,0,0,0,0,0,0.0112354754343041,0,0,0.00345932167955561,0,0,0,0,0.0423056535291328,0.216717431143897,0.0462175906466228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260093124895949,0,0.114954068128181,0,0,0.0618402236158334,0,0,0,-0.0245691659652915,0,0,0,0,0,0,0
