,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X002460.SZ,X600660.SH,X600886.SH,X600801.SH,X601600.SH,X600362.SH,X601898.SH,X600010.SH,X600489.SH,X000786.SZ,X600352.SH,X600111.SH,X600176.SH,X600188.SH,X600529.SH,X601991.SH,X600299.SH,X600795.SH,X600688.SH,X600426.SH,X002466.SZ,X600027.SH,X002080.SZ,X601992.SH,X600612.SH,X600315.SH,X002409.SZ,X002353.SZ,X600486.SH,X600219.SH,X000301.SZ,X000932.SZ,X600126.SH,X000027.SZ,X000723.SZ,X600516.SH,X601158.SH,X000401.SZ,X000898.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.000654224595286158,0,0,0,0.217681667784001,0,0,0,0.0009410907696238,0,0,-0.0118311817214699,0.0172914827007444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104057749703863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002598987963858,-0.00440582526028549,0,0,0,0.0234639321784316,0,0
X600028.SH,0,0,0,0,0.0551960951013803,0,0,0,0,0,0.0078193808939926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126629468313137,0.0101501654720094,0,0,0,0,0,0,0.11134726356466,0,0,0,0,0,0.027418763216222,0,0.0261603374474023,0,0,0,0.103640506460285,0,-0.00331956689583868,0.00577695052275977,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205189187725487,0,0,0,0,0,0.119406897164079,0,0,0,0.2104510931744,0,0,0,0,0,0,0.0247945963988774,0,0.0690286513132359,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0606894498714298,0,0,0,0,0.0491299436142995,-0.0153595573067056,-0.011780383785993,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0147340351067488,0.111804759126111,0,0,0,0,0,0.00895913487423972,0,0,0,0,0,0,0,0,0,0,0.103807562725149,0,-0.0345800008654516,0,0,0,0,0,0,0,0,0,0,0,0,0.032209159230086,0,0,0,0,0.0108235145134186,0,0,0,0,0,0,0.0825034250833146,0,0.00884102521081991,0.00556254504202196,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0993680552332413,0,0.0560682998418206,0,0,0,0,0,0,0,0,0.0661570365570055,0,0,0,0,0,0,0,0,0,0.204626934277629,0,0,0,0,0,0,0.00974424458507536,0,0,0,0,0,-0.0570447037084914,0,0,-0.0634210406067091,0,0.199980981521162,0,0.0832047385762389,0,0.0100631489562889,-0.0139765290951243,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0772479124936892,0,0,0,0,0,0,0,0,0,0.702578718900665,0,0,0,0,0,0.00659165210899165,0,0.154272875155837,0,0,0,0.0177883683413813,0.0677985431291523,0,0,0,0,-0.0114006501109762,-0.107040726830586,0,0,0,0,-0.0210961702994268,0,0,0,0,0,0,0,-0.0833373184981888,-0.00475772412122085,-0.0199746402408478,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.234101722894754,0,0,0,0,0,0,0,0.0209166891011411,0,0,0,0,0,0,0.0748790523185864,-0.0038584590196377,0,0,0,0,-0.0144008037986896,0.0126599219240587,0.059399920528478,0,0,0.0160511521673561,0,-0.0274452263073739,0,0.229518195480037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.124449628498442,0,0,0,-0.00462981570936558,0,0,0,0,0,0.533410190692915,0,0,0,0,0,0,0,0,0,-0.060994929915178,0,0,0,0,0,-0.00497014678701543,0,-0.0585587935114015,0,0,0,-0.0244565363699538,0.0144663359248198,0,0,0,0,0.0920858949213217,0,0,0,0,0,0,0.0613239083157966,0,-0.0147343440362659,-2.16840434497101e-19,0,0,0,0,0,0
X002271.SZ,0,0,0.16357437319138,0,0,-0.0722237487011244,0,0,0,0,0,0,0,0.11425199638913,0,0,0,0,0,0,0,0,0,0,0.0327681217432375,0,0,0,0,0,0.0649271975848274,0,0,0,-0.0603183913449409,0.12315976056204,0.0637757055574611,0,0.395278831384111,0.111422347370607,0,0,0.0214859706220801,0,0,0.0324830861148375,0,0,0,0,0,-0.0152456935462817,-0.0294544585687753,0,0,0,0,0,0
X600011.SH,0,0,0.185234063048491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699149181408587,0,0,0,0,0,0,0,0,0,0,0,0.143148792711442,0.106420816947112,0,0,0,0.0725249477125894,0,-0.0122829913698494,0.0098691518526757,0,0,-0.0836178052036878,0,0,0,0,0,0,0,0,0.00673123758567171,-0.00107413646679188,0,0,0,0,0,0
