,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X002466.SZ,X600188.SH,X300072.SZ,X601992.SH,X601991.SH,X600547.SH,X600362.SH,X002460.SZ,X600886.SH,X600111.SH,X000786.SZ,X000898.SZ,X600516.SH,X600176.SH,X000709.SZ,X600027.SH,X600157.SH,X000553.SZ,X000792.SZ,X600352.SH,X000408.SZ,X600489.SH,X600339.SH,X600219.SH,X002271.SZ,X000959.SZ,X000723.SZ,X600808.SH,X601158.SH,X000883.SZ,X600299.SH,X002470.SZ,X002092.SZ,X000630.SZ,X000825.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.534596869490519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406166062929009,0,0,0,0,0.0317044890778587,0,0,0,0,0,0,0,0,0,0,0.0268023751047177,0.0566366838201287,-0.00112469753328117,0,0,0,0.096607527873525,0,0.062098524578692,-0.0176265442046618,0,0,0,0,0,0,0,0,0.0885323648169611,0,0,0,0,0,0,0,0
X600028.SH,0.0560983164893343,0,0,0,0.0977040258189261,0.0412011205865183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102501862574878,0,0,0,0,0,0,-0.0280485703545085,0,0,0,0,0.040095720763625,0,0,0,0,0,0,0.0879650073096712,0.00181952529231987,0,0,0,0,0,0,0,0,0,0,-0.00167405458010868,0.0187628862141854,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.026910806853489,0,0,-0.107108642734313,0,0,0,0,0.685376543933012,0,0,0,0,0,0,0,-0.0498751415093113,0,0.360669857391036,0,0,0,-0.0696545598477715,0,0,0,0,0,0,-0.0407624545549136,0,0,0,0,0,-0.0765904220364393,0,0,0,0,0,0.0127609173277498,0,0.0757762228040244,0,0,0.00297427555299737,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0252939251341489,0,0,0,0,0,0,0,-0.112898527642195,0,0,0,0,0,0,0,0,0.0585100728970526,-0.0642033989948769,0.38230561862053,0.00185265107446834,0,0,0,0,0,0,0,-0.0874325893275431,0,0,0,0,0.028721399491494,0.0445019633292448,0.130930579429828,0,0,0,0,0,0,0,0.011935504248403,-0.0515325494293976,0.0228721740235331,-0.0361097807737806,0,0,0,0,0,0
X600585.SH,0,0,0.206743959211776,0,0,0.121840920780864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769400454560005,0,0,0.0209244953977099,0,0.0706929847618649,0,0,0,0,0,-0.0862942620496426,-0.129142685382015,0,-0.205369613566647,0,0,0,0.063752810840439,-0.224317840234032,0.217737624860589,0,0,0,0,0,0,-0.283935931865089,0.0181500944506564,0,0,0.0165835134724834,-0.0390451706863719,0,0,0,0,0
X601600.SH,0,0,0,0.187739879384546,0,0,0,0,0,0,0,0,0,0.00573632984736382,0,0,-0.0745558693035315,0,0,0,0.0686949029099366,0,0.0936281257136415,0,0,0,-0.104367528152276,0,0,0,0,0,0,-0.017971498556928,0,0,0.199500479056938,-0.0576278683486787,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515105475990935,-0.00373736565582097,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.118871288619893,0,0,0,0,0,0,0.132685013461169,0,0,0,0,0,0.0317865243299618,0,0,0.051987776398685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430530704586541,0.114290777536488,0,0,0,0,0,0,0.0404953547895221,0.133487762212458,0,-0.00230265015162697,0.000349274254160253,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0244287803037018,0,0,0,0,0,0,-0.164900350695199,0,-0.117136862658029,0,0,0,0,0,0,0,-0.183862608681639,0,0.0794882905288041,0.190729439408909,0,0,0,0,0,0,0,0,0,0,-0.330677860844553,0,0,0,0,0,0,0,0.469556353890724,0,0,0,0,0.00750574612183532,0.0157372292029993,0,0,0,0,0,0
X600011.SH,0,0,0.0110523726481179,0,0,0,0,-0.028929481870701,0,0,0,0,0.0241588389154121,0,0.193166712440945,0,0.062848977133942,0,0,0,0,0,0,0.00216238717314799,0,0,0,0,0,0,0,0,-0.0323734881229911,0,0,0,0,0,0,0,0,0,0,0.106568996193263,0,0,0,0,0,0,-0.0180487312025486,0.0204403205252357,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0372648379297128,0,0.276578669203133,0,0,0.0512713905984313,0,0,0,0,0,-0.00539303764207601,2.16840434497101e-19,0,0,0,0,0,0,0.00522036564364852,0,0,0,0,0,0,0,0,0.076952589926069,0,0,0,0,0.0367264596602522,0,0,0.172231723974422,0,0.00415574034848279,-0.00358467234236534,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.110511179962626,0,0.0230264604726785,-0.128955559935207,0,0,0,0,0,0,0.0455653972934404,0,0,0,0,0,0,0,2.16840434497101e-19,-0.166578015762749,0.0846176417562165,-6.93889390390723e-18,0,0,0,0,0.0127631932107222,0,0,0,0,0,0,0,0,0,0,0,0,-0.25088761931904,-0.0847890816682039,0,0.0278024304766612,0.0863997074428731,0,-0.0433709822382691,0.0338793325369697,0,0,0,0,0,0
X600688.SH,0,0,0,0,-0.0291089608900936,0,0,0,0,0,0,0,0,0.216734990335267,0,-0.0206784415108654,0,0,0.0709813447447407,-0.0263748032458576,0,0,0,-0.0101805799605385,0,0.0152641611113045,0,0,0,0,0,0.0894215141522072,0,-0.21645175857398,0,0,0,0.0340786835088468,0,0,0.121083010046021,0,0,0.0118907639032903,-0.193874862483394,0,0,0,0,0,0,-0.0120921685030769,0,0,0,0,0,0
X600795.SH,0,0,0,0.162188299232037,0,0,0,-0.0808342226574716,0,0.0899395145150471,0,0,0,0,0,0,0,0,0,0,-0.155734292090786,0,0,0,0.219235794594876,0.0971137322037579,-0.0703432835521205,0,0,0,0,0,0,0,0,-0.061902406403725,0,0,0,0.0815760444188002,0.0562835876730929,0,0,0,0,0,0,-0.245020125104445,0,0,0.0324359350097258,-0.0301226503904381,0,0,0,0,0,0
X002466.SZ,0,0,-0.078373432853455,0,-0.191106140875754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013755420794881,0.636980295540565,0,0,0.0230241819556638,0,0,0,0,0,0,0,0,0,0.0928642183041674,0,0,0,0,0,0,0.0785774363318688,0,0,0,0,0,0,0,0,0,0,0.00586163326171773,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,-0.0904751335383987,0,0.283979020675989,0,0,0,0,0,0,0.0686142469979581,0.0962012762003942,0,0.0122335229986073,0,0,0.150419279134819,-0.0206750612459155,0,0,0,0,0,0,0,0,0,0.0503724965155715,0,0.0576203793741503,0,0,0,0,0,0,0,0,0,0.00634573596708557,0,0,0.265707122746787,0,-0.00258051125554056,0,0,0,0,0,0,0
X300072.SZ,0,0,0.054825982775142,0,0.188478219012774,0,0,0.0373562251791493,0,0,-0.144056095213531,0,0,0,0,0,0,0,0,-0.0363231657284472,0,0,0,0.0672914722144912,0,0,0.125876032654078,0,0,0,0.199756465756349,-0.158738517259454,0,0,0,0,0,0,0,0,-0.104206037967837,0,0,0,0,-0.193682603015251,0,0.164542592049598,0,0,-0.108318806008051,0.13081788227011,-0.166910668155251,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053351075075283,0,0,0.0365610297317904,0.107290463520736,-1.6940658945086e-21,0,0,0,0,0.0438217879188073,0,0,0,0,0.127472304959022,-0.019776184107027,0,-0.0366228290384473,0,0.0404116446591993,0,-0.0651409827838891,0.118077453249778,0,0,0,0,0,0,0,0,0,0.114732395005153,-0.275318608523893,0,-0.0103730046830283,0,0,0,0,0,0
X601991.SH,0,0,-0.100911158398188,0,0,0.133931944386774,0,0,0,0,0,0,0,0,0,0,0,0,0.0519331941430103,0,0,0,0,-0.0781066521867582,0,0,0.0863348266431552,0,0,0,0.0782030004018918,0.0355948404678178,0,0,0,0.0332522828921056,0,0,0,0.0175504135406765,0,0,0,0,0,0.052385235154438,0,0,0.0827761212747438,0,-0.0161002979938924,0,0,0,0,0,0,0
X600547.SH,0,0,0.0906212435174329,0,-0.149706967389256,0,0,0.0601882653030996,0,0,0,0,0,0,0,-0.00970225288758208,0,0.0728239366866862,0,0,-0.00574138977253268,0.155466542439544,0,-0.0255444159978914,0,0,0,0,0,0,-0.0279819333851539,0,0,0.041344901502311,0.665674290308322,0,0.0456763960163234,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.014318473289725,-0.0139003990348587,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693408674949157,0,0,0,0,0,0,0,0.191706964385733,0,0,0,0,0,0,0,-0.0481329508082872,0.0635806398526925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247081871573292,0,0.000958255477266011,0,-0.0594205043698728,0.0162598602892699,0,0,0,0,0,0
X002460.SZ,0,0,0,0.122768026065371,0,0,0,0.0240642657020541,0,0,0,0,0,0.66911387654344,0,0,0,0,0,0,0,0,0,0.0926781934431387,0,-0.12419298489474,0,0,0,0,0,0.0890005802250038,0,0.194611515032073,0,0,0,0,0,0.211375231500429,0,0,0,-0.236047472299377,0,0,0,0.0279725553378851,0,0,0.00113652079879483,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.044290505095749,0,-0.146213267304658,0,0,0,0,0,0,0,0,0.0591116684767044,0,0.121014459362182,0,0,0,0,0,0,0,0,0,0,0,0.0552040641641654,-0.023026119525583,0,-0.0208394608546474,0,0,0,0,0,0,-0.0575807395782748,0,0,0,0,0,0,0.0159591574984323,0,-0.0986385597748416,0.0194445976516002,0,0,0,0,0,0,0
X600111.SH,0,0,-0.101571663753884,0,0,0,0,0,0,0,0,0,-0.286272210691407,0,0,0,0,0,-0.175099715062496,0,0,0,0,0,0.0313025545607869,0,0.0628671795348814,0,0,0,0,0,0,0.187354277817949,0,0.244995835002907,0.181824931076459,0,0,0,0,0,0,0,0,0,0,0.209883893491924,0.771686168147068,0,0,-0.0396267225662296,0,0,0,0,0,0
X000786.SZ,0,0,-0.0115173510229399,0,0,0,-1.38777878078145e-17,0.0523848701292219,0,0,0,0,0,0,0,0.215813471201341,-0.125686405474006,0,0,0,-0.0762743597018747,0,0,0,0,0,0.36554259181491,0,0,0,0.046636848065466,0,0.589470261528542,0,0.145964161028549,-0.116912973794881,0,0.0535566807192902,0,0,0,0,0,0,-0.320950511851477,0,0,0.165471210231293,0,0,0,0.0101351825365926,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0802741696374711,0,0,0,0,0,0,0,0,0.0349344200460338,0.103794491816865,0,0,0,0,0,0,-1.38777878078145e-17,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0776422419158086,0,0,0,0,0,0,0.189676614210519,0.0147310342826393,0.469981379426141,0,0,0,0,0,0,0,0.212122072327503,0,-0.00736230895166215,-0.00344924718758701,0,0,0,0,0,0
X600516.SH,0,0,0,0.296741322734528,0,0,0,0.419230072400911,0,-0.056668406730446,0.200272837299058,0,0,0,0,0.104332325940034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00940109816266196,-0.380896370998563,0,0,-2.77555756156289e-17,0,-0.402914240240503,0,0.367660732502096,0,0,0,0,0,0.587970998801965,0,0,0,0,0.00964630709432025,0,0,0,0,0,0,0
