,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000630.SZ,X000932.SZ,X000408.SZ,X600985.SH,X600219.SH,X000933.SZ,X300037.SZ,X600688.SH,X000629.SZ,X600096.SH,X600612.SH,X000723.SZ,X600157.SH,X002128.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.596925021424598,0.276800937431659,0,0,-0.0233356788335752,-0.100154703825525,0,0,0,0,0,0,0,0,0.168691544162429,0,0,0,0,0,0,0,0,-0.166416946222523,0,-0.0351371156800361,0,0,0,-0.0176770507737961,0,0,0,0,0,0,0,0,0,-0.0413144651569863,0,0,0,0,0.0386868673653861,0,0,0,0,0,0,0.0269054570864279,0,0,0,0,0,0
X600028.SH,0.480831627791571,0,0,0,0,0.102857080636933,0,0,0,0,0,0.0447204726592696,0,0,-0.0487996166277729,0,0,0,0,0,0,0,0.0613053192588632,0,0,0,0.0578279348182266,0.066208334309345,0,0,0,0,0,0.121361793011292,0.0294459018532863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639352728380549,-0.00126930565808498,0,0,0,0,0,0
X601088.SH,0,0.236736073215601,0,0,0.118279363474727,0,0,0,0.146630038844777,0,0.11999882525559,0,0,0,0,0,0,0,0,0,0.0606132245941784,0,0,0,0,0,0,0,0.00597907740769029,0,0,0.00430450865670234,0.0326383476111735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580019938444071,0,0.0150616386539403,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0526305320589043,0,0,0,0,0,0.123218491518551,0,0,0,0.150984091252747,0,0,0,0,0,0,0,0,0,0.135198443224948,0,0,0.0475314896516584,0,0,0,0,0,0,0,0,0.00628410752131002,-0.0486432637376428,0,0,0,0,0,0,0.00815929364631902,0,0,0,0,0,-0.0764852213584371,0.0449643537636414,-0.0451870847822873,0,0,0,-0.156750753601349,0,0
X600188.SH,0,0,0,0,0,0.162355475688389,0,0,0.0417592104678707,0,0,0,0,0,0,0,0,0,0,0,0.0631327474302926,0,0,0,0,0,0.0290726961006633,0,0,0.352484272491564,0,0,0,0,0,0,0,0,0,0,0.0788845160388049,0,0,0,0,-0.0571650253529198,0,0,0,-0.199672584284066,0,0.046495674394049,-0.0869361471959936,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.106991529472052,0,0.199041619067471,0,0,0,0,0,0,0,0,0,0,0,0.203984470587917,0,0,0,0.161284033358287,0,0,0,0,0,0,0,0,0,0,0.282219014519152,0,0,0,0.298369985614089,0,0.0955763983302177,0,-0.216823384153489,0,0,0,0,0,0,0,0,-0.0228486818819401,0.000856695995592351,0.0415717942116599,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.104059595821166,0,0,0,0,0.101735455221272,0,0,0,0,-0.11001992080149,0,0,0,0,0.0554211763296492,0,0.166280400367472,0,0.238684386866048,0,0,0,-0.249612920112787,0,0,0,0.12284380468355,0,-0.0500595993376878,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.00360040721890348,0.00942576873749437,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0981301063673705,0,0,0,0,0,0,0,0,0.219262658754517,0,0,0,0,0,0,-0.129803132494083,0,-0.0292457797611797,0,0,0,0,0,0.608034561268888,0,0,0.0208900056481817,0,0,0.077596790667039,0,0,0,0,0,0,0.123816625279981,0,-0.0515788980666992,0,0,0,-0.145290938062355,0,0,0,-0.01341398437475,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.119607850525887,0,0,0,0,0,0,0,0,0,0.0803556364374192,0,0,0,0,0,0,0,0.0262214742291885,0,0,0.316293507420316,0.157866464817198,0.0389111464688162,0,0.0493859902133166,0,0,0,0,0,0,0,0.106755308285142,0.0732884651512977,0,0,-0.136298667392437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0.0696561321847698,0,0,0,0,0,0,0,0,0,-0.158402349342967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.339129063770745,0.0746072236449597,0,0,0,0,0.143260026687904,-0.0324341975319306,0,0,0,0,0,0.0678415268772003,0,0,0,0,-0.0482928957854288,0,0,0.358211071540639,0,0.0328044056602008,0,-0.011373317748121,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0361747134818104,0,0,0.0211230002584929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066664800853729,0,0,0,0.0072469598965504,0.3983300744063,0,0,0,0,0,0,0.268446463899779,0.191153240891866,0,0.151326014824477,0,0,0,0,0,3.46944695195361e-18,0,0,0.00178436783414613,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0707755489128427,0,0,0,0,0,0,0,0.0399966391718055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422134871865896,0.139435388527079,0,-0.0758925006918175,0,0.0179844578380995,0,0,0,0,0,0,0,0,0,0,0,0,-0.119581227997766,0,0.0127145637474951,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.106984889547809,0,0,0,0,0,0,0,0,0.210936695712986,0.143451265367289,0,0,0.0380931716385127,0.0305950860210599,0,0,0,0,0,0,0.00251973280390471,0,0.0594832249963428,0,0,0,0,0,0.0706099760618235,0,0,0.0612443370914238,0.0256000751147144,0,0,0,0,0,0,0,0,0,0,0,-0.0648330458408506,0,-0.0193752457985525,0,0,0,0,0,0
X600886.SH,0.105112035552022,0.0855534404455994,0,0,0,0.176774734419246,-0.259295705910903,0.224968828270157,0,0,0,0,0,0,0,-0.116358157276933,0,0,0,0,0,0,0,0,-0.037353132854619,0,0.25451949377506,0.155828171214423,0,0,0,0,0,0,0.042248043973269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318052347944385,0.0633046056161916,0.0688681640690592,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,-0.0289197857791541,0,0,0,0,0.742217811688448,0,0,0,0,0,-0.078264825689995,0,0,0.103245819176015,0,0.0192382005123413,0,0,0,0,0,-0.0206091074255239,0,0,0,0,0,0,0,0,0,0,0.0467215097532473,0,0.0325536623392434,0.179223487390654,0,0,0.00539823161897794,0,0,0.00229654733824546,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,-0.145843415429313,0,0,0,0,0,0,0.848482295606909,0,0,0,0.142375170765123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608520475662699,0.083140066700664,0,0,0,-0.015921677143552,0,0,0,0,0.154183181658862,0.0305228985195395,-0.0561276845538419,-0.191486218515125,0,0,0,0,0
X600111.SH,0.0476362146363253,0,0,0,0,0,-0.191310965391196,0,0,0,0.106686638249415,0,0,0,0.190743202255931,0,0,0,0,0,0,0.0520181850530446,0,0,0,0,0.0245771413306632,0,0.125723089749955,0,0,0,0,-0.00284402791197356,0.025234652516809,0,0,0,0,0,0,0,0,0.46368151130465,0,0,0,0,0,0.0297886641805417,0,-0.0400763860805008,0.0751664945689235,0,0,0,0.110141904182687,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480684116397549,0,0.227718371566974,0,0,0,0,0.229246221164279,0,0,0,0,0.0193464150212445,0,0,0,0.0865223392180822,0,0,0,0.0277801994364385,0,0,0,0,0,0,0.0185382613372883,0,0.247891490073603,0,0.0514530487398008,0,0,0,0.0189507587728696,0,0.0172345344038687,-0.00563907232299621,0,0,0,0,0,0
X000708.SZ,0.321934902023856,0,0,0,0,0.0626185838993802,0,0.0310420263102635,0,0,0,0,0,0,0,0.208296840206359,0,0,0,0,0,0.0941548878394734,-8.67361737988404e-19,0,0.0980702083351924,0,0,0,0.0148805368297177,0,0,0,0,-0.284717164939667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521956766387574,0,0.00302186399208052,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.0563116541784873,0,0,0,0,0,0,0,0.27324073201595,0,0,0,0,0,0,0,0,0.138946507815065,0.119033790386002,0.0603851971001322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807866708131114,0,0,0,0,0.0978898921619357,-0.00222256210961023,0,0,0,0,0,0,0
X600426.SH,0,0,-0.0946594637066145,0,0.213142970790559,0,0,0.0378822466560509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247680599662415,0,0,0.211236154987955,0,-1.73472347597681e-18,0,0.117780859765461,0,0,0,0,0,0.0322647461600133,0,0,0,0,0,0.215190159032398,0,0,0,0,0,0,-0.0907514784609934,0,0,0,-0.0282406976251988,0.0377102565445871,0,0,0,-0.205434386732001,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.155113799006286,0,0,0,0,0,0.102816818881536,0,0,0,0,0,0,0,0,0,0,0,0.104121335208767,0,0.285856047925895,0,0,0,0,0,0,0,0,0,0.0740711672375279,0,0,0,0,0,0.165684341374984,0,0,0,0,0,0.029406924582965,-0.0352368624699697,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.304227969156765,0,0,-1.73472347597681e-18,0,0,0,-0.0429370981925069,0,0.00800640864581777,0,0,0,0,0,0,0,0,0,0,0,-0.0508901931363811,0,0.187319914351718,0,0,0.00896249185296731,0,0,0,0,0,0,0,0,0,0,0,0.0343554914950752,0,0.0650097614688732,0,0,0.153981764722784,-0.094747711562345,0,-0.0190562541524426,0,0,0,0,0,0
X600362.SH,0,0,0,0.141531555434423,0,0,0,0,0,0,0.0785341434723266,0,0,0,-6.93889390390723e-18,0,0,0,0.0563445861513935,0.0318935618842886,0,0,0,0,0.0827050878459761,0,0.00898952849923155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12461351239604,0.181470527917292,0,0.0794696281483882,0,0,0,0,0.00905141519563575,0.00362623666970851,0,-0.0586414576908409,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.558848685561153,0.0235332076105055,0,0,0,-0.170280561664264,0,0,0.231091115339361,0,0,0,0,0.0537200523217202,0,-0.329961578567306,0,0,0,0,0,0,0.0495868003743619,0,0,0,0,0.113922945475604,0,0,0,0,0.0565907960525423,0,0,0.207491829659676,0,0.00564789321896107,0,0,0,0,0,0.113705759213406,0.000471478308255301,-0.00685085738024663,0,0,0,0,0,0,0
