,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600660.SH,X000877.SZ,X600010.SH,X600188.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X600803.SH,X000408.SZ,X002326.SZ,X300037.SZ,X600219.SH,X600399.SH,X000723.SZ,X601991.SH,X600688.SH,X000786.SZ,X600141.SH,X600795.SH,X000825.SZ,X600352.SH,X600096.SH,X600489.SH,X300073.SZ,X000155.SZ,X600157.SH,X002407.SZ,X002409.SZ,X600516.SH,X000831.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.189029479363331,0,0,0,0,0,0,0.00983021056876052,0,0,0,0.00968934909897112,0.114955490727249,0.0363528067854596,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0329860211056351,0,0,0,0,0,0.0852065479658093,0,0,0,0,0.11156512637001,0,0,3.46944695195361e-18,0.0799112937165052,0,-0.00875103280573317,0,0,0,0,-0.0512040084728434,0,0
X600028.SH,0.16435175859186,0,0,0,0,0,0,0,0,0,0,0,0,0.0534414102152469,0.0325587141895277,0,0,0,0,0,0,0,0,0,0.0805475375100172,0,0,0,3.3881317890172e-21,0,0,0,0,0,0.0623673716843173,0,0,0,0,0,0.0172753650440526,0,0,0,0.126772229096723,0,0,0,0,0.0294110067514199,0,0,-0.0394001028910311,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206563204710046,0,0.0847880232452694,0,0.0609168151679279,0,0,0.420737643905253,0,0,0.0495205291408959,0,0,0.197498423938446,0,-0.0288516873381308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613423364047944,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0402621083203911,0,0,-0.0928698797849272,0,0,0,0.0174322605768029,0.0556316226193415,0,0,0.109544270766071,0,0,0.0170574735204759,0,0.236769940350692,0.031740728362515,-0.0321753363577043,0,-0.105343039219055,0,0,0,0,0,0,0,-0.0569124832289256,0,0,0,0.0289758761049098,0,0,0,0,0,0,0,0,0,0,0,0.0208809273963215,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.37987759724791,0.0412173948727473,0,0,0,0,-0.039031273200691,0,0,0,0,0.243009684419163,0,0,0,0,0,0,0,0,0,0,0.0265309874734379,0,0.0959034369510743,0,0,0,0,0.0651124939279925,0,0,0,0.0241603601095749,0,0,0,0,0.304318704404451,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,-0.0215130293426838,0,0,0,-0.0136573003916532,0,0,0,0,0,0,0.449228202943591,0,0.102000722556304,0,0,0.249376557940287,-0.0576846554243379,0,0,0,0,0,0.0791450893530075,0,0,0,0.0978237563933194,0,-0.0530553565395109,0,0,0,0,0,0.0637507452859096,-0.0662008193653493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.205989022224056,0,0,0,0,0.0798898858549126,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0998353419496167,0.00907289279685869,0.315705788604436,0,0,0.074279487943519,0,0,0,0,-0.0381226799809358,0,0,0,0,0,0.0863376163500663,0,0,0,0,0,0.226905327698803,0,0,-0.00633600781060147,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.499018175510313,0,0.0147368220402864,0,0,0,0,0,0.116961182866178,0,0.026442218433059,0,0,0,0,0,0,0,0,0,0,0,0,0.172966857778309,0,0,0.00549255556930155,1.0842021724855e-19,0,0,0,0,0.00169772270508883,0,0,0,0,0,0,0,0,0,0,0,0.0648334467222854,0,0,-0.00757607040450205,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0435635163730228,0,0,0,0,0.126966558132068,0,0,0,0,0,0,-0.160345900587745,0,0,0,0,0,0,0,0,0,0,0,0.0346671211273911,0,0,0.292357043203737,0,-0.0518845693844099,0,-0.105020299214341,0,0.0187101769460327,0,0,0.330540710801673,0,0,0,0.0950444478146749,0.0748707177345066,0,0,-0.0220966201166237,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0431426655950491,0,0,0,0,0.116608474049584,0.0248560422936726,0,0,0.118148233343525,0,0,0,0,0,0,0,0,0,0,0.019438915423206,0.13750992421112,0.00896038910678597,0,0.0823363866358251,0,0.0228259795510296,0,-0.012257040739162,0,-0.0474517743906332,0,0.286776400716504,0,0,0,0,0,3.46944695195361e-18,0,0,0.0886480936181643,0,0,0,0.00468285767591492,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.014044439004822,-0.0125160220692842,0,0,0,-0.285457116471059,0,0,0,0,0,0,-0.0273866830672369,-0.0377338609267653,0,0,0,-0.104147088201412,0.131253920650733,0,0.031119948454627,0,0,0,0,0,0,0,0.0669884777778759,0,0,0,0,0,0.0207283871403488,0,0,0,0,0.010000598875778,0.275287858262889,0,0.0819995881967241,0.124043856164788,0,0.0285312146250923,0,0,0,0,0,0,0
