,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X601600.SH,X000301.SZ,X600010.SH,X002466.SZ,X600111.SH,X000786.SZ,X600886.SH,X600011.SH,X600188.SH,X600426.SH,X600176.SH,X600803.SH,X601991.SH,X600801.SH,X600795.SH,X600219.SH,X000027.SZ,X600352.SH,X000932.SZ,X600489.SH,X000807.SZ,X000898.SZ,X600688.SH,X000825.SZ,X600315.SH,X600157.SH,X002353.SZ,X600516.SH,X600027.SH,X600486.SH,X600299.SH,X600808.SH,X002080.SZ,X601168.SH,X000959.SZ,X000723.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.31969823358454,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0318579210329067,0,0,0,0.0219718138365739,0,0,0,0,0,0.0215072822810564,0,0,0,0,0,0,0,0.0304583094395229,-0.0327518216930421,0,0,0,0,0,-0.0201483760334317,0,0.0644798861071978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591752191210805,0,0
X600028.SH,0.583562469801479,0,0,0,0,0,0,0,0,0.0421366836165507,0,0,0,0,0,0,0.0191848597838304,0,0,0,0,0,0.136782816439939,0,0,-0.0202858894344781,0,0,0,0,0,0,0,0.109602982213047,0.0281300825202867,0,0.0480112986097406,0,0,0,0,0,0,0,0,-0.0409418802731659,-0.00453922381301761,0,0,0,0,0,0,0,0,0,0.00900266743056018,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.000613053062523693,0,0,0,0,0.0709167287336605,0,0,0,0,0,0,0.170480634746856,0,0,0,0,0,0,0.0528809433331627,0.0362416523038272,0,0,0,0,0,0,0,-0.0136129563236717,0,0,0.0668984542800006,0,0,0,0,0,0,0.0834489678715604,0,0,0,0,-0.0259244951289731,0,0,0,0.00507416602872317,0,0
X600309.SH,0,0,0,0,0,0,0.154287155554635,0,0,0,0,0,0.0315457931107263,0,0,0,0,0.184171906106691,0.176547286580826,0,0,0,0.152918528330345,0,0,0,0,0,0.0196183555679421,-0.0354790326018013,0,0,0,0,-0.209345457469331,0,0.190784620833966,0.0846677831953042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0796194381477568,0,0,0,2.16840434497101e-19,0,0
X600585.SH,0,0,0,0,0,0.0137439431680839,0.0239599709838594,0,0,0.0214606401009432,0,0,0,0,0,-0.0180908548891082,0,0,0,0,0,0.0341924712005944,0,0,0,0,0.300840082805984,0,0,0,0,0.0624767078942712,0,0,0,0,0,0,0,0,0.0277133114858727,0,0.0458094090881725,0,0,-0.00732977533884047,0,0.00601921484447538,0,-0.00525629972735402,0,0,-0.024647973370217,0,0,0,-0.0127429636126619,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0456069378466378,0,0,0,-0.0231913694996381,0.0459221319156784,0,0,0,0,0,0,0,0.00879539687718926,0,0,0,0,0,0,0.388687105905896,0,0.124044337133478,0.012234249327469,0,0.264924167747627,0.0474810069299629,0,0,0,0,-0.0147986129420489,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0613015758890118,0,0,0,-0.000679552337441389,0,0
X002460.SZ,0,0,0,0.0468977070186563,0,0,0,0,0.224312467700577,0,0,0,0.0456771454468566,0,0.120464900042024,0.00800542552935916,0.504026765008667,0.134357005366423,0.0538798457723099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713504051295328,0,0,0,0.0144711147862826,0,0.0663242332413759,0,0,0.0165130300775132,0,0,0,0,-0.012760042041841,0,0
X002271.SZ,0,0,0,0.125783821348119,0,-0.0680350781696927,0,0,0,0,-0.03369857907482,0,0,0,0,-0.0243176125515273,0,0,0,0,0,0,0.109883237533733,0.0517176972344826,0.0672073300133946,0,0,0,0.177768261839832,0,0,-0.129868192451052,0,0.0401094605198657,0,0,0,0,0,0,0,0,0.139328360755175,0,0,0,0,-0.00746632962897491,0,-0.198250047186739,0,0,-0.0255581001378711,0,0,0,-0.0110641100880776,0,0
X600660.SH,0,0,0,0,0,0,0.190187190858412,0,0,0,-0.16497899123706,0,0,0,0,0,0.0228236795182058,0,0.113532188551965,0,0,0,0,0,0,0,0,0,0,-0.0194803295315264,0,0,0,0.00875186510464662,0,0,0,0,0,-0.101819552385208,0.0160374425533291,0,0.297303475999256,0,0,0.100551243721551,0,0,-0.0108198861565607,0,0,0,-0.0295158439576288,0,0,0,-0.0195686424829369,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115486725251323,0,8.67361737988404e-19,0.0899533291029095,0,0,0,0,0,0,0,0,0,0,-0.0685876633579986,0,0,0,0,-0.0783636556976428,0.468970819222712,0,0,0,0,0,0,0,0,0.0715200836340112,0,0.19634820377038,0.0444175581826338,0,0,0,0,0.0482047059659226,0,0,0,0,-0.116866014016076,0,0
