,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X600660.SH,X600010.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X600096.SH,X600426.SH,X000408.SZ,X300073.SZ,X000786.SZ,X000983.SZ,X000629.SZ,X601991.SH,X600803.SH,X000723.SZ,X600141.SH,X002080.SZ,X600027.SH,X002192.SZ,X601699.SH,X600219.SH,X002407.SZ,X300037.SZ,X600486.SH,X002497.SZ,X600801.SH,X600157.SH,X002353.SZ,X600399.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0582402120986699,0,0,0,0.0132133028057605,0,0,0,0,0,0,0,0,0,0,0.0422227357415373,0,0,0,0.188777791111718,0,0,0,-0.115137666278685,0.186340489744604,0.00175769920278924,0,0,0,0,0,0,0,0,0,0,0,0,0.0556005225077893,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0216275488348023,-0.0490193346431403,0,0.176510381143349,0,0,0,0.184592966879671,0.0544852750003836,0,0,-0.119583472625274,0,0,-0.0174766424238405,0,0,0,0,0,0,0,0,0.0355151407493341,0,0,0,0,-0.0033115912804206,0,0,0,0,0,0,0,0.062509163707433,0,0,0,0.0180144572048756,0,0,0,0.0311779615115905,0,0.0851901190782081,0,0,0,0,0,0,0,0,0
X600028.SH,0,0.0635554838039403,0,0,0,0,0,0,0.0158013072305914,0,0,0.0124499521163791,0,0,0,0,0,0,0,0,0,0.14010617747621,0,0,0,0,0,0,0,0,0,0.00542611095500138,0,0,0,0,0,0,0,0.00823090894734184,0,0,0,0,0,0,0.0307664411871657,0.0385499297244337,0.0424720139873803,0,0,-0.00811056707425399,0,0,0,0,0,0,0
X600309.SH,0,0.032466658267207,0,0,0,0,0,0,0,0,0.0906847641636931,0,0,0,0,0,0.183873170203301,-0.0238909216924449,0,0,0,0,0,0,0,0.0196646667024391,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0694457991002997,0.0373688170268171,0,0,0,0,0,0,0,0.0554960987007912,0.0335792720490577,0,0,0.0013995586189918,0,0,0,0,-0.0327118561545195,0,0
X002460.SZ,0,0,0,0,0,0.168351685203449,0.013021737687874,0,0,0,0,0,0.123235830513776,0,0,0.138980959970633,0,0,0,0,0,0.0217732848146472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0586543764031353,-1.38777878078145e-17,0.0227002274220086,0,0,0,0,0.326280076488998,0,0,0,-0.0169187694230404,0,0.00821939114869194,0.027902932504512,-0.0683878757534648,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.394353524658696,0,0,0,0,0,0,0,0.0364879445643637,0,0,0.0775420457822975,0,0,0,0,0,0.0890467149924542,0,0,0,0.0916998390485991,0,0,0,0,0,0,0,0,0,0,0,0,0.087845105931563,6.93889390390723e-18,0,0,0,0,0.240095889291695,0,0,0,0.0705253915142905,0,0,0.0120574221983033,0,0,0,0,0.0257039936064078,0,0
X600188.SH,0,0.248447851308947,0,0,0,-0.00391940865463462,0,0,0,0,0.0835962750063819,-0.221884753604684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711345860032271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380079229428009,0,0,0,0,0,0.0697004761748262,0.0414314096794436,0,0,0.0593927783410269,0,0.0691669421279542,-0.103142319038276,0,0,0,-0.00962078371779239,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0295099626584213,0,0,0,0,0.141707593607802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00631495730513533,0,0,0,0,0,0,0.380347901980889,0,0,1.73472347597681e-18,0.0753235391516964,0,0,0,0,0,0,-0.0240980337584328,0,0
X000792.SZ,0,0,0,0,0.0643691511469279,0.13078261767532,0.199912709564419,0,0,0,0,0,0,0,0,0,0,0,0,0.0191581155227666,0,0.0832920782681628,0,0,0,0.0169516552925126,0,0.317871722659301,0,0.0882721210518188,-0.0809480198987784,0.104017758843099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410459023892456,0,0.0758949386872305,0,0,0.0106078960316757,0,0,0.15360128156319,0,0,0,0,0,0,0,0,0,0,0,0,0.0185905941689432,0,0,0.0714907768549639,0,0.0883186499242333,0,0,0,0,0,0,0,0.0301265536557065,0,0,0,0.0121514870603115,0,0,0,0,0,0,0
