,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X600795.SH,X300072.SZ,X000898.SZ,X600516.SH,X601992.SH,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600176.SH,X600111.SH,X600157.SH,X000709.SZ,X000786.SZ,X600352.SH,X000825.SZ,X601699.SH,X002271.SZ,X000792.SZ,X600027.SH,X000553.SZ,X600808.SH,X600299.SH,X000408.SZ,X000830.SZ,X600219.SH,X601158.SH,X002110.SZ,X600489.SH,X000883.SZ,X000959.SZ,X000983.SZ,X000630.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.408432203478895,0,0,0,0,0,0,0,0,-0.00214467532910393,0.114992897125825,0,0,0,0.221040552930014,0.016899754063703,0,0,0,0,0,0,0.03085823539902,0,0,0,0,0,0.0701575323257099,-0.00658923215406065,0,0,0,0,0,0,0,-0.0149372538070202,0,0,0,0,0,0,0,0,0,0,0.0027228030011343,-0.00366822314508494,0.0274616568460371,0,0,0,0,0
X600028.SH,0.498184798866444,0,0.122047196580699,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.104679586511473,0,0,0,0,0,0.252996061095605,0,0,0,0.0185632309205339,0,0,0,0,0,-0.103883137875823,0.0206662845903599,0,0,0,0,-0.0269520545235307,0,0,0,0,0,0.0247494045382677,0,0,0,0,0,-0.136130360742133,0,-0.00752282889252946,6.93889390390723e-18,0,0,0,0,0,0
X601088.SH,0,0.0306640369071794,0,0.370820813445367,0.0857470350964761,0,0,0,0,0,-0.0248773920852341,0,0,0,0,0,0,0,0,0.047282563515694,0,0,0,0,0,0,0,0.0125130974776874,0,0,0.14731744528579,0,-0.0335627038574183,0,0,0,-0.124717026098105,0,0.0782027675654226,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0193380243863704,0.0308136108455015,0,0,0,0,0,0
X600019.SH,0,0,0.10664074883566,0,0.0326067900201262,0,0,0,0,0,0,0,0.102129717615789,0,0,0,0.605529744126977,0,0,0,0,-0.210974885410356,0,0.0745564724960974,0,0,0,0,0,0.148941479300536,0,0,-0.0276775942797098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14960878511393,0,0,0.00360559715766475,0.0811028578746615,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.26774557680274,0,4.33680868994202e-19,0,0.066414792719631,0,0,0,0,0,0,0,0,0.0116485148885442,0,0.225423365831802,0,0,0,0.230724925273888,0,0,0.0552467674922195,0,-0.267142487831937,0,0.0642501651159575,0,0,0,-0.119614156526643,0,0,0,0,0,0,0,0,0.0947486726647605,0,0,0.0123736439982505,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0201683149715736,0.100950744503319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263002336704702,0,0,0,0,0,0.059089553375539,0.140096174261212,0,0,0.0261047033260469,0,0,0,0,0,6.93889390390723e-18,0.198552226540731,0,0.0507075678414658,0,0.0339255346013172,-0.0131457857142706,0,0,0,0,0,0
X600309.SH,0,0,0.0337772107489515,0,-0.0513248603933435,0,0,0,0,0,-0.0100535600653042,0,0,-0.057477472241028,0,0,0,0,0,0,0,0,0,0,0.0296266739186658,0,0,0.146042702597757,0,0.0255044713853925,0,-0.0623984262060955,0,0.0272873846669468,0,0,0.0155065997576017,0,0.0115351635958267,0,0,-0.112836017292911,0.0198271363828738,0,0,0,0,0,0,-0.0638731053790408,0.0910812652621275,0,0.0255588792401152,0,0,0,0
X600011.SH,0,0.104218250075756,0,-0.0929360537850261,-0.0142379907426165,0,0,0,0,0,0,0,0,0,0,0,0,0.0265936164665677,0.12742094597906,0,0.277074828796192,0,0.0270820443110666,0,0,0,0,0,0,0,0,0,0,0.00792175661381746,0.129293057334668,0,0,0,0.0544055209022608,0,0,0,0,0,0,0,0,-0.0829819397508064,0,-0.000391361205019492,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.17028278255579,0.00218512143422764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131740373766891,0,0.22814661540833,0,0.00260956420138391,-0.0841231796372985,0,0,0.207490403949177,0,0,0.438813066889564,0,0,0,0,0,0,0,0.0199819792964683,0,0,0,0,0,0,0,0,0,0,0.022217525140444,-0.0233832721032458,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.136315654869799,0,0,0,0,0,0.140941585241221,0,0,0,0,0,0,0,0,0,0.0243523008013775,0,0.086025041713731,0,0.049107657361315,0,0,0,0.0128666662045494,0,0.0601511819634214,0,0,0,0,0,0,0.306795650357208,0,0,0,0,-0.00897784242340656,0,0,0,0,0,0
