,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X000708.SZ,X600188.SH,X002271.SZ,X600660.SH,X601898.SH,X600011.SH,X600362.SH,X600176.SH,X600547.SH,X600426.SH,X600886.SH,X600219.SH,X000825.SZ,X000786.SZ,X000983.SZ,X000408.SZ,X002080.SZ,X000807.SZ,X600795.SH,X600803.SH,X000932.SZ,X300037.SZ,X601991.SH,X000898.SZ,X000723.SZ,X000959.SZ,X600295.SH,X600096.SH,X601699.SH,X600688.SH,X600801.SH,X002326.SZ,X600808.SH,X002192.SZ,X600157.SH,X600352.SH,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.132209813763339,0,0,-0.0160049751744233,0,0,0,-0.00441920012539135,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0116344594420795,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666944410944653,0,0,0,0.0297350679060362,0.0688601189744121,0,0.00985428058569102,0.0221240436325083,0.054793594159386,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0330415811316537,0,0,0,0,0,0
X600028.SH,0.225303072183681,0,0,0,0,0,0,0,0,-0.0910268190744232,0.0321670741477873,0.0609294274258895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409566156163735,0,0.0283983599819511,0,0,0.0433497580577472,0,-0.00671523134239642,0,0,0,0,0,0,0,0.00226286298272091,0,0.0814519962286514,0,0.00616750810555337,0,0,0,0,0,0,-0.00946029832485089,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.0343089284009411,0,0,0.0770480459303618,0,0,-0.0211919386924922,0,0.188831316405504,0,0,0,0,0,0.0470344021333296,0.0731186310969887,0,0.054719097238422,0.0185493524097343,0,0,0,0,0,0,-0.110089872198464,0,0,0,0,0,0,0,0.0795313579454086,0,-0.00692669571125492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.100711037670669,0,0.0169369785528734,0,0,0.00301138632371354,0,0.0789964356951854,0,0,0,0,0,0,0.0399291317784495,4.33680868994202e-19,0,0,0.015330286399444,0,0,0,0,0,0,0,0,0,0,0,0.0125965763017526,0,0,0,0,0,0,0.0304873707862424,0.00012216570995182,0,0,0,0,-0.0271253765504697,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0387199323047551,0.264829457853796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131617066668508,0.111392136255634,0,0,0,0,0,0,0,0,0.0974448599441026,0,0,0.179918375094366,0,0.0518016106344036,0,0,0,-0.0732520986164096,0.121904802223297,0,0.175427553572124,0,0,0,0,0.0290040241521114,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0340382200728054,0,0,0.0127231761757951,0,0,-0.0945143876868059,-0.0525586299287994,0,0,0,0,0,0,0,0,0,0.12726752565402,0,0.0564723342145273,0,0,-1.73472347597681e-18,0,0,0,0,-0.00225762023066392,0,-8.67361737988404e-19,0,0,0,0,0,0,0.57894981137496,0.00539529876439638,0,0,0,0,0,0,0,0.0176362585791255,0,0,0,0.0392937262349581,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.123948717727265,0,0,0.0549609517767731,0.0373812766048718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393877201584171,0,0,0,-0.0207040500296648,0,0,0,0,0.0972663941297294,0,0,0,0,0,-0.0427605540636074,0,0,0,0,-0.144832086952335,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316003895027301,0,0,-0.0647576740216039,0,0,0,0,0,0,0,-0.111822879694167,0,0.165392368926818,0.128488877423393,0,0,0,0,0,0,0,0,-0.336588914442352,0,0.184420179930381,0,0,0,0,0.0296793131258668,0,0,0,0,0,0,0.0415209473776646,0.0715929280102717,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.536120935049203,0,-0.233618428515157,0,0,0,0.264001714177395,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105870972449979,0,0,0,0.0531694296411378,0,0,0,0,0,0.0568463424260895,0,0,0,0,0.000334622521607124,0,0,0,0,0,0,0.125839694010722,0.107409353589468,-0.0482169496909446,0,0,0,0.0186466073794147,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.345036427063254,0,0,0,0.331824848529081,-0.0329665748601288,0,0,0,0,0,0,0,0,0,0,0,0.0305297668330809,0,0,0.221667117373559,0,-8.67361737988404e-19,0,0,0,-0.00306348330128497,0,0,0,0,0,0,0,0,0,0.0970536163269813,0,0.148807299581773,0,0,0,0,-0.0355533737656945,0.0972693261160186,0,0,0,0,0,0
