,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X600801.SH,X002271.SZ,X600886.SH,X600010.SH,X600660.SH,X601898.SH,X000792.SZ,X601600.SH,X600362.SH,X600688.SH,X600188.SH,X600352.SH,X601991.SH,X600489.SH,X000786.SZ,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X000401.SZ,X000723.SZ,X002466.SZ,X600486.SH,X600529.SH,X601158.SH,X002353.SZ,X600315.SH,X000932.SZ,X600219.SH,X600126.SH,X000898.SZ,X600516.SH,X600612.SH,X000883.SZ,X000553.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0521219585367378,0,0,0,0,0,0,0.104755573732491,0,0,0,0,0,0,0,0,0,0,0.020407247462523,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.128425409891093,0,0.0353485753875616,0,0,0,0.0404056644435288,0,0,0,0,0,0,0,0,0,0,0,0,0.0290448422925838,0.0603061535951517,0,0,0.00466666830338713,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0713259486617339,0,0,0,0.125312289460009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432811460189281,-0.0286743894910367,0,0,0,0.0298780173476219,0,0,0,0.0699566394626785,0,0,0,0,0,0.0940371104745853,0,0,0.00971923800687568,0,0,0.00808618525216957,0.00501648792731148,0,0,0,0,0,0
X601088.SH,0,0,0,0.0338840610878029,0,0,0,0,0,0,0,-0.000130546911179627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156004355335866,0,0.0976952905685542,0,-0.208790569693404,0,0,0,0.0497587730565728,0,0.0519342691761534,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0733029375649096,0,0,0,0,0.0087416060021805,0.0438194901771284,0,0,0,0,0,0
X600585.SH,0,0,2.16840434497101e-19,0,0.128523840584129,0,0,0,0,0.00595535753048898,0.497098192102663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372729111218629,0,0,0,0.0278620704600202,0,0.003634397674113,0,0,0,0,0,0,0,0,0,0,0,-0.00107742712829761,-0.0739393788593001,0,0.00432587111985835,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777181269698368,0,0,0,0,0.00976692116255666,0,0,0,0,0,0,0,0,0,0.0846589474286169,0,-0.00603901140010819,0.195395474750802,0,0,0.103128152005743,0,0.0488863752000881,0,0.0719211728071998,0,0,0,0,0,0,0.15848622037088,0,0,0.0184682345595229,0,0.00965836582095112,0.00364284739204464,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275926449919739,0,0,0,0.69696376556838,0.118310637848374,0,0,0,0,0,0,0,0,0,0,0.0466561743338751,0,-1.73472347597681e-18,0,-0.00753538201725331,0,0,0,0,0,0,0.316755814702019,0,0.010506218814422,0,0.0166889830489739,0.0171592890213464,0.0342465477193522,0,0,0,0,0,0
X600019.SH,0,0,0.059163313563766,0,0,0,0,0,0,0,0,0,0,0,0.0573748057986688,0,0,0,0.19068803322757,0.0799308061010371,0,0,0,0,0.0768058113990653,0,0,0,0,0.132513904134816,0,-0.00935883958036964,0,0,0,0,0,0.0400923477113384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326515113331941,0.00413366815160512,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.193849104169391,0,0,0,0,0,0.244507519534991,0,0,0.00927265559136992,0,0,0,0.0951439025683561,0,0,0,0,-0.222663197689541,0,0,0.0290489656716257,0,0,0,0.0676797233530944,0,0,0,0,0,0,0,0.0140678385814887,0,0,0,0,0,0.204575911323093,-0.18250310922988,0.0022337318619955,-0.0599164708869305,0,0,0,0,0,0
X600011.SH,0.116870611820462,0,0.197417626443642,0,0,0,0.0567360274180748,0,0,0,0,0.0473924660533651,0,0,0,0,0,0,0,0.0180049853001869,0,0,0,0,0,0,0.305058612385566,0,0,0,0.130011916908889,0,0.0203444803076573,0,0,-0.108713872199767,0,0,0,0,0.0559500633812092,0,0,-0.0429600160236785,0,0,0.215322845607751,0,0.127519216724495,0,0,-0.00582529372080185,0.0175914582960892,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.0519959179715571,0,0,0,0,0,0.240194314173029,0,0,0.658069114734407,0,0,0,0,-0.0662085342795461,0,0,0,0,0,0,0,0,0,0,0,0.0762660544493132,0,0,0,0.112055178792815,0,0.257028798957391,0,0.149085481241822,0,0,0,-0.118926462746261,0,0,0,0,0,-0.0495631523854771,0.0303451807962126,-0.00287692838518665,-0.0198177459603928,0,0,0,0,0,0
