,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600019.SH,X600111.SH,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X601991.SH,X600348.SH,X000408.SZ,X600803.SH,X600027.SH,X000983.SZ,X600096.SH,X000723.SZ,X002080.SZ,X300073.SZ,X600160.SH,X000786.SZ,X600141.SH,X601699.SH,X600219.SH,X600549.SH,X002353.SZ,X600157.SH,X600378.SH,X000933.SZ,X600295.SH,X300037.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0640285802250718,-0.00931013240570205,0,0,0,0,0,0.114289808315235,0,0.0353573341513237,0,0,0,0,-0.0195540591361796,0.0547490894470002,0,0.0132399279816439,0,0.257314571854022,0,0,-0.0207282423117576,0,0,-0.110112807187369,0,0,0,0,0,0,0,0,0,0,0,-0.0427136555746582,0.0315730980930392,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0131323628873791,0.219139769272364,0.105609542370521,0,0,0.151893787113844,0,0,0,0,0.055856842289047,0,0,0,0,0.00441679474534032,0,0,0,0,0,0,0,-0.0879930029360719,0,0,0,0,0,0,0,0,0,0,0,0.0129902516131012,0,0,0,0,0,0,0,0.357431784981138,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0457378887933004,0,0,0,0,0.0230358060124187,0,0,0,0,0.0328230367879138,0,0,0,0,0,0,0.0492988447717571,0,0,0,0,0,0.000848510050011331,0,-0.0114686826311552,0,0,0,0.0654488236113563,0,0,0,0,0,0,0,0,0,0,0.000539716734462236,0,0,0,0,0,0,0,0.00258996930995713,0,0,0,0,-0.0320541344164178,0,0
X600309.SH,0,0.0314101365345348,0,0,0,0,-0.00903522985388686,0,0,-0.0457913938212005,0.00601753658451647,0,0,0,0,0.0262094902239375,0,0,0,0,0,0,0,0.0849545645673155,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181958500865971,0,0,0.098863675498101,0,0,0,0,0,0,0,0,-0.00923488874735073,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.406815926175335,0,-0.0330686639604764,0,0,0,0,0,0,0,0,0,-0.0177529311953473,0,-0.0750108972007134,0,0.0378772498074563,0,0,0,0,0,0.113382503950355,0,0,0,-0.0129148230500004,0,0,0,0.317484759645414,0,0.0664954472480862,0,0,0,0,0,0,0,0,-0.0925980591936332,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.55156701796645,0,0.144773861695238,0.0289200719881256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174349268661811,-0.032036091422913,-0.0183964264208319,0,0,0,0,0,0,0.0883577243773511,0,0,-0.0304915042040061,0.335953244289816,0,0,0,0,0,0,0,0,0,0,0,0.0438218395879285,0.0149520988112045,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.169555044470024,0,0,0.0889977614119462,0,0,0,0,0,0,0,0.047798218426576,0,0.107206860723091,0,0,0,0,0.0501349554204747,0,0,0,0,0,0,0,-0.0296749655019642,0,0,0,0,0.0685215243956159,0,0,0.176746785819215,0,0,0,0,0,0,0.136769472943227,0,0.154773188727004,0,0,0,-0.0633409531588223,0,0,0,0.0421180660095379,0,0
X600585.SH,0,0,0,0,0,0,-0.0167101403898656,0,0,0,0,0,0,0,0,0,0,0,0.119121382467256,0,0,0,0,0,0,0,0,0.0218317043730722,0,0,0,0,0,0.00168092259823959,0.0467907359768542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408479918154883,0,-0.000940947173155128,-0.037940976184203,0,0,0,3.46944695195361e-18,0,0
X000792.SZ,0,0,0,0,0,0.268533837571442,0,0,0,0.0210810261021368,0,0,0,0.113753000229145,0.00875481738300864,0,0.0877318299650377,0,0,0,0.00672427191947133,0,0,0,0,0,0,0,0.0872692558451547,0,0.0308274765003223,0,0,0,0,0,0,0,0,0,0,0.222413416605261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425947001983275,0,0
X000301.SZ,0,0,0,-0.10736888296834,0,0.338797767592877,0,0,0,0,0,0,-0.00600058870213698,0,0,0.24476057072945,0.157676121248262,0,0,0,0,0,0,0,0,0,0,0,0.0517612714251152,0.274023893543429,0,0,-0.0825764807140283,0,0,0.113131790816908,0,0,-0.0841855767291409,0,0,0,0,0,0,0,0,0,0,0,0,-0.170248706180475,-0.117798133543506,0,0,0,0.0568950630336867,0,0
X601898.SH,0,0,0,0,0.154414585734265,0,0,0,0,0,0,0,0,0,0,0,0.00986349206965485,0,0,0,0.0868386843989852,0,0,0,0,0,0,0,-0.0379962781038407,0,0,0,0.328537513206113,0.24502292004913,0,-0.0544548424298095,0,0,0.0599638942578426,0,0,0,0,0.10502463220626,0,0,0.0426416436797305,0,0,0,0,0.0353219902983219,-0.0290503435348994,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0580911319004434,0,0,0,0.0653385126281189,0,0,-0.11344909774823,0.00324489407292892,0,0.0625312226069708,0,0.0572025540038133,0,0,0,0,0,0,0,0,0.144994613760784,0,0,0,0,0,0,0,0,0,0,0,0.041709232203991,0,0,0.0718586154231971,0,0.0583489943720126,0,0.00273513126840391,0.0989704436477795,0,0,0,0,0,-0.0513066451347864,0,0,0,0.0451767838124363,0,0
X600111.SH,0,0,0,0,0,0,0.0259050385880576,0,0,0.0209683229928268,0,0,0,-0.0615288200436842,0,0,-0.123737454018188,0,0,0,0.0935315445213008,0,0,0.0875345522364836,0,0,0,0,0,0.367964812627186,0,-0.0967183737076845,0,0,0,0.0996238918723053,0,0,0,0,0,0,0.0525313571766009,0,0,0.222574902131973,0,0,0.279509752577123,0,0,0.0424929080378782,-0.061734131337991,0,0,0,0.0879584394506199,0,0
X600011.SH,-0.0459394557102828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342625920837059,0,0.404326616144239,0,0,0,0,0,0.160702499252286,0,0,0,0.204737770976087,0,0,0,0,0.856107940542816,0,0,0,0,0.0551568338418865,0,0.485143365567265,0,0,0,0.166047513523922,0,0,0,0,-0.480892774697316,0,0,0,0,0.0142583241420087,0,0,0,-0.127347877573774,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0643523166617246,0,0,0,0,0,0.0174905783867264,0,0,0,0,0,0,0,0,0,0,0.0312841103708157,0,0.119854630063058,0,0,0,-0.00446460137327735,0,0,0,0.167316716170441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102384976703282,-0.0477496837603817,0,0,0,-0.0409734406453382,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.00202909334185221,0,0,0,0,0.0428390400616815,0,-0.0976332762460217,0,0,0,0,0,-0.112321138277492,0.0435706101382719,0,0,0,0,0,0,0,0.0950899876544553,0,0,0.0457725033203274,0,0.145465477032985,0.0606146977863109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00540388179623894,0,0
